# L    TT    EE    BB    TE
2 8.75719E+02 2.18161E-06 1.16291E-06 2.21974E-02
3 8.34026E+02 7.13866E-06 2.32628E-06 5.06922E-02
4 7.97770E+02 1.77336E-05 3.87797E-06 8.67087E-02
5 7.72307E+02 3.70643E-05 5.81852E-06 1.29530E-01
6 7.55855E+02 6.88025E-05 8.14859E-06 1.78554E-01
7 7.46152E+02 1.17150E-04 1.08693E-05 2.33219E-01
8 7.41074E+02 1.86743E-04 1.39806E-05 2.92805E-01
9 7.39698E+02 2.82760E-04 1.74834E-05 3.56813E-01
10 7.41129E+02 4.10518E-04 2.13794E-05 4.24533E-01
11 7.44675E+02 5.76138E-04 2.56697E-05 4.95437E-01
12 7.50408E+02 7.85703E-04 3.03542E-05 5.69370E-01
13 7.57378E+02 1.04566E-03 3.54348E-05 6.44956E-01
14 7.65466E+02 1.36224E-03 4.09133E-05 7.21843E-01
15 7.74477E+02 1.74307E-03 4.67897E-05 7.99358E-01
16 7.84632E+02 2.19546E-03 5.30659E-05 8.77778E-01
17 7.95481E+02 2.72706E-03 5.97427E-05 9.55736E-01
18 8.06661E+02 3.34388E-03 6.68203E-05 1.03236E+00
19 8.19198E+02 4.05717E-03 7.43022E-05 1.10835E+00
20 8.32013E+02 4.87073E-03 8.21876E-05 1.18248E+00
21 8.45280E+02 5.79360E-03 9.04792E-05 1.25394E+00
22 8.58944E+02 6.83399E-03 9.91742E-05 1.32245E+00
23 8.73005E+02 8.00004E-03 1.08277E-04 1.38753E+00
24 8.87472E+02 9.29886E-03 1.17796E-04 1.44801E+00
25 9.02299E+02 1.07391E-02 1.27721E-04 1.50414E+00
26 9.17450E+02 1.23271E-02 1.38052E-04 1.55575E+00
27 9.32932E+02 1.40729E-02 1.48798E-04 1.60210E+00
28 9.48627E+02 1.59840E-02 1.59951E-04 1.64207E+00
29 9.64784E+02 1.80659E-02 1.71519E-04 1.67522E+00
30 9.81125E+02 2.03269E-02 1.83503E-04 1.70245E+00
31 9.97651E+02 2.27744E-02 1.95902E-04 1.72267E+00
32 1.01445E+03 2.54167E-02 2.08716E-04 1.73513E+00
33 1.03153E+03 2.82603E-02 2.21937E-04 1.73864E+00
34 1.04889E+03 3.13089E-02 2.35583E-04 1.73458E+00
35 1.06643E+03 3.45725E-02 2.49644E-04 1.72230E+00
36 1.08407E+03 3.80568E-02 2.64120E-04 1.70070E+00
37 1.10207E+03 4.17682E-02 2.79012E-04 1.66912E+00
38 1.12026E+03 4.57123E-02 2.94328E-04 1.62822E+00
39 1.13872E+03 4.98918E-02 3.10051E-04 1.57763E+00
40 1.15719E+03 5.43104E-02 3.26199E-04 1.51633E+00
41 1.17611E+03 5.89801E-02 3.42761E-04 1.44376E+00
42 1.19504E+03 6.39019E-02 3.59740E-04 1.36067E+00
43 1.21424E+03 6.90813E-02 3.77143E-04 1.26761E+00
44 1.23354E+03 7.45146E-02 3.94961E-04 1.16310E+00
45 1.25311E+03 8.02109E-02 4.13195E-04 1.04584E+00
46 1.27296E+03 8.61815E-02 4.31845E-04 9.16914E-01
47 1.29290E+03 9.24161E-02 4.50910E-04 7.77302E-01
48 1.31294E+03 9.89250E-02 4.70399E-04 6.25549E-01
49 1.33325E+03 1.05692E-01 4.90295E-04 4.60474E-01
50 1.35393E+03 1.12755E-01 5.10615E-04 2.82991E-01
51 1.37452E+03 1.20095E-01 5.31351E-04 9.42165E-02
52 1.39557E+03 1.27693E-01 5.52503E-04 -1.07114E-01
53 1.41680E+03 1.35578E-01 5.74070E-04 -3.22312E-01
54 1.43813E+03 1.43730E-01 5.96052E-04 -5.50287E-01
55 1.45955E+03 1.52159E-01 6.18450E-04 -7.89923E-01
56 1.48124E+03 1.60874E-01 6.41263E-04 -1.04234E+00
57 1.50331E+03 1.69848E-01 6.64491E-04 -1.30860E+00
58 1.52556E+03 1.79108E-01 6.88136E-04 -1.58806E+00
59 1.54781E+03 1.88636E-01 7.12186E-04 -1.87944E+00
60 1.57034E+03 1.98413E-01 7.36661E-04 -2.18198E+00
61 1.59332E+03 2.08439E-01 7.61542E-04 -2.49524E+00
62 1.61631E+03 2.18706E-01 7.86839E-04 -2.82040E+00
63 1.63939E+03 2.29222E-01 8.12551E-04 -3.15914E+00
64 1.66294E+03 2.40014E-01 8.38670E-04 -3.51292E+00
65 1.68657E+03 2.51112E-01 8.65203E-04 -3.88286E+00
66 1.71039E+03 2.62449E-01 8.92153E-04 -4.26776E+00
67 1.73440E+03 2.74036E-01 9.19518E-04 -4.66540E+00
68 1.75868E+03 2.85871E-01 9.47335E-04 -5.07430E+00
69 1.78323E+03 2.97901E-01 9.75493E-04 -5.49188E+00
70 1.80807E+03 3.10134E-01 1.00411E-03 -5.91851E+00
