#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.11050E+04    0.30377E-01    0.13304E-02    0.30377E-01    0.13883E-05   -0.19303E-07    0.13304E-02   -0.19303E-07    0.91275E-08
     3    0.10663E+04    0.68969E-01    0.93236E-03    0.68969E-01    0.65694E-05   -0.23187E-07    0.93236E-03   -0.23187E-07    0.55426E-08
     4    0.10294E+04    0.11780E+00    0.70135E-03    0.11780E+00    0.18936E-04   -0.25223E-07    0.70135E-03   -0.25223E-07    0.38292E-08
     5    0.10033E+04    0.17594E+00    0.55174E-03    0.17594E+00    0.42744E-04   -0.26506E-07    0.55174E-03   -0.26506E-07    0.28433E-08
     6    0.98688E+03    0.24261E+00    0.44790E-03    0.24261E+00    0.83039E-04   -0.27342E-07    0.44790E-03   -0.27342E-07    0.22112E-08
     7    0.97787E+03    0.31705E+00    0.37219E-03    0.31705E+00    0.14560E-03   -0.27918E-07    0.37219E-03   -0.27918E-07    0.17769E-08
     8    0.97396E+03    0.39829E+00    0.31491E-03    0.39829E+00    0.23681E-03   -0.28359E-07    0.31491E-03   -0.28359E-07    0.14632E-08
     9    0.97422E+03    0.48570E+00    0.27029E-03    0.48570E+00    0.36381E-03   -0.28730E-07    0.27029E-03   -0.28730E-07    0.12281E-08
    10    0.97763E+03    0.57827E+00    0.23472E-03    0.57827E+00    0.53393E-03   -0.29005E-07    0.23472E-03   -0.29005E-07    0.10466E-08
    11    0.98344E+03    0.67537E+00    0.20594E-03    0.67537E+00    0.75559E-03   -0.29196E-07    0.20594E-03   -0.29196E-07    0.90327E-09
    12    0.99182E+03    0.77674E+00    0.18217E-03    0.77674E+00    0.10372E-02   -0.29279E-07    0.18217E-03   -0.29279E-07    0.78757E-09
    13    0.10016E+04    0.88056E+00    0.16246E-03    0.88056E+00    0.13876E-02   -0.29332E-07    0.16246E-03   -0.29332E-07    0.69300E-09
    14    0.10125E+04    0.98632E+00    0.14577E-03    0.98632E+00    0.18155E-02   -0.29356E-07    0.14577E-03   -0.29356E-07    0.61436E-09
    15    0.10245E+04    0.10931E+01    0.13156E-03    0.10931E+01    0.23313E-02   -0.29386E-07    0.13156E-03   -0.29386E-07    0.54839E-09
    16    0.10379E+04    0.12014E+01    0.11930E-03    0.12014E+01    0.29452E-02   -0.29401E-07    0.11930E-03   -0.29401E-07    0.49239E-09
    17    0.10521E+04    0.13093E+01    0.10869E-03    0.13093E+01    0.36677E-02   -0.29396E-07    0.10869E-03   -0.29396E-07    0.44436E-09
    18    0.10665E+04    0.14156E+01    0.99437E-04    0.14156E+01    0.45070E-02   -0.29366E-07    0.99437E-04   -0.29366E-07    0.40293E-09
    19    0.10827E+04    0.15213E+01    0.91343E-04    0.15213E+01    0.54787E-02   -0.29335E-07    0.91343E-04   -0.29335E-07    0.36691E-09
    20    0.10991E+04    0.16247E+01    0.84164E-04    0.16247E+01    0.65882E-02   -0.29271E-07    0.84164E-04   -0.29271E-07    0.33535E-09
    21    0.11160E+04    0.17247E+01    0.77802E-04    0.17247E+01    0.78477E-02   -0.29193E-07    0.77802E-04   -0.29193E-07    0.30757E-09
    22    0.11333E+04    0.18210E+01    0.72131E-04    0.18210E+01    0.92687E-02   -0.29109E-07    0.72131E-04   -0.29109E-07    0.28299E-09
    23    0.11511E+04    0.19129E+01    0.67051E-04    0.19129E+01    0.10862E-01   -0.29023E-07    0.67051E-04   -0.29023E-07    0.26114E-09
    24    0.11693E+04    0.19988E+01    0.62498E-04    0.19988E+01    0.12638E-01   -0.28920E-07    0.62498E-04   -0.28920E-07    0.24160E-09
    25    0.11879E+04    0.20790E+01    0.58390E-04    0.20790E+01    0.14608E-01   -0.28813E-07    0.58390E-04   -0.28813E-07    0.22409E-09
    26    0.12069E+04    0.21534E+01    0.54663E-04    0.21534E+01    0.16783E-01   -0.28698E-07    0.54663E-04   -0.28698E-07    0.20832E-09
    27    0.12262E+04    0.22208E+01    0.51276E-04    0.22208E+01    0.19173E-01   -0.28579E-07    0.51276E-04   -0.28579E-07    0.19408E-09
    28    0.12458E+04    0.22800E+01    0.48198E-04    0.22800E+01    0.21790E-01   -0.28457E-07    0.48198E-04   -0.28457E-07    0.18117E-09
    29    0.12659E+04    0.23302E+01    0.45393E-04    0.23302E+01    0.24643E-01   -0.28328E-07    0.45393E-04   -0.28328E-07    0.16943E-09
    30    0.12862E+04    0.23725E+01    0.42817E-04    0.23725E+01    0.27742E-01   -0.28193E-07    0.42817E-04   -0.28193E-07    0.15873E-09
    31    0.13067E+04    0.24056E+01    0.40447E-04    0.24056E+01    0.31097E-01   -0.28055E-07    0.40447E-04   -0.28055E-07    0.14894E-09
    32    0.13275E+04    0.24285E+01    0.38270E-04    0.24285E+01    0.34720E-01   -0.27916E-07    0.38270E-04   -0.27916E-07    0.13998E-09
    33    0.13486E+04    0.24397E+01    0.36270E-04    0.24397E+01    0.38619E-01   -0.27777E-07    0.36270E-04   -0.27777E-07    0.13175E-09
    34    0.13700E+04    0.24405E+01    0.34417E-04    0.24405E+01    0.42801E-01   -0.27628E-07    0.34417E-04   -0.27628E-07    0.12417E-09
    35    0.13916E+04    0.24305E+01    0.32699E-04    0.24305E+01    0.47278E-01   -0.27477E-07    0.32699E-04   -0.27477E-07    0.11718E-09
    36    0.14134E+04    0.24083E+01    0.31105E-04    0.24083E+01    0.52058E-01   -0.27328E-07    0.31105E-04   -0.27328E-07    0.11072E-09
    37    0.14355E+04    0.23730E+01    0.29627E-04    0.23730E+01    0.57149E-01   -0.27178E-07    0.29627E-04   -0.27178E-07    0.10475E-09
    38    0.14578E+04    0.23252E+01    0.28251E-04    0.23252E+01    0.62560E-01   -0.27024E-07    0.28251E-04   -0.27024E-07    0.99199E-10
    39    0.14804E+04    0.22643E+01    0.26966E-04    0.22643E+01    0.68294E-01   -0.26865E-07    0.26966E-04   -0.26865E-07    0.94047E-10
