#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.12850E+04    0.34162E-01    0.15709E-02    0.34162E-01    0.15562E-05   -0.21808E-07    0.15709E-02   -0.21808E-07    0.10217E-07
     3    0.12345E+04    0.77719E-01    0.10978E-02    0.77719E-01    0.73583E-05   -0.26206E-07    0.10978E-02   -0.26206E-07    0.62066E-08
     4    0.11880E+04    0.13281E+00    0.82464E-03    0.13281E+00    0.21199E-04   -0.28509E-07    0.82464E-03   -0.28509E-07    0.42892E-08
     5    0.11552E+04    0.19835E+00    0.64822E-03    0.19835E+00    0.47832E-04   -0.29958E-07    0.64822E-03   -0.29958E-07    0.31856E-08
     6    0.11344E+04    0.27347E+00    0.52603E-03    0.27347E+00    0.92893E-04   -0.30900E-07    0.52603E-03   -0.30900E-07    0.24779E-08
     7    0.11225E+04    0.35729E+00    0.43706E-03    0.35729E+00    0.16283E-03   -0.31548E-07    0.43706E-03   -0.31548E-07    0.19916E-08
     8    0.11169E+04    0.44873E+00    0.36984E-03    0.44873E+00    0.26478E-03   -0.32042E-07    0.36984E-03   -0.32042E-07    0.16404E-08
     9    0.11164E+04    0.54705E+00    0.31751E-03    0.54705E+00    0.40670E-03   -0.32457E-07    0.31751E-03   -0.32457E-07    0.13771E-08
    10    0.11196E+04    0.65112E+00    0.27582E-03    0.65112E+00    0.59677E-03   -0.32763E-07    0.27582E-03   -0.32763E-07    0.11738E-08
    11    0.11258E+04    0.76022E+00    0.24210E-03    0.76022E+00    0.84440E-03   -0.32974E-07    0.24210E-03   -0.32974E-07    0.10133E-08
    12    0.11350E+04    0.87408E+00    0.21426E-03    0.87408E+00    0.11589E-02   -0.33063E-07    0.21426E-03   -0.33063E-07    0.88367E-09
    13    0.11459E+04    0.99061E+00    0.19117E-03    0.99061E+00    0.15503E-02   -0.33119E-07    0.19117E-03   -0.33119E-07    0.77773E-09
    14    0.11583E+04    0.11093E+01    0.17161E-03    0.11093E+01    0.20282E-02   -0.33141E-07    0.17161E-03   -0.33141E-07    0.68963E-09
    15    0.11719E+04    0.12290E+01    0.15497E-03    0.12290E+01    0.26041E-02   -0.33169E-07    0.15497E-03   -0.33169E-07    0.61571E-09
    16    0.11872E+04    0.13504E+01    0.14061E-03    0.13504E+01    0.32897E-02   -0.33183E-07    0.14061E-03   -0.33183E-07    0.55296E-09
    17    0.12034E+04    0.14712E+01    0.12818E-03    0.14712E+01    0.40964E-02   -0.33172E-07    0.12818E-03   -0.33172E-07    0.49912E-09
    18    0.12200E+04    0.15902E+01    0.11733E-03    0.15902E+01    0.50334E-02   -0.33134E-07    0.11733E-03   -0.33134E-07    0.45269E-09
    19    0.12386E+04    0.17084E+01    0.10783E-03    0.17084E+01    0.61184E-02   -0.33095E-07    0.10783E-03   -0.33095E-07    0.41232E-09
    20    0.12576E+04    0.18240E+01    0.99406E-04    0.18240E+01    0.73571E-02   -0.33018E-07    0.99406E-04   -0.33018E-07    0.37694E-09
    21    0.12771E+04    0.19356E+01    0.91934E-04    0.19356E+01    0.87633E-02   -0.32926E-07    0.91934E-04   -0.32926E-07    0.34578E-09
    22    0.12972E+04    0.20431E+01    0.85271E-04    0.20431E+01    0.10350E-01   -0.32828E-07    0.85271E-04   -0.32828E-07    0.31822E-09
    23    0.13178E+04    0.21456E+01    0.79300E-04    0.21456E+01    0.12129E-01   -0.32726E-07    0.79300E-04   -0.32726E-07    0.29371E-09
