# L    TT    EE    BB    TE
2 8.50168E+02 2.88084E-06 1.82658E-06 2.32755E-02
3 8.21290E+02 8.64137E-06 3.65359E-06 5.28204E-02
4 7.93493E+02 2.04656E-05 6.09047E-06 9.02000E-02
5 7.73778E+02 4.15846E-05 9.13774E-06 1.34702E-01
6 7.61375E+02 7.58277E-05 1.27966E-05 1.85721E-01
7 7.54594E+02 1.27585E-04 1.70671E-05 2.42679E-01
8 7.51682E+02 2.01700E-04 2.19511E-05 3.04851E-01
9 7.51930E+02 3.03594E-04 2.74495E-05 3.71733E-01
10 7.54585E+02 4.38837E-04 3.35632E-05 4.42564E-01
11 7.59065E+02 6.13837E-04 4.02948E-05 5.16864E-01
12 7.65518E+02 8.34950E-04 4.76434E-05 5.94449E-01
13 7.72999E+02 1.10898E-03 5.56126E-05 6.73911E-01
14 7.81444E+02 1.44237E-03 6.42023E-05 7.54886E-01
15 7.90660E+02 1.84322E-03 7.34153E-05 8.36703E-01
16 8.00938E+02 2.31923E-03 8.32524E-05 9.19617E-01
17 8.11800E+02 2.87827E-03 9.37146E-05 1.00230E+00
18 8.22902E+02 3.52665E-03 1.04807E-04 1.08392E+00
19 8.35278E+02 4.27638E-03 1.16528E-04 1.16501E+00
20 8.47857E+02 5.13137E-03 1.28877E-04 1.24442E+00
21 8.60800E+02 6.10101E-03 1.41855E-04 1.32126E+00
22 8.74088E+02 7.19396E-03 1.55471E-04 1.39545E+00
23 8.87659E+02 8.41891E-03 1.69715E-04 1.46627E+00
24 9.01646E+02 9.78311E-03 1.84605E-04 1.53258E+00
25 9.15811E+02 1.12951E-02 2.00124E-04 1.59463E+00
26 9.30329E+02 1.29639E-02 2.16280E-04 1.65235E+00
27 9.45113E+02 1.47973E-02 2.33082E-04 1.70485E+00
28 9.60074E+02 1.68033E-02 2.50522E-04 1.75115E+00
29 9.75301E+02 1.89899E-02 2.68608E-04 1.79063E+00
30 9.90704E+02 2.13642E-02 2.87332E-04 1.82427E+00
31 1.00628E+03 2.39341E-02 3.06693E-04 1.85092E+00
32 1.02213E+03 2.67086E-02 3.26708E-04 1.86995E+00
33 1.03815E+03 2.96937E-02 3.47362E-04 1.88005E+00
34 1.05436E+03 3.28948E-02 3.68661E-04 1.88252E+00
