#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.587468E+06   0.587468E+06   0.782830E+06   0.782805E+06   0.608114E+06   0.587972E+06   0.587468E+06   0.596070E+06  -0.602932E+00   0.585362E+06   0.585362E+06   0.180140E+01
   0.798228E-04   0.587465E+06   0.587464E+06   0.782711E+06   0.782680E+06   0.608074E+06   0.587967E+06   0.587465E+06   0.596064E+06  -0.602926E+00   0.585358E+06   0.585358E+06   0.201308E+01
   0.892035E-04   0.587460E+06   0.587459E+06   0.782561E+06   0.782522E+06   0.608024E+06   0.587961E+06   0.587460E+06   0.596057E+06  -0.602918E+00   0.585353E+06   0.585353E+06   0.224962E+01
   0.996866E-04   0.587455E+06   0.587453E+06   0.782375E+06   0.782326E+06   0.607962E+06   0.587954E+06   0.587454E+06   0.596048E+06  -0.602909E+00   0.585347E+06   0.585347E+06   0.251395E+01
   0.111402E-03   0.587447E+06   0.587446E+06   0.782142E+06   0.782082E+06   0.607883E+06   0.587945E+06   0.587447E+06   0.596037E+06  -0.602897E+00   0.585340E+06   0.585339E+06   0.280932E+01
   0.124493E-03   0.587439E+06   0.587437E+06   0.781851E+06   0.781776E+06   0.607786E+06   0.587934E+06   0.587438E+06   0.596023E+06  -0.602882E+00   0.585330E+06   0.585330E+06   0.313938E+01
   0.139124E-03   0.587428E+06   0.587425E+06   0.781489E+06   0.781394E+06   0.607664E+06   0.587920E+06   0.587427E+06   0.596005E+06  -0.602863E+00   0.585318E+06   0.585318E+06   0.350820E+01
   0.155474E-03   0.587414E+06   0.587411E+06   0.781036E+06   0.780918E+06   0.607512E+06   0.587903E+06   0.587413E+06   0.595983E+06  -0.602839E+00   0.585303E+06   0.585302E+06   0.392030E+01
   0.173745E-03   0.587396E+06   0.587393E+06   0.780470E+06   0.780324E+06   0.607322E+06   0.587881E+06   0.587396E+06   0.595956E+06  -0.602810E+00   0.585284E+06   0.585284E+06   0.438077E+01
   0.194163E-03   0.587375E+06   0.587370E+06   0.779765E+06   0.779582E+06   0.607085E+06   0.587854E+06   0.587374E+06   0.595921E+06  -0.602774E+00   0.585261E+06   0.585260E+06   0.489525E+01
   0.216981E-03   0.587348E+06   0.587342E+06   0.778885E+06   0.778656E+06   0.606789E+06   0.587821E+06   0.587347E+06   0.595878E+06  -0.602728E+00   0.585232E+06   0.585231E+06   0.547007E+01
   0.242480E-03   0.587314E+06   0.587307E+06   0.777787E+06   0.777502E+06   0.606420E+06   0.587779E+06   0.587313E+06   0.595825E+06  -0.602671E+00   0.585196E+06   0.585195E+06   0.611224E+01
   0.270976E-03   0.587272E+06   0.587263E+06   0.776418E+06   0.776063E+06   0.605959E+06   0.587726E+06   0.587270E+06   0.595758E+06  -0.602600E+00   0.585151E+06   0.585149E+06   0.682963E+01
   0.302821E-03   0.587220E+06   0.587208E+06   0.774711E+06   0.774269E+06   0.605384E+06   0.587660E+06   0.587218E+06   0.595675E+06  -0.602511E+00   0.585094E+06   0.585092E+06   0.763096E+01
   0.338408E-03   0.587154E+06   0.587140E+06   0.772584E+06   0.772033E+06   0.604667E+06   0.587579E+06   0.587152E+06   0.595571E+06  -0.602401E+00   0.585024E+06   0.585021E+06   0.852595E+01
   0.378178E-03   0.587073E+06   0.587055E+06   0.769935E+06   0.769250E+06   0.603773E+06   0.587476E+06   0.587069E+06   0.595442E+06  -0.602263E+00   0.584936E+06   0.584932E+06   0.952541E+01
   0.422621E-03   0.586971E+06   0.586948E+06   0.766638E+06   0.765787E+06   0.602659E+06   0.587349E+06   0.586966E+06   0.595280E+06  -0.602091E+00   0.584826E+06   0.584822E+06   0.106414E+02
   0.472287E-03   0.586844E+06   0.586816E+06   0.762538E+06   0.761482E+06   0.601272E+06   0.587190E+06   0.586838E+06   0.595079E+06  -0.601876E+00   0.584689E+06   0.584684E+06   0.118871E+02
   0.527790E-03   0.586685E+06   0.586650E+06   0.757446E+06   0.756137E+06   0.599545E+06   0.586992E+06   0.586678E+06   0.594828E+06  -0.601609E+00   0.584518E+06   0.584512E+06   0.132773E+02
   0.589815E-03   0.586487E+06   0.586444E+06   0.751128E+06   0.749510E+06   0.597397E+06   0.586745E+06   0.586479E+06   0.594516E+06  -0.601276E+00   0.584304E+06   0.584297E+06   0.148282E+02
   0.659130E-03   0.586241E+06   0.586187E+06   0.743305E+06   0.741308E+06   0.594728E+06   0.586438E+06   0.586230E+06   0.594127E+06  -0.600861E+00   0.584039E+06   0.584029E+06   0.165577E+02
   0.736590E-03   0.585934E+06   0.585866E+06   0.733636E+06   0.731180E+06   0.591417E+06   0.586055E+06   0.585921E+06   0.593644E+06  -0.600346E+00   0.583708E+06   0.583696E+06   0.184854E+02
   0.823153E-03   0.585551E+06   0.585467E+06   0.721719E+06   0.718709E+06   0.587314E+06   0.585578E+06   0.585535E+06   0.593045E+06  -0.599706E+00   0.583295E+06   0.583281E+06   0.206326E+02
   0.919889E-03   0.585075E+06   0.584970E+06   0.707078E+06   0.703408E+06   0.582241E+06   0.584987E+06   0.585055E+06   0.592302E+06  -0.598913E+00   0.582782E+06   0.582764E+06   0.230223E+02
   0.102799E-02   0.584484E+06   0.584353E+06   0.689166E+06   0.684719E+06   0.575984E+06   0.584252E+06   0.584459E+06   0.591382E+06  -0.597930E+00   0.582144E+06   0.582121E+06   0.256793E+02
   0.114880E-02   0.583750E+06   0.583586E+06   0.667365E+06   0.662017E+06   0.568300E+06   0.583343E+06   0.583718E+06   0.590247E+06  -0.596716E+00   0.581354E+06   0.581326E+06   0.286301E+02
   0.128381E-02   0.582839E+06   0.582635E+06   0.641004E+06   0.634637E+06   0.558888E+06   0.582217E+06   0.582800E+06   0.588849E+06  -0.595220E+00   0.580373E+06   0.580338E+06   0.319023E+02
   0.143468E-02   0.581713E+06   0.581457E+06   0.609392E+06   0.601906E+06   0.547415E+06   0.580829E+06   0.581664E+06   0.587133E+06  -0.593381E+00   0.579158E+06   0.579114E+06   0.355243E+02
   0.160328E-02   0.580321E+06   0.580002E+06   0.571876E+06   0.563217E+06   0.533518E+06   0.579120E+06   0.580260E+06   0.585037E+06  -0.591131E+00   0.577656E+06   0.577601E+06   0.395249E+02
   0.179170E-02   0.578607E+06   0.578209E+06   0.527941E+06   0.518135E+06   0.516816E+06   0.577026E+06   0.578531E+06   0.582488E+06  -0.588390E+00   0.575805E+06   0.575737E+06   0.439322E+02
   0.200226E-02   0.576502E+06   0.576007E+06   0.477352E+06   0.466549E+06   0.496934E+06   0.574470E+06   0.576408E+06   0.579408E+06  -0.585073E+00   0.573531E+06   0.573448E+06   0.487728E+02
   0.223756E-02   0.573929E+06   0.573311E+06   0.420351E+06   0.408883E+06   0.473549E+06   0.571367E+06   0.573811E+06   0.575716E+06  -0.581085E+00   0.570749E+06   0.570646E+06   0.540702E+02
   0.250052E-02   0.570798E+06   0.570028E+06   0.357902E+06   0.346335E+06   0.446455E+06   0.567623E+06   0.570651E+06   0.571326E+06  -0.576334E+00   0.567363E+06   0.567235E+06   0.598441E+02
   0.279438E-02   0.567011E+06   0.566052E+06   0.291948E+06   0.281107E+06   0.415650E+06   0.563142E+06   0.566827E+06   0.566162E+06  -0.570732E+00   0.563265E+06   0.563108E+06   0.661090E+02
   0.312277E-02   0.562461E+06   0.561269E+06   0.225604E+06   0.216532E+06   0.381442E+06   0.557826E+06   0.562233E+06   0.560160E+06  -0.564205E+00   0.558343E+06   0.558148E+06   0.728742E+02
   0.348976E-02   0.557042E+06   0.555560E+06   0.163132E+06   0.156940E+06   0.344557E+06   0.551586E+06   0.556759E+06   0.553273E+06  -0.556708E+00   0.552481E+06   0.552242E+06   0.801445E+02
   0.389987E-02   0.550649E+06   0.548807E+06   0.109514E+06   0.107056E+06   0.306210E+06   0.544346E+06   0.550296E+06   0.545479E+06  -0.548226E+00   0.545573E+06   0.545280E+06   0.879230E+02
   0.435818E-02   0.543188E+06   0.540904E+06   0.693925E+05   0.707971E+05   0.268084E+06   0.536055E+06   0.542751E+06   0.536773E+06  -0.538783E+00   0.537531E+06   0.537173E+06   0.962148E+02
   0.440687E-02   0.542380E+06   0.540046E+06   0.662515E+05   0.680064E+05   0.264358E+06   0.535167E+06   0.541934E+06   0.535852E+06  -0.537788E+00   0.536662E+06   0.536297E+06   0.970726E+02
   0.445611E-02   0.541560E+06   0.539176E+06   0.632757E+05   0.653691E+05   0.260657E+06   0.534268E+06   0.541104E+06   0.534922E+06  -0.536783E+00   0.535781E+06   0.535408E+06   0.979357E+02
   0.450590E-02   0.540730E+06   0.538294E+06   0.604657E+05   0.628843E+05   0.256981E+06   0.533358E+06   0.540264E+06   0.533983E+06  -0.535770E+00   0.534888E+06   0.534507E+06   0.988041E+02
   0.455624E-02   0.539887E+06   0.537398E+06   0.578215E+05   0.605506E+05   0.253333E+06   0.532437E+06   0.539411E+06   0.533035E+06  -0.534748E+00   0.533982E+06   0.533594E+06   0.996778E+02
   0.460715E-02   0.539033E+06   0.536490E+06   0.553425E+05   0.583661E+05   0.249716E+06   0.531505E+06   0.538546E+06   0.532078E+06  -0.533716E+00   0.533065E+06   0.532669E+06   0.100557E+03
   0.465863E-02   0.538167E+06   0.535569E+06   0.530280E+05   0.563285E+05   0.246130E+06   0.530563E+06   0.537670E+06   0.531112E+06  -0.532676E+00   0.532135E+06   0.531732E+06   0.101441E+03
   0.471068E-02   0.537289E+06   0.534635E+06   0.508764E+05   0.544351E+05   0.242577E+06   0.529610E+06   0.536782E+06   0.530136E+06  -0.531627E+00   0.531194E+06   0.530782E+06   0.102331E+03
   0.476331E-02   0.536400E+06   0.533688E+06   0.488859E+05   0.526827E+05   0.239061E+06   0.528645E+06   0.535881E+06   0.529151E+06  -0.530570E+00   0.530240E+06   0.529820E+06   0.103226E+03
   0.481653E-02   0.535498E+06   0.532729E+06   0.470540E+05   0.510676E+05   0.235581E+06   0.527670E+06   0.534969E+06   0.528157E+06  -0.529503E+00   0.529274E+06   0.528845E+06   0.104126E+03
   0.487035E-02   0.534585E+06   0.531756E+06   0.453779E+05   0.495855E+05   0.232141E+06   0.526684E+06   0.534044E+06   0.527154E+06  -0.528428E+00   0.528295E+06   0.527859E+06   0.105032E+03
   0.492476E-02   0.533660E+06   0.530769E+06   0.438542E+05   0.482319E+05   0.228742E+06   0.525687E+06   0.533107E+06   0.526141E+06  -0.527345E+00   0.527305E+06   0.526859E+06   0.105944E+03
   0.497979E-02   0.532723E+06   0.529770E+06   0.424787E+05   0.470018E+05   0.225384E+06   0.524680E+06   0.532158E+06   0.525119E+06  -0.526253E+00   0.526302E+06   0.525848E+06   0.106861E+03
   0.503543E-02   0.531774E+06   0.528757E+06   0.412471E+05   0.458897E+05   0.222071E+06   0.523661E+06   0.531197E+06   0.524088E+06  -0.525152E+00   0.525288E+06   0.524824E+06   0.107783E+03
   0.509169E-02   0.530812E+06   0.527731E+06   0.401544E+05   0.448896E+05   0.218803E+06   0.522631E+06   0.530223E+06   0.523047E+06  -0.524043E+00   0.524261E+06   0.523788E+06   0.108711E+03
   0.514858E-02   0.529839E+06   0.526692E+06   0.391949E+05   0.439953E+05   0.215581E+06   0.521591E+06   0.529237E+06   0.521996E+06  -0.522925E+00   0.523222E+06   0.522740E+06   0.109645E+03
   0.520610E-02   0.528854E+06   0.525639E+06   0.383629E+05   0.432001E+05   0.212408E+06   0.520540E+06   0.528239E+06   0.520936E+06  -0.521799E+00   0.522170E+06   0.521679E+06   0.110584E+03
   0.526427E-02   0.527856E+06   0.524572E+06   0.376516E+05   0.424971E+05   0.209283E+06   0.519477E+06   0.527228E+06   0.519867E+06  -0.520665E+00   0.521107E+06   0.520606E+06   0.111529E+03
   0.532309E-02   0.526847E+06   0.523492E+06   0.370543E+05   0.418789E+05   0.206208E+06   0.518404E+06   0.526205E+06   0.518788E+06  -0.519522E+00   0.520032E+06   0.519520E+06   0.112479E+03
   0.538256E-02   0.525825E+06   0.522399E+06   0.365635E+05   0.413379E+05   0.203184E+06   0.517320E+06   0.525170E+06   0.517699E+06  -0.518371E+00   0.518944E+06   0.518423E+06   0.113436E+03
   0.544270E-02   0.524791E+06   0.521291E+06   0.361714E+05   0.408664E+05   0.200212E+06   0.516226E+06   0.524122E+06   0.516600E+06  -0.517211E+00   0.517844E+06   0.517313E+06   0.114398E+03
   0.550352E-02   0.523745E+06   0.520171E+06   0.358698E+05   0.404562E+05   0.197292E+06   0.515120E+06   0.523061E+06   0.515491E+06  -0.516042E+00   0.516733E+06   0.516191E+06   0.115365E+03
   0.556501E-02   0.522687E+06   0.519036E+06   0.356502E+05   0.400994E+05   0.194425E+06   0.514003E+06   0.521988E+06   0.514372E+06  -0.514866E+00   0.515609E+06   0.515056E+06   0.116339E+03
   0.562719E-02   0.521616E+06   0.517888E+06   0.355037E+05   0.397875E+05   0.191611E+06   0.512876E+06   0.520903E+06   0.513243E+06  -0.513680E+00   0.514474E+06   0.513910E+06   0.117318E+03
   0.569006E-02   0.520534E+06   0.516725E+06   0.354213E+05   0.395123E+05   0.188851E+06   0.511737E+06   0.519805E+06   0.512104E+06  -0.512487E+00   0.513326E+06   0.512751E+06   0.118303E+03
   0.575363E-02   0.519439E+06   0.515549E+06   0.353936E+05   0.392656E+05   0.186144E+06   0.510588E+06   0.518695E+06   0.510954E+06  -0.511284E+00   0.512167E+06   0.511581E+06   0.119295E+03
   0.581792E-02   0.518331E+06   0.514359E+06   0.354112E+05   0.390391E+05   0.183490E+06   0.509428E+06   0.517572E+06   0.509794E+06  -0.510073E+00   0.510996E+06   0.510398E+06   0.120291E+03
   0.588292E-02   0.517212E+06   0.513155E+06   0.354645E+05   0.388246E+05   0.180890E+06   0.508256E+06   0.516436E+06   0.508623E+06  -0.508853E+00   0.509812E+06   0.509203E+06   0.121294E+03
   0.594865E-02   0.516080E+06   0.511938E+06   0.355439E+05   0.386145E+05   0.178343E+06   0.507074E+06   0.515288E+06   0.507442E+06  -0.507625E+00   0.508618E+06   0.507996E+06   0.122303E+03
   0.601512E-02   0.514937E+06   0.510706E+06   0.356398E+05   0.384009E+05   0.175848E+06   0.505881E+06   0.514127E+06   0.506250E+06  -0.506387E+00   0.507411E+06   0.506778E+06   0.123318E+03
   0.608233E-02   0.513780E+06   0.509460E+06   0.357428E+05   0.381766E+05   0.173404E+06   0.504677E+06   0.512954E+06   0.505046E+06  -0.505141E+00   0.506193E+06   0.505547E+06   0.124339E+03
   0.615028E-02   0.512612E+06   0.508200E+06   0.358434E+05   0.379347E+05   0.171012E+06   0.503461E+06   0.511768E+06   0.503832E+06  -0.503885E+00   0.504963E+06   0.504305E+06   0.125365E+03
   0.621900E-02   0.511432E+06   0.506926E+06   0.359326E+05   0.376687E+05   0.168669E+06   0.502235E+06   0.510570E+06   0.502607E+06  -0.502620E+00   0.503722E+06   0.503050E+06   0.126398E+03
   0.628849E-02   0.510239E+06   0.505638E+06   0.360016E+05   0.373726E+05   0.166376E+06   0.500998E+06   0.509359E+06   0.501370E+06  -0.501346E+00   0.502469E+06   0.501784E+06   0.127436E+03
   0.635875E-02   0.509034E+06   0.504336E+06   0.360420E+05   0.370410E+05   0.164130E+06   0.499749E+06   0.508135E+06   0.500122E+06  -0.500063E+00   0.501204E+06   0.500507E+06   0.128481E+03
   0.642980E-02   0.507816E+06   0.503020E+06   0.360459E+05   0.366692E+05   0.161930E+06   0.498489E+06   0.506899E+06   0.498862E+06  -0.498770E+00   0.499928E+06   0.499217E+06   0.129532E+03
   0.650164E-02   0.506587E+06   0.501689E+06   0.360059E+05   0.362531E+05   0.159775E+06   0.497218E+06   0.505650E+06   0.497591E+06  -0.497467E+00   0.498641E+06   0.497916E+06   0.130588E+03
   0.657428E-02   0.505345E+06   0.500345E+06   0.359151E+05   0.357893E+05   0.157663E+06   0.495936E+06   0.504389E+06   0.496308E+06  -0.496154E+00   0.497342E+06   0.496603E+06   0.131651E+03
   0.664773E-02   0.504091E+06   0.498985E+06   0.357675E+05   0.352753E+05   0.155592E+06   0.494643E+06   0.503115E+06   0.495013E+06  -0.494832E+00   0.496032E+06   0.495278E+06   0.132719E+03
   0.672201E-02   0.502825E+06   0.497612E+06   0.355577E+05   0.347092E+05   0.153561E+06   0.493338E+06   0.501828E+06   0.493706E+06  -0.493499E+00   0.494711E+06   0.493942E+06   0.133794E+03
   0.679711E-02   0.501546E+06   0.496224E+06   0.352811E+05   0.340901E+05   0.151568E+06   0.492021E+06   0.500528E+06   0.492386E+06  -0.492156E+00   0.493378E+06   0.492595E+06   0.134874E+03
   0.687306E-02   0.500255E+06   0.494822E+06   0.349341E+05   0.334179E+05   0.149610E+06   0.490694E+06   0.499216E+06   0.491055E+06  -0.490803E+00   0.492034E+06   0.491235E+06   0.135960E+03
   0.694985E-02   0.498952E+06   0.493406E+06   0.345140E+05   0.326934E+05   0.147685E+06   0.489354E+06   0.497892E+06   0.489711E+06  -0.489439E+00   0.490678E+06   0.489865E+06   0.137052E+03
   0.702750E-02   0.497637E+06   0.491975E+06   0.340190E+05   0.319182E+05   0.145792E+06   0.488003E+06   0.496554E+06   0.488355E+06  -0.488065E+00   0.489311E+06   0.488482E+06   0.138150E+03
   0.710602E-02   0.496310E+06   0.490529E+06   0.334483E+05   0.310948E+05   0.143929E+06   0.486641E+06   0.495204E+06   0.486987E+06  -0.486679E+00   0.487933E+06   0.487088E+06   0.139253E+03
   0.718542E-02   0.494970E+06   0.489069E+06   0.328022E+05   0.302265E+05   0.142092E+06   0.485266E+06   0.493841E+06   0.485606E+06  -0.485282E+00   0.486544E+06   0.485683E+06   0.140362E+03
   0.726570E-02   0.493618E+06   0.487594E+06   0.320821E+05   0.293174E+05   0.140280E+06   0.483880E+06   0.492466E+06   0.484212E+06  -0.483875E+00   0.485143E+06   0.484266E+06   0.141477E+03
   0.734688E-02   0.492254E+06   0.486105E+06   0.312902E+05   0.283724E+05   0.138491E+06   0.482482E+06   0.491078E+06   0.482806E+06  -0.482455E+00   0.483732E+06   0.482837E+06   0.142597E+03
   0.742897E-02   0.490877E+06   0.484601E+06   0.304302E+05   0.273969E+05   0.136723E+06   0.481072E+06   0.489677E+06   0.481387E+06  -0.481025E+00   0.482308E+06   0.481397E+06   0.143723E+03
   0.751197E-02   0.489488E+06   0.483082E+06   0.295063E+05   0.263973E+05   0.134973E+06   0.479651E+06   0.488263E+06   0.479956E+06  -0.479583E+00   0.480874E+06   0.479945E+06   0.144854E+03
   0.759591E-02   0.488087E+06   0.481548E+06   0.285241E+05   0.253801E+05   0.133240E+06   0.478217E+06   0.486837E+06   0.478512E+06  -0.478129E+00   0.479428E+06   0.478481E+06   0.145990E+03
   0.768078E-02   0.486674E+06   0.480000E+06   0.274900E+05   0.243526E+05   0.131521E+06   0.476771E+06   0.485397E+06   0.477055E+06  -0.476663E+00   0.477971E+06   0.477006E+06   0.147131E+03
   0.776659E-02   0.485248E+06   0.478437E+06   0.264112E+05   0.233221E+05   0.129814E+06   0.475312E+06   0.483945E+06   0.475585E+06  -0.475185E+00   0.476502E+06   0.475519E+06   0.148278E+03
   0.785337E-02   0.483810E+06   0.476858E+06   0.252958E+05   0.222965E+05   0.128119E+06   0.473842E+06   0.482480E+06   0.474103E+06  -0.473695E+00   0.475022E+06   0.474020E+06   0.149429E+03
   0.794112E-02   0.482359E+06   0.475265E+06   0.241524E+05   0.212834E+05   0.126433E+06   0.472359E+06   0.481002E+06   0.472609E+06  -0.472192E+00   0.473531E+06   0.472510E+06   0.150585E+03
   0.802984E-02   0.480896E+06   0.473657E+06   0.229906E+05   0.202908E+05   0.124754E+06   0.470864E+06   0.479512E+06   0.471101E+06  -0.470678E+00   0.472028E+06   0.470987E+06   0.151746E+03
   0.811956E-02   0.479421E+06   0.472033E+06   0.218200E+05   0.193261E+05   0.123082E+06   0.469356E+06   0.478008E+06   0.469582E+06  -0.469151E+00   0.470513E+06   0.469453E+06   0.152912E+03
   0.821028E-02   0.477934E+06   0.470394E+06   0.206508E+05   0.183968E+05   0.121416E+06   0.467836E+06   0.476492E+06   0.468049E+06  -0.467611E+00   0.468987E+06   0.467907E+06   0.154082E+03
   0.830201E-02   0.476433E+06   0.468740E+06   0.194933E+05   0.175096E+05   0.119753E+06   0.466303E+06   0.474962E+06   0.466505E+06  -0.466060E+00   0.467449E+06   0.466348E+06   0.155256E+03
   0.839477E-02   0.474921E+06   0.467071E+06   0.183578E+05   0.166710E+05   0.118095E+06   0.464758E+06   0.473420E+06   0.464947E+06  -0.464495E+00   0.465899E+06   0.464778E+06   0.156434E+03
   0.848857E-02   0.473396E+06   0.465386E+06   0.172545E+05   0.158865E+05   0.116439E+06   0.463200E+06   0.471864E+06   0.463378E+06  -0.462918E+00   0.464338E+06   0.463195E+06   0.157616E+03
