#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.11033E+04    0.27431E-01    0.13828E-02    0.27431E-01    0.12481E-05   -0.17680E-07    0.13828E-02   -0.17680E-07    0.80518E-08
     3    0.10495E+04    0.62679E-01    0.96104E-03    0.62679E-01    0.58929E-05   -0.21265E-07    0.96104E-03   -0.21265E-07    0.48932E-08
     4    0.10030E+04    0.10722E+00    0.71950E-03    0.10722E+00    0.16960E-04   -0.23139E-07    0.71950E-03   -0.23139E-07    0.33817E-08
     5    0.97041E+03    0.16015E+00    0.56434E-03    0.16015E+00    0.38237E-04   -0.24315E-07    0.56434E-03   -0.24315E-07    0.25114E-08
     6    0.94925E+03    0.22073E+00    0.45723E-03    0.22073E+00    0.74212E-04   -0.25077E-07    0.45723E-03   -0.25077E-07    0.19533E-08
     7    0.93664E+03    0.28824E+00    0.37946E-03    0.28824E+00    0.13002E-03   -0.25598E-07    0.37946E-03   -0.25598E-07    0.15696E-08
     8    0.92992E+03    0.36182E+00    0.32081E-03    0.36182E+00    0.21132E-03   -0.25994E-07    0.32081E-03   -0.25994E-07    0.12926E-08
     9    0.92788E+03    0.44084E+00    0.27523E-03    0.44084E+00    0.32445E-03   -0.26325E-07    0.27523E-03   -0.26325E-07    0.10849E-08
    10    0.92942E+03    0.52441E+00    0.23896E-03    0.52441E+00    0.47592E-03   -0.26566E-07    0.23896E-03   -0.26566E-07    0.92452E-09
    11    0.93365E+03    0.61192E+00    0.20965E-03    0.61192E+00    0.67318E-03   -0.26731E-07    0.20965E-03   -0.26731E-07    0.79791E-09
    12    0.94063E+03    0.70314E+00    0.18546E-03    0.70314E+00    0.92370E-03   -0.26797E-07    0.18546E-03   -0.26797E-07    0.69570E-09
    13    0.94921E+03    0.79641E+00    0.16542E-03    0.79641E+00    0.12353E-02   -0.26836E-07    0.16542E-03   -0.26836E-07    0.61215E-09
    14    0.95922E+03    0.89128E+00    0.14844E-03    0.89128E+00    0.16157E-02   -0.26848E-07    0.14844E-03   -0.26848E-07    0.54267E-09
    15    0.97040E+03    0.98694E+00    0.13400E-03    0.98694E+00    0.20741E-02   -0.26864E-07    0.13400E-03   -0.26864E-07    0.48439E-09
    16    0.98303E+03    0.10837E+01    0.12154E-03    0.10837E+01    0.26197E-02   -0.26869E-07    0.12154E-03   -0.26869E-07    0.43492E-09
    17    0.99653E+03    0.11799E+01    0.11075E-03    0.11799E+01    0.32616E-02   -0.26854E-07    0.11075E-03   -0.26854E-07    0.39247E-09
    18    0.10105E+04    0.12745E+01    0.10134E-03    0.12745E+01    0.40071E-02   -0.26818E-07    0.10134E-03   -0.26818E-07    0.35588E-09
    19    0.10261E+04    0.13685E+01    0.93100E-04    0.13685E+01    0.48702E-02   -0.26780E-07    0.93100E-04   -0.26780E-07    0.32405E-09
    20    0.10421E+04    0.14601E+01    0.85789E-04    0.14601E+01    0.58556E-02   -0.26712E-07    0.85789E-04   -0.26712E-07    0.29617E-09
    21    0.10586E+04    0.15484E+01    0.79304E-04    0.15484E+01    0.69741E-02   -0.26632E-07    0.79304E-04   -0.26632E-07    0.27161E-09
    22    0.10757E+04    0.16333E+01    0.73520E-04    0.16333E+01    0.82360E-02   -0.26548E-07    0.73520E-04   -0.26548E-07    0.24990E-09
    23    0.10932E+04    0.17139E+01    0.68338E-04    0.17139E+01    0.96512E-02   -0.26461E-07    0.68338E-04   -0.26461E-07    0.23059E-09
    24    0.11113E+04    0.17890E+01    0.63686E-04    0.17890E+01    0.11228E-01   -0.26358E-07    0.63686E-04   -0.26358E-07    0.21332E-09
    25    0.11298E+04    0.18587E+01    0.59486E-04    0.18587E+01    0.12978E-01   -0.26252E-07    0.59486E-04   -0.26252E-07    0.19784E-09
    26    0.11486E+04    0.19230E+01    0.55673E-04    0.19230E+01    0.14909E-01   -0.26139E-07    0.55673E-04   -0.26139E-07    0.18391E-09
    27    0.11679E+04    0.19807E+01    0.52206E-04    0.19807E+01    0.17032E-01   -0.26025E-07    0.52206E-04   -0.26025E-07    0.17132E-09
    28    0.11875E+04    0.20308E+01    0.49051E-04    0.20308E+01    0.19356E-01   -0.25907E-07    0.49051E-04   -0.25907E-07    0.15990E-09
    29    0.12075E+04    0.20726E+01    0.46174E-04    0.20726E+01    0.21890E-01   -0.25783E-07    0.46174E-04   -0.25783E-07    0.14953E-09
    30    0.12278E+04    0.21072E+01    0.43529E-04    0.21072E+01    0.24643E-01   -0.25653E-07    0.43529E-04   -0.25653E-07    0.14007E-09
    31    0.12483E+04    0.21331E+01    0.41095E-04    0.21331E+01    0.27624E-01   -0.25520E-07    0.41095E-04   -0.25520E-07    0.13142E-09
    32    0.12692E+04    0.21496E+01    0.38857E-04    0.21496E+01    0.30843E-01   -0.25389E-07    0.38857E-04   -0.25389E-07    0.12349E-09
    33    0.12904E+04    0.21553E+01    0.36800E-04    0.21553E+01    0.34308E-01   -0.25256E-07    0.36800E-04   -0.25256E-07    0.11622E-09
    34    0.13118E+04    0.21517E+01    0.34892E-04    0.21517E+01    0.38025E-01   -0.25115E-07    0.34892E-04   -0.25115E-07    0.10952E-09
    35    0.13335E+04    0.21380E+01    0.33122E-04    0.21380E+01    0.42005E-01   -0.24973E-07    0.33122E-04   -0.24973E-07    0.10334E-09
    36    0.13554E+04    0.21130E+01    0.31480E-04    0.21130E+01    0.46255E-01   -0.24832E-07    0.31480E-04   -0.24832E-07    0.97629E-10
