# L    TT    EE    TE    PP    TP
2 1.01882E+03 1.17085E-06 2.58248E-02 9.59078E+05 2.89875E+04
3 9.72765E+02 5.53013E-06 5.89126E-02 1.47662E+06 3.41182E+04
4 9.32133E+02 1.59206E-05 1.00729E-01 1.93701E+06 3.64322E+04
5 9.03467E+02 3.59037E-05 1.50434E-01 2.34350E+06 3.72982E+04
6 8.84872E+02 6.96973E-05 2.07354E-01 2.70214E+06 3.73792E+04
7 8.73939E+02 1.22129E-04 2.70816E-01 3.01988E+06 3.70150E+04
8 8.68344E+02 1.98539E-04 3.39994E-01 3.30250E+06 3.63918E+04
9 8.66794E+02 3.04872E-04 4.14329E-01 3.55516E+06 3.56153E+04
10 8.68602E+02 4.47248E-04 4.92985E-01 3.78122E+06 3.47484E+04
11 8.72734E+02 6.32711E-04 5.75378E-01 3.98489E+06 3.38522E+04
12 8.79363E+02 8.68258E-04 6.61325E-01 4.16705E+06 3.29303E+04
13 8.87455E+02 1.16129E-03 7.49245E-01 4.33216E+06 3.20350E+04
14 8.96752E+02 1.51906E-03 8.38739E-01 4.48032E+06 3.11405E+04
15 9.07168E+02 1.95027E-03 9.29034E-01 4.61470E+06 3.02711E+04
16 9.18876E+02 2.46342E-03 1.02046E+00 4.73608E+06 2.94163E+04
17 9.31358E+02 3.06731E-03 1.11145E+00 4.84497E+06 2.85907E+04
18 9.44271E+02 3.76865E-03 1.20098E+00 4.94380E+06 2.77953E+04
19 9.58647E+02 4.58078E-03 1.28999E+00 5.03307E+06 2.70360E+04
20 9.73368E+02 5.50792E-03 1.37685E+00 5.11304E+06 2.62939E+04
21 9.88605E+02 6.56048E-03 1.46078E+00 5.18484E+06 2.55829E+04
22 1.00427E+03 7.74795E-03 1.54153E+00 5.24958E+06 2.48994E+04
23 1.02037E+03 9.07943E-03 1.61832E+00 5.30751E+06 2.42417E+04
24 1.03690E+03 1.05635E-02 1.69012E+00 5.35873E+06 2.36141E+04
25 1.05377E+03 1.22104E-02 1.75692E+00 5.40453E+06 2.30106E+04
26 1.07107E+03 1.40285E-02 1.81864E+00 5.44499E+06 2.24261E+04
27 1.08864E+03 1.60265E-02 1.87442E+00 5.48037E+06 2.18648E+04
28 1.10654E+03 1.82140E-02 1.92306E+00 5.51128E+06 2.13268E+04
29 1.12479E+03 2.05994E-02 1.96413E+00 5.53788E+06 2.08129E+04
30 1.14330E+03 2.31906E-02 1.99839E+00 5.56069E+06 2.03136E+04
31 1.16207E+03 2.59969E-02 2.02464E+00 5.57946E+06 1.98324E+04
32 1.18109E+03 2.90271E-02 2.04220E+00 5.59512E+06 1.93701E+04
33 1.20038E+03 3.22889E-02 2.04969E+00 5.60769E+06 1.89285E+04
34 1.21992E+03 3.57883E-02 2.04857E+00 5.61716E+06 1.84998E+04
35 1.23972E+03 3.95347E-02 2.03799E+00 5.62388E+06 1.80857E+04
36 1.25960E+03 4.35360E-02 2.01690E+00 5.62809E+06 1.76863E+04
37 1.27983E+03 4.77989E-02 1.98453E+00 5.63007E+06 1.73032E+04
38 1.30023E+03 5.23305E-02 1.94166E+00 5.62964E+06 1.69330E+04
39 1.32089E+03 5.71340E-02 1.88760E+00 5.62723E+06 1.65740E+04
40 1.34173E+03 6.22148E-02 1.82148E+00 5.62284E+06 1.62288E+04
41 1.36282E+03 6.75840E-02 1.74237E+00 5.61664E+06 1.58965E+04
42 1.38408E+03 7.32458E-02 1.65138E+00 5.60890E+06 1.55754E+04
43 1.40552E+03 7.92038E-02 1.54902E+00 5.59951E+06 1.52629E+04
44 1.42704E+03 8.54579E-02 1.43367E+00 5.58867E+06 1.49599E+04
45 1.44899E+03 9.20167E-02 1.30376E+00 5.57636E+06 1.46690E+04
46 1.47111E+03 9.88863E-02 1.16043E+00 5.56284E+06 1.43875E+04
47 1.49332E+03 1.06066E-01 1.00505E+00 5.54812E+06 1.41128E+04
48 1.51571E+03 1.13564E-01 8.35743E-01 5.53237E+06 1.38468E+04
49 1.53835E+03 1.21372E-01 6.51167E-01 5.51549E+06 1.35912E+04
50 1.56133E+03 1.29507E-01 4.52413E-01 5.49759E+06 1.33432E+04
51 1.58432E+03 1.37961E-01 2.40790E-01 5.47891E+06 1.31013E+04
52 1.60765E+03 1.46724E-01 1.48093E-02 5.45945E+06 1.28672E+04
53 1.63132E+03 1.55823E-01 -2.27128E-01 5.43914E+06 1.26408E+04
54 1.65499E+03 1.65224E-01 -4.83688E-01 5.41813E+06 1.24221E+04
55 1.67884E+03 1.74960E-01 -7.53566E-01 5.39635E+06 1.22078E+04
56 1.70303E+03 1.85006E-01 -1.03810E+00 5.37406E+06 1.19994E+04
57 1.72748E+03 1.95379E-01 -1.33863E+00 5.35116E+06 1.17980E+04
58 1.75218E+03 2.06063E-01 -1.65422E+00 5.32783E+06 1.16035E+04
59 1.77698E+03 2.17073E-01 -1.98341E+00 5.30390E+06 1.14123E+04
60 1.80194E+03 2.28367E-01 -2.32560E+00 5.27953E+06 1.12255E+04
61 1.82742E+03 2.39955E-01 -2.68061E+00 5.25474E+06 1.10448E+04
62 1.85299E+03 2.51843E-01 -3.04975E+00 5.22960E+06 1.08691E+04
63 1.87864E+03 2.64007E-01 -3.43429E+00 5.20412E+06 1.06996E+04
64 1.90481E+03 2.76498E-01 -3.83571E+00 5.17830E+06 1.05334E+04
65 1.93107E+03 2.89325E-01 -4.25503E+00 5.15221E+06 1.03724E+04
66 1.95758E+03 3.02444E-01 -4.69105E+00 5.12587E+06 1.02158E+04
67 1.98418E+03 3.15839E-01 -5.14162E+00 5.09927E+06 1.00634E+04
68 2.01130E+03 3.29526E-01 -5.60545E+00 5.07250E+06 9.91446E+03
69 2.03850E+03 3.43455E-01 -6.07996E+00 5.04547E+06 9.76897E+03
70 2.06614E+03 3.57616E-01 -6.56548E+00 5.01835E+06 9.62779E+03
71 2.09394E+03 3.72001E-01 -7.06314E+00 4.99106E+06 9.48920E+03
72 2.12201E+03 3.86584E-01 -7.57380E+00 4.96369E+06 9.35404E+03
73 2.15024E+03 4.01356E-01 -8.09823E+00 4.93614E+06 9.22233E+03
74 2.17874E+03 4.16318E-01 -8.63523E+00 4.90851E+06 9.09406E+03
75 2.20749E+03 4.31486E-01 -9.18532E+00 4.88079E+06 8.96838E+03
76 2.23641E+03 4.46887E-01 -9.74659E+00 4.85307E+06 8.84528E+03
77 2.26568E+03 4.62503E-01 -1.03191E+01 4.82526E+06 8.72562E+03
78 2.29521E+03 4.78334E-01 -1.09053E+01 4.79745E+06 8.60803E+03
79 2.32500E+03 4.94328E-01 -1.15010E+01 4.76956E+06 8.49345E+03
80 2.35504E+03 5.10478E-01 -1.21062E+01 4.74167E+06 8.38154E+03
81 2.38543E+03 5.26731E-01 -1.27234E+01 4.71387E+06 8.27221E+03
82 2.41607E+03 5.43113E-01 -1.33493E+01 4.68597E+06 8.16538E+03
83 2.44698E+03 5.59581E-01 -1.39863E+01 4.65817E+06 8.06104E+03
84 2.47823E+03 5.76144E-01 -1.46319E+01 4.63045E+06 7.95894E+03
85 2.50956E+03 5.92784E-01 -1.52862E+01 4.60273E+06 7.85917E+03
86 2.54124E+03 6.09493E-01 -1.59490E+01 4.57501E+06 7.76155E+03
87 2.57335E+03 6.26254E-01 -1.66205E+01 4.54746E+06 7.66599E+03
88 2.60546E+03 6.43067E-01 -1.72980E+01 4.51992E+06 7.57250E+03
89 2.63800E+03 6.59914E-01 -1.79841E+01 4.49245E+06 7.48091E+03
90 2.67071E+03 6.76769E-01 -1.86754E+01 4.46508E+06 7.39112E+03
91 2.70369E+03 6.93616E-01 -1.93735E+01 4.43779E+06 7.30314E+03
92 2.73691E+03 7.10437E-01 -2.00760E+01 4.41059E+06 7.21689E+03
93 2.77049E+03 7.27224E-01 -2.07836E+01 4.38356E+06 7.13226E+03
94 2.80423E+03 7.43942E-01 -2.14947E+01 4.35661E+06 7.04936E+03
95 2.83815E+03 7.60599E-01 -2.22109E+01 4.32975E+06 6.96801E+03
96 2.87224E+03 7.77162E-01 -2.29306E+01 4.30298E+06 6.88821E+03
97 2.90667E+03 7.93622E-01 -2.36528E+01 4.27638E+06 6.80987E+03
98 2.94137E+03 8.09978E-01 -2.43760E+01 4.24995E+06 6.73300E+03
