# L    TT    EE    BB    TE
2 7.60985E+02 2.03457E-06 1.12078E-06 2.00395E-02
3 7.29860E+02 6.56190E-06 2.24192E-06 4.56232E-02
4 7.01597E+02 1.61814E-05 3.73730E-06 7.79761E-02
5 6.81664E+02 3.36826E-05 5.60736E-06 1.16462E-01
6 6.68931E+02 6.23715E-05 7.85256E-06 1.60566E-01
7 6.61658E+02 1.06035E-04 1.04741E-05 2.09764E-01
8 6.58131E+02 1.68851E-04 1.34718E-05 2.63429E-01
9 6.57630E+02 2.55491E-04 1.68468E-05 3.21122E-01
10 6.59434E+02 3.70749E-04 2.06000E-05 3.82188E-01
11 6.62971E+02 5.20159E-04 2.47315E-05 4.46188E-01
12 6.68339E+02 7.09189E-04 2.92440E-05 5.12959E-01
13 6.74719E+02 9.43689E-04 3.41374E-05 5.81289E-01
14 6.82001E+02 1.22924E-03 3.94128E-05 6.50849E-01
15 6.90040E+02 1.57275E-03 4.50709E-05 7.21047E-01
16 6.99054E+02 1.98089E-03 5.11127E-05 7.92129E-01
17 7.08633E+02 2.46039E-03 5.75401E-05 8.62901E-01
18 7.18458E+02 3.01682E-03 6.43530E-05 9.32570E-01
19 7.29459E+02 3.66037E-03 7.15542E-05 1.00175E+00
20 7.40660E+02 4.39444E-03 7.91427E-05 1.06937E+00
21 7.52226E+02 5.22711E-03 8.71204E-05 1.13472E+00
22 7.64120E+02 6.16588E-03 9.54900E-05 1.19752E+00
23 7.76334E+02 7.21803E-03 1.04249E-04 1.25731E+00
24 7.88866E+02 8.39003E-03 1.13399E-04 1.31318E+00
25 8.01689E+02 9.68936E-03 1.22942E-04 1.36513E+00
26 8.14787E+02 1.11230E-02 1.32877E-04 1.41326E+00
27 8.28139E+02 1.26989E-02 1.43212E-04 1.45664E+00
28 8.41674E+02 1.44233E-02 1.53940E-04 1.49455E+00
29 8.55536E+02 1.63017E-02 1.65059E-04 1.52645E+00
30 8.69554E+02 1.83433E-02 1.76579E-04 1.55316E+00
31 8.83745E+02 2.05526E-02 1.88492E-04 1.57367E+00
32 8.98164E+02 2.29369E-02 2.00805E-04 1.58734E+00
33 9.12792E+02 2.55035E-02 2.13520E-04 1.59326E+00
34 9.27557E+02 2.82560E-02 2.26626E-04 1.59235E+00
35 9.42505E+02 3.12017E-02 2.40133E-04 1.58424E+00
36 9.57634E+02 3.43471E-02 2.54041E-04 1.56792E+00
37 9.72946E+02 3.76974E-02 2.68351E-04 1.54286E+00
38 9.88440E+02 4.12584E-02 2.83052E-04 1.50959E+00
39 1.00412E+03 4.50308E-02 2.98164E-04 1.46758E+00
40 1.01979E+03 4.90201E-02 3.13667E-04 1.41617E+00
41 1.03583E+03 5.32345E-02 3.29571E-04 1.35474E+00
42 1.05197E+03 5.76777E-02 3.45877E-04 1.28411E+00
43 1.06819E+03 6.23542E-02 3.62583E-04 1.20472E+00
44 1.08450E+03 6.72586E-02 3.79691E-04 1.11513E+00
45 1.10109E+03 7.24009E-02 3.97199E-04 1.01423E+00
46 1.11786E+03 7.77901E-02 4.15099E-04 9.03049E-01
47 1.13472E+03 8.34182E-02 4.33401E-04 7.82340E-01
48 1.15168E+03 8.92896E-02 4.52103E-04 6.50894E-01
49 1.16890E+03 9.54080E-02 4.71207E-04 5.07709E-01
50 1.18631E+03 1.01779E-01 4.90711E-04 3.53514E-01
51 1.20372E+03 1.08405E-01 5.10608E-04 1.89239E-01
52 1.22140E+03 1.15259E-01 5.30905E-04 1.38527E-02
53 1.23936E+03 1.22377E-01 5.51604E-04 -1.73772E-01
