#           k/h    P           
    0.10000E-03    0.25423E+00
    0.10202E-03    0.25921E+00
    0.10408E-03    0.26429E+00
    0.10618E-03    0.26947E+00
    0.10833E-03    0.27475E+00
    0.11052E-03    0.28013E+00
    0.11275E-03    0.28561E+00
    0.11503E-03    0.29121E+00
    0.11735E-03    0.29691E+00
    0.11972E-03    0.30273E+00
    0.12214E-03    0.30865E+00
    0.12461E-03    0.31470E+00
    0.12712E-03    0.32086E+00
    0.12969E-03    0.32715E+00
    0.13231E-03    0.33355E+00
    0.13499E-03    0.34009E+00
    0.13771E-03    0.34675E+00
    0.14049E-03    0.35354E+00
    0.14333E-03    0.36046E+00
    0.14623E-03    0.36752E+00
    0.14918E-03    0.37472E+00
    0.15220E-03    0.38206E+00
    0.15527E-03    0.38954E+00
    0.15841E-03    0.39716E+00
    0.16161E-03    0.40494E+00
    0.16487E-03    0.41287E+00
    0.16820E-03    0.42096E+00
    0.17160E-03    0.42920E+00
    0.17507E-03    0.43760E+00
    0.17860E-03    0.44617E+00
    0.18221E-03    0.45491E+00
    0.18589E-03    0.46381E+00
    0.18965E-03    0.47290E+00
    0.19348E-03    0.48215E+00
    0.19739E-03    0.49159E+00
    0.20138E-03    0.50122E+00
    0.20544E-03    0.51103E+00
    0.20959E-03    0.52104E+00
    0.21383E-03    0.53124E+00
    0.21815E-03    0.54163E+00
    0.22255E-03    0.55224E+00
    0.22705E-03    0.56305E+00
    0.23164E-03    0.57407E+00
    0.23632E-03    0.58530E+00
    0.24109E-03    0.59676E+00
    0.24596E-03    0.60844E+00
    0.25093E-03    0.62035E+00
    0.25600E-03    0.63249E+00
    0.26117E-03    0.64487E+00
    0.26645E-03    0.65749E+00
    0.27183E-03    0.67035E+00
    0.27732E-03    0.68347E+00
    0.28292E-03    0.69684E+00
    0.28864E-03    0.71048E+00
    0.29447E-03    0.72438E+00
    0.30042E-03    0.73855E+00
    0.30649E-03    0.75300E+00
    0.31268E-03    0.76773E+00
    0.31899E-03    0.78275E+00
    0.32544E-03    0.79806E+00
    0.33201E-03    0.81366E+00
    0.33872E-03    0.82958E+00
    0.34556E-03    0.84580E+00
    0.35254E-03    0.86234E+00
    0.35966E-03    0.87920E+00
    0.36693E-03    0.89639E+00
    0.37434E-03    0.91391E+00
    0.38190E-03    0.93178E+00
    0.38962E-03    0.94999E+00
    0.39749E-03    0.96856E+00
    0.40552E-03    0.98749E+00
    0.41371E-03    0.10068E+01
    0.42207E-03    0.10265E+01
    0.43060E-03    0.10465E+01
    0.43929E-03    0.10670E+01
    0.44817E-03    0.10878E+01
    0.45722E-03    0.11090E+01
    0.46646E-03    0.11307E+01
    0.47588E-03    0.11528E+01
    0.48550E-03    0.11753E+01
    0.49530E-03    0.11982E+01
    0.50531E-03    0.12216E+01
    0.51552E-03    0.12454E+01
    0.52593E-03    0.12697E+01
    0.53656E-03    0.12945E+01
    0.54739E-03    0.13198E+01
    0.55845E-03    0.13455E+01
    0.56973E-03    0.13717E+01
    0.58124E-03    0.13985E+01
    0.59299E-03    0.14257E+01
    0.60496E-03    0.14535E+01
    0.61719E-03    0.14818E+01
    0.62965E-03    0.15107E+01
    0.64237E-03    0.15401E+01
    0.65535E-03    0.15701E+01
