#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.92783E+03    0.20687E-01    0.11859E-02    0.20687E-01    0.94705E-06   -0.13560E-07    0.11859E-02   -0.13560E-07    0.57778E-08
     3    0.86700E+03    0.47642E-01    0.81530E-03    0.47642E-01    0.44606E-05   -0.16336E-07    0.81530E-03   -0.16336E-07    0.35067E-08
     4    0.81838E+03    0.81651E-01    0.60554E-03    0.81651E-01    0.12816E-04   -0.17783E-07    0.60554E-03   -0.17783E-07    0.24193E-08
     5    0.78458E+03    0.12198E+00    0.47185E-03    0.12198E+00    0.28855E-04   -0.18687E-07    0.47185E-03   -0.18687E-07    0.17932E-08
     6    0.76232E+03    0.16805E+00    0.38013E-03    0.16805E+00    0.55941E-04   -0.19270E-07    0.38013E-03   -0.19270E-07    0.13917E-08
     7    0.74840E+03    0.21929E+00    0.31388E-03    0.21929E+00    0.97913E-04   -0.19666E-07    0.31388E-03   -0.19666E-07    0.11160E-08
     8    0.74025E+03    0.27503E+00    0.26414E-03    0.27503E+00    0.15901E-03   -0.19964E-07    0.26414E-03   -0.19964E-07    0.91708E-09
     9    0.73655E+03    0.33476E+00    0.22567E-03    0.33476E+00    0.24396E-03   -0.20210E-07    0.22567E-03   -0.20210E-07    0.76812E-09
    10    0.73628E+03    0.39784E+00    0.19518E-03    0.39784E+00    0.35761E-03   -0.20388E-07    0.19518E-03   -0.20388E-07    0.65318E-09
    11    0.73855E+03    0.46373E+00    0.17063E-03    0.46373E+00    0.50554E-03   -0.20506E-07    0.17063E-03   -0.20506E-07    0.56255E-09
    12    0.74331E+03    0.53229E+00    0.15045E-03    0.53229E+00    0.69331E-03   -0.20549E-07    0.15045E-03   -0.20549E-07    0.48947E-09
    13    0.74965E+03    0.60222E+00    0.13377E-03    0.60222E+00    0.92675E-03   -0.20571E-07    0.13377E-03   -0.20571E-07    0.42981E-09
    14    0.75735E+03    0.67320E+00    0.11970E-03    0.67320E+00    0.12116E-02   -0.20572E-07    0.11970E-03   -0.20572E-07    0.38026E-09
    15    0.76617E+03    0.74458E+00    0.10776E-03    0.74458E+00    0.15548E-02   -0.20576E-07    0.10776E-03   -0.20576E-07    0.33874E-09
    16    0.77630E+03    0.81661E+00    0.97500E-04    0.81661E+00    0.19630E-02   -0.20571E-07    0.97500E-04   -0.20571E-07    0.30355E-09
    17    0.78725E+03    0.88795E+00    0.88636E-04    0.88795E+00    0.24432E-02   -0.20550E-07    0.88636E-04   -0.20550E-07    0.27340E-09
    18    0.79867E+03    0.95782E+00    0.80928E-04    0.95782E+00    0.30007E-02   -0.20514E-07    0.80928E-04   -0.20514E-07    0.24743E-09
    19    0.81160E+03    0.10270E+01    0.74196E-04    0.10270E+01    0.36460E-02   -0.20476E-07    0.74196E-04   -0.20476E-07    0.22487E-09
    20    0.82489E+03    0.10941E+01    0.68239E-04    0.10941E+01    0.43826E-02   -0.20416E-07    0.68239E-04   -0.20416E-07    0.20514E-09
    21    0.83873E+03    0.11586E+01    0.62967E-04    0.11586E+01    0.52187E-02   -0.20346E-07    0.62967E-04   -0.20346E-07    0.18779E-09
    22    0.85306E+03    0.12202E+01    0.58277E-04    0.12202E+01    0.61617E-02   -0.20273E-07    0.58277E-04   -0.20273E-07    0.17246E-09
    23    0.86785E+03    0.12781E+01    0.54086E-04    0.12781E+01    0.72191E-02   -0.20199E-07    0.54086E-04   -0.20199E-07    0.15885E-09
    24    0.88315E+03    0.13317E+01    0.50329E-04    0.13317E+01    0.83973E-02   -0.20113E-07    0.50329E-04   -0.20113E-07    0.14669E-09
    25    0.89887E+03    0.13810E+01    0.46944E-04    0.13810E+01    0.97041E-02   -0.20024E-07    0.46944E-04   -0.20024E-07    0.13581E-09
    26    0.91497E+03    0.14259E+01    0.43878E-04    0.14259E+01    0.11147E-01   -0.19930E-07    0.43878E-04   -0.19930E-07    0.12603E-09
    27    0.93146E+03    0.14655E+01    0.41097E-04    0.14655E+01    0.12732E-01   -0.19835E-07    0.41097E-04   -0.19835E-07    0.11719E-09
    28    0.94823E+03    0.14989E+01    0.38570E-04    0.14989E+01    0.14468E-01   -0.19737E-07    0.38570E-04   -0.19737E-07    0.10920E-09
    29    0.96548E+03    0.15259E+01    0.36268E-04    0.15259E+01    0.16361E-01   -0.19635E-07    0.36268E-04   -0.19635E-07    0.10194E-09
    30    0.98294E+03    0.15471E+01    0.34156E-04    0.15471E+01    0.18417E-01   -0.19530E-07    0.34156E-04   -0.19530E-07    0.95337E-10
    31    0.10007E+04    0.15614E+01    0.32216E-04    0.15614E+01    0.20644E-01   -0.19422E-07    0.32216E-04   -0.19422E-07    0.89301E-10
    32    0.10187E+04    0.15682E+01    0.30436E-04    0.15682E+01    0.23048E-01   -0.19314E-07    0.30436E-04   -0.19314E-07    0.83780E-10
    33    0.10371E+04    0.15665E+01    0.28802E-04    0.15665E+01    0.25636E-01   -0.19206E-07    0.28802E-04   -0.19206E-07    0.78716E-10
    34    0.10557E+04    0.15576E+01    0.27287E-04    0.15576E+01    0.28413E-01   -0.19093E-07    0.27287E-04   -0.19093E-07    0.74060E-10
    35    0.10745E+04    0.15407E+01    0.25884E-04    0.15407E+01    0.31386E-01   -0.18978E-07    0.25884E-04   -0.18978E-07    0.69770E-10
    36    0.10936E+04    0.15147E+01    0.24585E-04    0.15147E+01    0.34561E-01   -0.18865E-07    0.24585E-04   -0.18865E-07    0.65811E-10
    37    0.11130E+04    0.14791E+01    0.23382E-04    0.14791E+01    0.37944E-01   -0.18751E-07    0.23382E-04   -0.18751E-07    0.62151E-10
    38    0.11326E+04    0.14348E+01    0.22260E-04    0.14348E+01    0.41541E-01   -0.18635E-07    0.22260E-04   -0.18635E-07    0.58759E-10
    39    0.11524E+04    0.13812E+01    0.21214E-04    0.13812E+01    0.45354E-01   -0.18516E-07    0.21214E-04   -0.18516E-07    0.55612E-10
    40    0.11724E+04    0.13174E+01    0.20239E-04    0.13174E+01    0.49387E-01   -0.18398E-07    0.20239E-04   -0.18398E-07    0.52688E-10
    41    0.11927E+04    0.12427E+01    0.19330E-04    0.12427E+01    0.53650E-01   -0.18280E-07    0.19330E-04   -0.18280E-07    0.49967E-10
    42    0.12132E+04    0.11579E+01    0.18479E-04    0.11579E+01    0.58146E-01   -0.18162E-07    0.18479E-04   -0.18162E-07    0.47430E-10
    43    0.12338E+04    0.10636E+01    0.17678E-04    0.10636E+01    0.62879E-01   -0.18042E-07    0.17678E-04   -0.18042E-07    0.45062E-10
    44    0.12546E+04    0.95831E+00    0.16927E-04    0.95831E+00    0.67846E-01   -0.17922E-07    0.16927E-04   -0.17922E-07    0.42850E-10
    45    0.12757E+04    0.84084E+00    0.16224E-04    0.84084E+00    0.73055E-01   -0.17802E-07    0.16224E-04   -0.17802E-07    0.40779E-10
    46    0.12971E+04    0.71221E+00    0.15562E-04    0.71221E+00    0.78518E-01   -0.17682E-07    0.15562E-04   -0.17682E-07    0.38838E-10
    47    0.13186E+04    0.57350E+00    0.14937E-04    0.57350E+00    0.84225E-01   -0.17560E-07    0.14937E-04   -0.17560E-07    0.37019E-10
    48    0.13401E+04    0.42311E+00    0.14347E-04    0.42311E+00    0.90183E-01   -0.17439E-07    0.14347E-04   -0.17439E-07    0.35310E-10
    49    0.13621E+04    0.25976E+00    0.13793E-04    0.25976E+00    0.96388E-01   -0.17318E-07    0.13793E-04   -0.17318E-07    0.33704E-10
    50    0.13843E+04    0.84583E-01    0.13270E-04    0.84583E-01    0.10286E+00   -0.17197E-07    0.13270E-04   -0.17197E-07    0.32193E-10
    51    0.14064E+04   -0.10113E+00    0.12773E-04   -0.10113E+00    0.10959E+00   -0.17075E-07    0.12773E-04   -0.17075E-07    0.30770E-10
    52    0.14290E+04   -0.29885E+00    0.12302E-04   -0.29885E+00    0.11656E+00   -0.16953E-07    0.12302E-04   -0.16953E-07    0.29428E-10
    53    0.14518E+04   -0.51014E+00    0.11858E-04   -0.51014E+00    0.12380E+00   -0.16833E-07    0.11858E-04   -0.16833E-07    0.28162E-10
    54    0.14748E+04   -0.73369E+00    0.11437E-04   -0.73369E+00    0.13129E+00   -0.16712E-07    0.11437E-04   -0.16712E-07    0.26967E-10
    55    0.14977E+04   -0.96821E+00    0.11036E-04   -0.96821E+00    0.13904E+00   -0.16590E-07    0.11036E-04   -0.16590E-07    0.25836E-10
    56    0.15211E+04   -0.12149E+01    0.10655E-04   -0.12149E+01    0.14705E+00   -0.16468E-07    0.10655E-04   -0.16468E-07    0.24767E-10
    57    0.15447E+04   -0.14751E+01    0.10294E-04   -0.14751E+01    0.15531E+00   -0.16347E-07    0.10294E-04   -0.16347E-07    0.23755E-10
    58    0.15685E+04   -0.17481E+01    0.99505E-05   -0.17481E+01    0.16384E+00   -0.16226E-07    0.99505E-05   -0.16226E-07    0.22796E-10
    59    0.15924E+04   -0.20323E+01    0.96222E-05   -0.20323E+01    0.17262E+00   -0.16105E-07    0.96222E-05   -0.16105E-07    0.21887E-10
    60    0.16164E+04   -0.23270E+01    0.93086E-05   -0.23270E+01    0.18163E+00   -0.15984E-07    0.93086E-05   -0.15984E-07    0.21024E-10
