#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.524163E+07   0.524163E+07   0.694476E+07   0.694450E+07   0.526856E+07   0.524180E+07   0.524163E+07   0.524809E+07  -0.598015E+00   0.518105E+07   0.518105E+07   0.197769E+00
   0.798228E-04   0.524156E+07   0.524156E+07   0.693374E+07   0.693342E+07   0.526752E+07   0.524173E+07   0.524156E+07   0.524801E+07  -0.598006E+00   0.518098E+07   0.518098E+07   0.220988E+00
   0.892035E-04   0.524148E+07   0.524148E+07   0.692001E+07   0.691961E+07   0.526624E+07   0.524164E+07   0.524148E+07   0.524791E+07  -0.597994E+00   0.518090E+07   0.518090E+07   0.246928E+00
   0.996866E-04   0.524138E+07   0.524138E+07   0.690290E+07   0.690239E+07   0.526463E+07   0.524153E+07   0.524138E+07   0.524779E+07  -0.597979E+00   0.518079E+07   0.518079E+07   0.275905E+00
   0.111402E-03   0.524126E+07   0.524126E+07   0.688158E+07   0.688096E+07   0.526262E+07   0.524139E+07   0.524126E+07   0.524763E+07  -0.597961E+00   0.518067E+07   0.518067E+07   0.308269E+00
   0.124493E-03   0.524110E+07   0.524110E+07   0.685504E+07   0.685427E+07   0.526012E+07   0.524122E+07   0.524110E+07   0.524744E+07  -0.597937E+00   0.518050E+07   0.518050E+07   0.344414E+00
   0.139124E-03   0.524091E+07   0.524090E+07   0.682204E+07   0.682108E+07   0.525700E+07   0.524101E+07   0.524091E+07   0.524719E+07  -0.597909E+00   0.518030E+07   0.518030E+07   0.384775E+00
   0.155474E-03   0.524066E+07   0.524066E+07   0.678103E+07   0.677984E+07   0.525310E+07   0.524074E+07   0.524066E+07   0.524689E+07  -0.597872E+00   0.518005E+07   0.518005E+07   0.429833E+00
   0.173745E-03   0.524036E+07   0.524036E+07   0.673015E+07   0.672867E+07   0.524826E+07   0.524041E+07   0.524036E+07   0.524651E+07  -0.597828E+00   0.517974E+07   0.517974E+07   0.480124E+00
   0.194163E-03   0.523998E+07   0.523998E+07   0.666710E+07   0.666528E+07   0.524222E+07   0.523999E+07   0.523998E+07   0.524604E+07  -0.597772E+00   0.517935E+07   0.517935E+07   0.536237E+00
   0.216981E-03   0.523951E+07   0.523950E+07   0.658914E+07   0.658690E+07   0.523471E+07   0.523948E+07   0.523951E+07   0.524545E+07  -0.597702E+00   0.517887E+07   0.517887E+07   0.598824E+00
   0.242480E-03   0.523892E+07   0.523891E+07   0.649298E+07   0.649025E+07   0.522538E+07   0.523883E+07   0.523892E+07   0.524472E+07  -0.597615E+00   0.517826E+07   0.517826E+07   0.668598E+00
   0.270976E-03   0.523819E+07   0.523818E+07   0.637475E+07   0.637141E+07   0.521379E+07   0.523803E+07   0.523818E+07   0.524381E+07  -0.597507E+00   0.517751E+07   0.517751E+07   0.746341E+00
   0.302821E-03   0.523727E+07   0.523726E+07   0.622994E+07   0.622590E+07   0.519941E+07   0.523703E+07   0.523727E+07   0.524268E+07  -0.597373E+00   0.517657E+07   0.517657E+07   0.832899E+00
   0.338408E-03   0.523614E+07   0.523612E+07   0.605345E+07   0.604859E+07   0.518163E+07   0.523579E+07   0.523613E+07   0.524127E+07  -0.597206E+00   0.517540E+07   0.517540E+07   0.929188E+00
   0.378178E-03   0.523472E+07   0.523470E+07   0.583966E+07   0.583388E+07   0.515966E+07   0.523424E+07   0.523472E+07   0.523954E+07  -0.597000E+00   0.517394E+07   0.517394E+07   0.103619E+01
   0.422621E-03   0.523296E+07   0.523294E+07   0.558272E+07   0.557592E+07   0.513261E+07   0.523232E+07   0.523296E+07   0.523738E+07  -0.596744E+00   0.517214E+07   0.517213E+07   0.115494E+01
   0.472287E-03   0.523079E+07   0.523076E+07   0.527691E+07   0.526905E+07   0.509944E+07   0.522995E+07   0.523078E+07   0.523473E+07  -0.596429E+00   0.516989E+07   0.516989E+07   0.128652E+01
   0.527790E-03   0.522809E+07   0.522805E+07   0.491743E+07   0.490855E+07   0.505894E+07   0.522701E+07   0.522808E+07   0.523146E+07  -0.596041E+00   0.516712E+07   0.516711E+07   0.143206E+01
   0.589815E-03   0.522475E+07   0.522471E+07   0.450147E+07   0.449171E+07   0.500966E+07   0.522338E+07   0.522474E+07   0.522746E+07  -0.595564E+00   0.516368E+07   0.516368E+07   0.159267E+01
   0.659130E-03   0.522064E+07   0.522058E+07   0.402976E+07   0.401943E+07   0.495017E+07   0.521891E+07   0.522063E+07   0.522256E+07  -0.594982E+00   0.515944E+07   0.515943E+07   0.176948E+01
   0.736590E-03   0.521558E+07   0.521551E+07   0.350843E+07   0.349806E+07   0.487892E+07   0.521343E+07   0.521557E+07   0.521661E+07  -0.594274E+00   0.515422E+07   0.515421E+07   0.196355E+01
   0.823153E-03   0.520938E+07   0.520929E+07   0.295119E+07   0.294154E+07   0.479442E+07   0.520673E+07   0.520937E+07   0.520940E+07  -0.593418E+00   0.514782E+07   0.514781E+07   0.217593E+01
   0.919889E-03   0.520181E+07   0.520170E+07   0.238101E+07   0.237304E+07   0.469563E+07   0.519858E+07   0.520180E+07   0.520073E+07  -0.592388E+00   0.514000E+07   0.514000E+07   0.240756E+01
   0.102799E-02   0.519262E+07   0.519249E+07   0.183037E+07   0.182510E+07   0.458146E+07   0.518871E+07   0.519260E+07   0.519037E+07  -0.591158E+00   0.513051E+07   0.513050E+07   0.265939E+01
   0.114880E-02   0.518151E+07   0.518134E+07   0.133861E+07   0.133680E+07   0.445198E+07   0.517684E+07   0.518148E+07   0.517806E+07  -0.589700E+00   0.511903E+07   0.511902E+07   0.293240E+01
   0.128381E-02   0.516817E+07   0.516796E+07   0.944515E+06   0.946222E+06   0.430810E+07   0.516267E+07   0.516814E+07   0.516352E+07  -0.587985E+00   0.510526E+07   0.510525E+07   0.322773E+01
   0.143468E-02   0.515226E+07   0.515200E+07   0.673927E+06   0.678099E+06   0.415192E+07   0.514585E+07   0.515222E+07   0.514646E+07  -0.585983E+00   0.508886E+07   0.508885E+07   0.354686E+01
   0.160328E-02   0.513341E+07   0.513309E+07   0.525156E+06   0.529568E+06   0.398659E+07   0.512606E+07   0.513336E+07   0.512654E+07  -0.583658E+00   0.506948E+07   0.506946E+07   0.389173E+01
   0.179170E-02   0.511125E+07   0.511084E+07   0.460819E+06   0.462892E+06   0.381580E+07   0.510294E+07   0.511118E+07   0.510336E+07  -0.580972E+00   0.504677E+07   0.504675E+07   0.426482E+01
   0.200226E-02   0.508537E+07   0.508487E+07   0.418794E+06   0.417356E+06   0.364296E+07   0.507611E+07   0.508529E+07   0.507649E+07  -0.577879E+00   0.502037E+07   0.502035E+07   0.466899E+01
   0.223756E-02   0.505536E+07   0.505473E+07   0.348235E+06   0.345094E+06   0.347008E+07   0.504517E+07   0.505526E+07   0.504549E+07  -0.574328E+00   0.498992E+07   0.498989E+07   0.510719E+01
