#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.14615E+04    0.15714E-05    0.00000E+00    0.33959E-01    0.56429E-07    0.45591E-02   -0.54230E-07
     3    0.13715E+04    0.74102E-05    0.00000E+00    0.78058E-01    0.68408E-07    0.44362E-02   -0.92370E-07
     4    0.12982E+04    0.21307E-04    0.00000E+00    0.13374E+00    0.78568E-07    0.42522E-02   -0.12982E-06
     5    0.12472E+04    0.48002E-04    0.00000E+00    0.19982E+00    0.87255E-07    0.40539E-02   -0.16710E-06
     6    0.12137E+04    0.93102E-04    0.00000E+00    0.27537E+00    0.94705E-07    0.38585E-02   -0.20392E-06
     7    0.11930E+04    0.16302E-03    0.00000E+00    0.35947E+00    0.10114E-06    0.36721E-02   -0.24036E-06
     8    0.11811E+04    0.26482E-03    0.00000E+00    0.45102E+00    0.10674E-06    0.34969E-02   -0.27673E-06
     9    0.11761E+04    0.40640E-03    0.00000E+00    0.54920E+00    0.11162E-06    0.33328E-02   -0.31329E-06
    10    0.11763E+04    0.59586E-03    0.00000E+00    0.65293E+00    0.11588E-06    0.31792E-02   -0.34948E-06
    11    0.11804E+04    0.84250E-03    0.00000E+00    0.76137E+00    0.11962E-06    0.30373E-02   -0.38513E-06
    12    0.11884E+04    0.11556E-02    0.00000E+00    0.87425E+00    0.12285E-06    0.29042E-02   -0.41967E-06
    13    0.11988E+04    0.15449E-02    0.00000E+00    0.98945E+00    0.12571E-06    0.27824E-02   -0.45386E-06
    14    0.12113E+04    0.20200E-02    0.00000E+00    0.11064E+01    0.12817E-06    0.26679E-02   -0.48765E-06
    15    0.12255E+04    0.25923E-02    0.00000E+00    0.12241E+01    0.13033E-06    0.25616E-02   -0.52152E-06
    16    0.12417E+04    0.32732E-02    0.00000E+00    0.13429E+01    0.13220E-06    0.24615E-02   -0.55518E-06
    17    0.12592E+04    0.40742E-02    0.00000E+00    0.14606E+01    0.13379E-06    0.23681E-02   -0.58839E-06
    18    0.12774E+04    0.50041E-02    0.00000E+00    0.15760E+01    0.13516E-06    0.22808E-02   -0.62107E-06
