#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.10068E+04    0.27098E-01    0.12217E-02    0.27098E-01    0.12280E-05   -0.17259E-07    0.12217E-02   -0.17259E-07    0.82438E-08
     3    0.97003E+03    0.61566E-01    0.85657E-03    0.61566E-01    0.58072E-05   -0.20732E-07    0.85657E-03   -0.20732E-07    0.50131E-08
     4    0.93545E+03    0.10516E+00    0.64516E-03    0.10516E+00    0.16733E-04   -0.22551E-07    0.64516E-03   -0.22551E-07    0.34679E-08
     5    0.91096E+03    0.15705E+00    0.50841E-03    0.15705E+00    0.37760E-04   -0.23696E-07    0.50841E-03   -0.23696E-07    0.25783E-08
     6    0.89544E+03    0.21653E+00    0.41353E-03    0.21653E+00    0.73342E-04   -0.24441E-07    0.41353E-03   -0.24441E-07    0.20075E-08
     7    0.88677E+03    0.28291E+00    0.34436E-03    0.28291E+00    0.12858E-03   -0.24953E-07    0.34436E-03   -0.24953E-07    0.16152E-08
     8    0.88282E+03    0.35534E+00    0.29201E-03    0.35534E+00    0.20910E-03   -0.25344E-07    0.29201E-03   -0.25344E-07    0.13317E-08
     9    0.88272E+03    0.43323E+00    0.25119E-03    0.43323E+00    0.32120E-03   -0.25673E-07    0.25119E-03   -0.25673E-07    0.11191E-08
    10    0.88553E+03    0.51572E+00    0.21862E-03    0.51572E+00    0.47136E-03   -0.25915E-07    0.21862E-03   -0.25915E-07    0.95478E-09
    11    0.89055E+03    0.60221E+00    0.19224E-03    0.60221E+00    0.66701E-03   -0.26083E-07    0.19224E-03   -0.26083E-07    0.82500E-09
    12    0.89794E+03    0.69251E+00    0.17042E-03    0.69251E+00    0.91555E-03   -0.26154E-07    0.17042E-03   -0.26154E-07    0.72016E-09
    13    0.90659E+03    0.78496E+00    0.15230E-03    0.78496E+00    0.12248E-02   -0.26199E-07    0.15230E-03   -0.26199E-07    0.63441E-09
    14    0.91641E+03    0.87915E+00    0.13692E-03    0.87915E+00    0.16025E-02   -0.26218E-07    0.13692E-03   -0.26218E-07    0.56306E-09
    15    0.92718E+03    0.97429E+00    0.12382E-03    0.97429E+00    0.20577E-02   -0.26242E-07    0.12382E-03   -0.26242E-07    0.50315E-09
