# L    TT    EE    BB    TE
2 9.03926E+02 1.59713E-06 6.67380E-07 2.00929E-02
3 8.42490E+02 5.71497E-06 1.33507E-06 4.63238E-02
4 7.93733E+02 1.48102E-05 2.22568E-06 7.94212E-02
5 7.59894E+02 3.16747E-05 3.33966E-06 1.18664E-01
6 7.37573E+02 5.96101E-05 4.67750E-06 1.63498E-01
7 7.23577E+02 1.02384E-04 6.23964E-06 2.13369E-01
8 7.15336E+02 1.64161E-04 8.02656E-06 2.67604E-01
9 7.11505E+02 2.49575E-04 1.00395E-05 3.25725E-01
10 7.11091E+02 3.63395E-04 1.22780E-05 3.87097E-01
11 7.13181E+02 5.11074E-04 1.47430E-05 4.51185E-01
12 7.17748E+02 6.98080E-04 1.74363E-05 5.17851E-01
13 7.23862E+02 9.30104E-04 2.03581E-05 5.85825E-01
14 7.31321E+02 1.21288E-03 2.35100E-05 6.54775E-01
15 7.39894E+02 1.55294E-03 2.68912E-05 7.24083E-01
16 7.49756E+02 1.95717E-03 3.05026E-05 7.93982E-01
17 7.60437E+02 2.43212E-03 3.43469E-05 8.63143E-01
18 7.71588E+02 2.98322E-03 3.84233E-05 9.30841E-01
19 7.84212E+02 3.62060E-03 4.27336E-05 9.97691E-01
20 7.97214E+02 4.34767E-03 4.72778E-05 1.06261E+00
21 8.10768E+02 5.17234E-03 5.20577E-05 1.12476E+00
22 8.24819E+02 6.10217E-03 5.70724E-05 1.18397E+00
23 8.39341E+02 7.14433E-03 6.23246E-05 1.23959E+00
24 8.54377E+02 8.30501E-03 6.78145E-05 1.29088E+00
25 8.69847E+02 9.59202E-03 7.35419E-05 1.33793E+00
26 8.85712E+02 1.10119E-02 7.95087E-05 1.38038E+00
27 9.01974E+02 1.25727E-02 8.57140E-05 1.41767E+00
28 9.18548E+02 1.42808E-02 9.21633E-05 1.44879E+00
29 9.35629E+02 1.61417E-02 9.88483E-05 1.47347E+00
30 9.52940E+02 1.81629E-02 1.05773E-04 1.49244E+00
31 9.70527E+02 2.03516E-02 1.12946E-04 1.50450E+00
32 9.88391E+02 2.27144E-02 1.20358E-04 1.50911E+00
33 1.00672E+03 2.52577E-02 1.28010E-04 1.50524E+00
34 1.02522E+03 2.79851E-02 1.35901E-04 1.49428E+00
35 1.04401E+03 3.09040E-02 1.44041E-04 1.47531E+00
36 1.06307E+03 3.40219E-02 1.52430E-04 1.44732E+00
37 1.08241E+03 3.73423E-02 1.61058E-04 1.40984E+00
38 1.10202E+03 4.08727E-02 1.69925E-04 1.36362E+00
39 1.12191E+03 4.46130E-02 1.79041E-04 1.30828E+00
40 1.14189E+03 4.85697E-02 1.88406E-04 1.24281E+00
41 1.16233E+03 5.27501E-02 1.98010E-04 1.16647E+00
42 1.18286E+03 5.71589E-02 2.07853E-04 1.08020E+00
43 1.20368E+03 6.17998E-02 2.17945E-04 9.84432E-01
44 1.22458E+03 6.66681E-02 2.28286E-04 8.77784E-01
45 1.24585E+03 7.17730E-02 2.38866E-04 7.59139E-01
46 1.26739E+03 7.71256E-02 2.49694E-04 6.29434E-01
47 1.28913E+03 8.27158E-02 2.60763E-04 4.89730E-01
48 1.31086E+03 8.85510E-02 2.72079E-04 3.38488E-01
49 1.33305E+03 9.46310E-02 2.83635E-04 1.74474E-01
50 1.35552E+03 1.00966E-01 2.95440E-04 -1.24318E-03
51 1.37789E+03 1.07550E-01 3.07484E-04 -1.87402E-01
