#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.11929E+04    0.15485E-05    0.00000E+00    0.33935E-01    0.62109E-07    0.34417E-02   -0.52550E-07
     3    0.11574E+04    0.73323E-05    0.00000E+00    0.76854E-01    0.75445E-07    0.34263E-02   -0.89221E-07
     4    0.11217E+04    0.21146E-04    0.00000E+00    0.13118E+00    0.86899E-07    0.33369E-02   -0.12528E-06
     5    0.10963E+04    0.47749E-04    0.00000E+00    0.19592E+00    0.96825E-07    0.32220E-02   -0.16123E-06
     6    0.10806E+04    0.92793E-04    0.00000E+00    0.27019E+00    0.10546E-06    0.31003E-02   -0.19680E-06
     7    0.10724E+04    0.16274E-03    0.00000E+00    0.35316E+00    0.11305E-06    0.29792E-02   -0.23204E-06
     8    0.10694E+04    0.26476E-03    0.00000E+00    0.44377E+00    0.11974E-06    0.28619E-02   -0.26729E-06
     9    0.10706E+04    0.40684E-03    0.00000E+00    0.54132E+00    0.12569E-06    0.27494E-02   -0.30279E-06
    10    0.10751E+04    0.59719E-03    0.00000E+00    0.64468E+00    0.13097E-06    0.26423E-02   -0.33798E-06
    11    0.10820E+04    0.84527E-03    0.00000E+00    0.75316E+00    0.13570E-06    0.25420E-02   -0.37271E-06
    12    0.10916E+04    0.11605E-02    0.00000E+00    0.86649E+00    0.13989E-06    0.24465E-02   -0.40637E-06
    13    0.11026E+04    0.15527E-02    0.00000E+00    0.98262E+00    0.14367E-06    0.23585E-02   -0.43979E-06
    14    0.11149E+04    0.20318E-02    0.00000E+00    0.11010E+01    0.14703E-06    0.22748E-02   -0.47285E-06
    15    0.11281E+04    0.26093E-02    0.00000E+00    0.12207E+01    0.15006E-06    0.21964E-02   -0.50606E-06
    16    0.11429E+04    0.32968E-02    0.00000E+00    0.13420E+01    0.15276E-06    0.21218E-02   -0.53909E-06
    17    0.11584E+04    0.41059E-02    0.00000E+00    0.14631E+01    0.15516E-06    0.20515E-02   -0.57175E-06
    18    0.11742E+04    0.50459E-02    0.00000E+00    0.15825E+01    0.15731E-06    0.19853E-02   -0.60393E-06
    19    0.11918E+04    0.61344E-02    0.00000E+00    0.17014E+01    0.15923E-06    0.19233E-02   -0.63601E-06
    20    0.12096E+04    0.73771E-02    0.00000E+00    0.18177E+01    0.16092E-06    0.18641E-02   -0.66726E-06
    21    0.12279E+04    0.87880E-02    0.00000E+00    0.19304E+01    0.16242E-06    0.18082E-02   -0.69802E-06
    22    0.12467E+04    0.10380E-01    0.00000E+00    0.20391E+01    0.16374E-06    0.17552E-02   -0.72849E-06
    23    0.12659E+04    0.12165E-01    0.00000E+00    0.21432E+01    0.16490E-06    0.17049E-02   -0.75871E-06
    24    0.12855E+04    0.14155E-01    0.00000E+00    0.22405E+01    0.16589E-06    0.16574E-02   -0.78832E-06
    25    0.13056E+04    0.16362E-01    0.00000E+00    0.23316E+01    0.16675E-06    0.16124E-02   -0.81757E-06
    26    0.13260E+04    0.18798E-01    0.00000E+00    0.24164E+01    0.16749E-06    0.15693E-02   -0.84633E-06
    27    0.13469E+04    0.21477E-01    0.00000E+00    0.24936E+01    0.16810E-06    0.15282E-02   -0.87472E-06
    28    0.13679E+04    0.24408E-01    0.00000E+00    0.25618E+01    0.16861E-06    0.14893E-02   -0.90275E-06
    29    0.13894E+04    0.27605E-01    0.00000E+00    0.26200E+01    0.16901E-06    0.14524E-02   -0.93032E-06
    30    0.14112E+04    0.31076E-01    0.00000E+00    0.26695E+01    0.16932E-06    0.14169E-02   -0.95740E-06
    31    0.14332E+04    0.34836E-01    0.00000E+00    0.27090E+01    0.16953E-06    0.13828E-02   -0.98405E-06
    32    0.14555E+04    0.38894E-01    0.00000E+00    0.27372E+01    0.16967E-06    0.13504E-02   -0.10104E-05
    33    0.14781E+04    0.43263E-01    0.00000E+00    0.27526E+01    0.16974E-06    0.13196E-02   -0.10364E-05
    34    0.15010E+04    0.47948E-01    0.00000E+00    0.27565E+01    0.16974E-06    0.12900E-02   -0.10617E-05
    35    0.15241E+04    0.52963E-01    0.00000E+00    0.27484E+01    0.16967E-06    0.12615E-02   -0.10866E-05
    36    0.15473E+04    0.58318E-01    0.00000E+00    0.27270E+01    0.16954E-06    0.12342E-02   -0.11113E-05
