#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.87507E+03    0.11132E-05    0.00000E+00    0.24577E-01    0.45542E-07    0.25357E-02   -0.38106E-07
     3    0.84857E+03    0.52691E-05    0.00000E+00    0.55676E-01    0.55385E-07    0.25261E-02   -0.64697E-07
     4    0.82206E+03    0.15192E-04    0.00000E+00    0.95033E-01    0.63862E-07    0.24631E-02   -0.90836E-07
     5    0.80322E+03    0.34299E-04    0.00000E+00    0.14191E+00    0.71231E-07    0.23818E-02   -0.11690E-06
     6    0.79151E+03    0.66646E-04    0.00000E+00    0.19569E+00    0.77666E-07    0.22956E-02   -0.14267E-06
     7    0.78534E+03    0.11688E-03    0.00000E+00    0.25576E+00    0.83336E-07    0.22099E-02   -0.16821E-06
     8    0.78296E+03    0.19012E-03    0.00000E+00    0.32133E+00    0.88361E-07    0.21269E-02   -0.19375E-06
     9    0.78373E+03    0.29213E-03    0.00000E+00    0.39192E+00    0.92842E-07    0.20472E-02   -0.21946E-06
    10    0.78687E+03    0.42879E-03    0.00000E+00    0.46670E+00    0.96840E-07    0.19713E-02   -0.24495E-06
    11    0.79183E+03    0.60689E-03    0.00000E+00    0.54518E+00    0.10044E-06    0.19000E-02   -0.27010E-06
    12    0.79877E+03    0.83318E-03    0.00000E+00    0.62715E+00    0.10364E-06    0.18322E-02   -0.29447E-06
    13    0.80671E+03    0.11148E-02    0.00000E+00    0.71115E+00    0.10655E-06    0.17696E-02   -0.31866E-06
    14    0.81561E+03    0.14587E-02    0.00000E+00    0.79678E+00    0.10914E-06    0.17099E-02   -0.34259E-06
    15    0.82527E+03    0.18734E-02    0.00000E+00    0.88334E+00    0.11150E-06    0.16539E-02   -0.36663E-06
    16    0.83600E+03    0.23670E-02    0.00000E+00    0.97113E+00    0.11362E-06    0.16004E-02   -0.39054E-06
    17    0.84731E+03    0.29479E-02    0.00000E+00    0.10587E+01    0.11550E-06    0.15499E-02   -0.41418E-06
    18    0.85884E+03    0.36228E-02    0.00000E+00    0.11451E+01    0.11722E-06    0.15023E-02   -0.43746E-06
    19    0.87167E+03    0.44044E-02    0.00000E+00    0.12312E+01    0.11875E-06    0.14576E-02   -0.46067E-06
    20    0.88468E+03    0.52968E-02    0.00000E+00    0.13154E+01    0.12012E-06    0.14147E-02   -0.48329E-06
    21    0.89807E+03    0.63100E-02    0.00000E+00    0.13971E+01    0.12134E-06    0.13741E-02   -0.50556E-06
    22    0.91178E+03    0.74532E-02    0.00000E+00    0.14759E+01    0.12244E-06    0.13355E-02   -0.52761E-06
    23    0.92581E+03    0.87354E-02    0.00000E+00    0.15513E+01    0.12341E-06    0.12988E-02   -0.54948E-06
    24    0.94016E+03    0.10164E-01    0.00000E+00    0.16220E+01    0.12426E-06    0.12640E-02   -0.57090E-06
    25    0.95481E+03    0.11750E-01    0.00000E+00    0.16882E+01    0.12501E-06    0.12309E-02   -0.59207E-06
    26    0.96972E+03    0.13500E-01    0.00000E+00    0.17499E+01    0.12567E-06    0.11992E-02   -0.61289E-06
    27    0.98492E+03    0.15424E-01    0.00000E+00    0.18061E+01    0.12623E-06    0.11688E-02   -0.63346E-06
    28    0.10003E+04    0.17530E-01    0.00000E+00    0.18559E+01    0.12671E-06    0.11399E-02   -0.65376E-06
    29    0.10159E+04    0.19827E-01    0.00000E+00    0.18986E+01    0.12711E-06    0.11124E-02   -0.67371E-06
    30    0.10318E+04    0.22322E-01    0.00000E+00    0.19351E+01    0.12745E-06    0.10859E-02   -0.69332E-06
    31    0.10478E+04    0.25024E-01    0.00000E+00    0.19643E+01    0.12771E-06    0.10603E-02   -0.71262E-06
    32    0.10640E+04    0.27941E-01    0.00000E+00    0.19855E+01    0.12791E-06    0.10359E-02   -0.73170E-06
    33    0.10804E+04    0.31080E-01    0.00000E+00    0.19975E+01    0.12806E-06    0.10127E-02   -0.75053E-06
    34    0.10970E+04    0.34449E-01    0.00000E+00    0.20013E+01    0.12815E-06    0.99035E-03   -0.76889E-06
    35    0.11138E+04    0.38054E-01    0.00000E+00    0.19965E+01    0.12819E-06    0.96872E-03   -0.78695E-06
    36    0.11307E+04    0.41904E-01    0.00000E+00    0.19821E+01    0.12818E-06    0.94794E-03   -0.80481E-06
    37    0.11478E+04    0.46006E-01    0.00000E+00    0.19574E+01    0.12813E-06    0.92804E-03   -0.82243E-06
    38    0.11651E+04    0.50365E-01    0.00000E+00    0.19228E+01    0.12804E-06    0.90885E-03   -0.83966E-06
    39    0.11825E+04    0.54985E-01    0.00000E+00    0.18777E+01    0.12791E-06    0.89034E-03   -0.85653E-06
    40    0.12001E+04    0.59871E-01    0.00000E+00    0.18215E+01    0.12775E-06    0.87254E-03   -0.87313E-06
    41    0.12179E+04    0.65033E-01    0.00000E+00    0.17534E+01    0.12755E-06    0.85546E-03   -0.88952E-06
    42    0.12358E+04    0.70476E-01    0.00000E+00    0.16742E+01    0.12733E-06    0.83894E-03   -0.90563E-06
    43    0.12539E+04    0.76203E-01    0.00000E+00    0.15846E+01    0.12707E-06    0.82286E-03   -0.92136E-06
    44    0.12720E+04    0.82212E-01    0.00000E+00    0.14828E+01    0.12679E-06    0.80733E-03   -0.93678E-06
    45    0.12904E+04    0.88512E-01    0.00000E+00    0.13678E+01    0.12648E-06    0.79243E-03   -0.95197E-06
    46    0.13090E+04    0.95115E-01    0.00000E+00    0.12402E+01    0.12615E-06    0.77804E-03   -0.96685E-06
    47    0.13277E+04    0.10201E+00    0.00000E+00    0.11012E+01    0.12580E-06    0.76403E-03   -0.98139E-06
    48    0.13465E+04    0.10920E+00    0.00000E+00    0.94938E+00    0.12543E-06    0.75045E-03   -0.99565E-06
    49    0.13655E+04    0.11669E+00    0.00000E+00    0.78369E+00    0.12504E-06    0.73737E-03   -0.10097E-05
    50    0.13848E+04    0.12450E+00    0.00000E+00    0.60482E+00    0.12463E-06    0.72472E-03   -0.10234E-05
    51    0.14040E+04    0.13262E+00    0.00000E+00    0.41370E+00    0.12420E-06    0.71240E-03   -0.10368E-05
    52    0.14236E+04    0.14101E+00    0.00000E+00    0.20928E+00    0.12376E-06    0.70045E-03   -0.10499E-05
    53    0.14435E+04    0.14974E+00    0.00000E+00   -0.96099E-02    0.12331E-06    0.68892E-03   -0.10628E-05
    54    0.14633E+04    0.15875E+00    0.00000E+00   -0.24203E+00    0.12284E-06    0.67773E-03   -0.10755E-05
    55    0.14833E+04    0.16807E+00    0.00000E+00   -0.48707E+00    0.12236E-06    0.66681E-03   -0.10877E-05
    56    0.15036E+04    0.17770E+00    0.00000E+00   -0.74564E+00    0.12186E-06    0.65620E-03   -0.10997E-05
    57    0.15241E+04    0.18763E+00    0.00000E+00   -0.10187E+01    0.12136E-06    0.64596E-03   -0.11114E-05
    58    0.15449E+04    0.19786E+00    0.00000E+00   -0.13058E+01    0.12085E-06    0.63601E-03   -0.11230E-05
    59    0.15657E+04    0.20839E+00    0.00000E+00   -0.16059E+01    0.12033E-06    0.62628E-03   -0.11341E-05
    60    0.15867E+04    0.21919E+00    0.00000E+00   -0.19180E+01    0.11980E-06    0.61679E-03   -0.11449E-05
    61    0.16082E+04    0.23026E+00    0.00000E+00   -0.22413E+01    0.11926E-06    0.60757E-03   -0.11555E-05
    62    0.16297E+04    0.24161E+00    0.00000E+00   -0.25772E+01    0.11872E-06    0.59862E-03   -0.11658E-05
    63    0.16512E+04    0.25322E+00    0.00000E+00   -0.29275E+01    0.11817E-06    0.58992E-03   -0.11758E-05
    64    0.16733E+04    0.26515E+00    0.00000E+00   -0.32937E+01    0.11762E-06    0.58146E-03   -0.11856E-05
    65    0.16953E+04    0.27739E+00    0.00000E+00   -0.36772E+01    0.11705E-06    0.57323E-03   -0.11952E-05
    66    0.17175E+04    0.28992E+00    0.00000E+00   -0.40767E+01    0.11649E-06    0.56521E-03   -0.12044E-05
    67    0.17399E+04    0.30270E+00    0.00000E+00   -0.44898E+01    0.11592E-06    0.55740E-03   -0.12134E-05
    68    0.17627E+04    0.31576E+00    0.00000E+00   -0.49148E+01    0.11535E-06    0.54977E-03   -0.12221E-05
    69    0.17856E+04    0.32903E+00    0.00000E+00   -0.53491E+01    0.11477E-06    0.54232E-03   -0.12306E-05
    70    0.18089E+04    0.34253E+00    0.00000E+00   -0.57928E+01    0.11419E-06    0.53505E-03   -0.12388E-05
    71    0.18323E+04    0.35622E+00    0.00000E+00   -0.62475E+01    0.11361E-06    0.52794E-03   -0.12467E-05
    72    0.18560E+04    0.37008E+00    0.00000E+00   -0.67143E+01    0.11303E-06    0.52100E-03   -0.12543E-05
    73    0.18799E+04    0.38411E+00    0.00000E+00   -0.71938E+01    0.11244E-06    0.51422E-03   -0.12617E-05
    74    0.19039E+04    0.39830E+00    0.00000E+00   -0.76855E+01    0.11185E-06    0.50759E-03   -0.12687E-05
