#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.12850E+04    0.15562E-05    0.00000E+00    0.34162E-01    0.61300E-07    0.38478E-02   -0.53418E-07
     3    0.12345E+04    0.73583E-05    0.00000E+00    0.77719E-01    0.74479E-07    0.38030E-02   -0.90780E-07
     4    0.11880E+04    0.21199E-04    0.00000E+00    0.13281E+00    0.85783E-07    0.36879E-02   -0.12750E-06
     5    0.11552E+04    0.47832E-04    0.00000E+00    0.19835E+00    0.95568E-07    0.35505E-02   -0.16409E-06
     6    0.11344E+04    0.92893E-04    0.00000E+00    0.27347E+00    0.10407E-06    0.34090E-02   -0.20026E-06
     7    0.11225E+04    0.16283E-03    0.00000E+00    0.35729E+00    0.11153E-06    0.32707E-02   -0.23608E-06
     8    0.11169E+04    0.26478E-03    0.00000E+00    0.44873E+00    0.11811E-06    0.31382E-02   -0.27189E-06
     9    0.11164E+04    0.40670E-03    0.00000E+00    0.54705E+00    0.12394E-06    0.30122E-02   -0.30792E-06
    10    0.11196E+04    0.59677E-03    0.00000E+00    0.65112E+00    0.12912E-06    0.28928E-02   -0.34362E-06
    11    0.11258E+04    0.84440E-03    0.00000E+00    0.76022E+00    0.13375E-06    0.27815E-02   -0.37884E-06
    12    0.11350E+04    0.11589E-02    0.00000E+00    0.87408E+00    0.13785E-06    0.26761E-02   -0.41296E-06
    13    0.11459E+04    0.15503E-02    0.00000E+00    0.99061E+00    0.14155E-06    0.25790E-02   -0.44679E-06
    14    0.11583E+04    0.20282E-02    0.00000E+00    0.11093E+01    0.14482E-06    0.24869E-02   -0.48026E-06
    15    0.11719E+04    0.26041E-02    0.00000E+00    0.12290E+01    0.14777E-06    0.24009E-02   -0.51386E-06
    16    0.11872E+04    0.32897E-02    0.00000E+00    0.13504E+01    0.15041E-06    0.23191E-02   -0.54726E-06
    17    0.12034E+04    0.40964E-02    0.00000E+00    0.14712E+01    0.15273E-06    0.22422E-02   -0.58027E-06
    18    0.12200E+04    0.50334E-02    0.00000E+00    0.15902E+01    0.15482E-06    0.21697E-02   -0.61276E-06
    19    0.12386E+04    0.61184E-02    0.00000E+00    0.17084E+01    0.15668E-06    0.21020E-02   -0.64514E-06
    20    0.12576E+04    0.73571E-02    0.00000E+00    0.18240E+01    0.15831E-06    0.20372E-02   -0.67667E-06
    21    0.12771E+04    0.87633E-02    0.00000E+00    0.19356E+01    0.15975E-06    0.19760E-02   -0.70771E-06
