#           k/h    P           
    0.10000E-03    0.65803E+02
    0.10202E-03    0.67092E+02
    0.10408E-03    0.68405E+02
    0.10618E-03    0.69745E+02
    0.10833E-03    0.71111E+02
    0.11052E-03    0.72503E+02
    0.11275E-03    0.73923E+02
    0.11503E-03    0.75370E+02
    0.11735E-03    0.76846E+02
    0.11972E-03    0.78351E+02
    0.12214E-03    0.79885E+02
    0.12461E-03    0.81449E+02
    0.12712E-03    0.83044E+02
    0.12969E-03    0.84670E+02
    0.13231E-03    0.86327E+02
    0.13499E-03    0.88018E+02
    0.13771E-03    0.89741E+02
    0.14049E-03    0.91498E+02
    0.14333E-03    0.93289E+02
    0.14623E-03    0.95115E+02
    0.14918E-03    0.96977E+02
    0.15220E-03    0.98875E+02
    0.15527E-03    0.10081E+03
    0.15841E-03    0.10278E+03
    0.16161E-03    0.10480E+03
    0.16487E-03    0.10685E+03
    0.16820E-03    0.10894E+03
    0.17160E-03    0.11107E+03
    0.17507E-03    0.11324E+03
    0.17860E-03    0.11546E+03
    0.18221E-03    0.11772E+03
    0.18589E-03    0.12002E+03
    0.18965E-03    0.12237E+03
    0.19348E-03    0.12477E+03
    0.19739E-03    0.12721E+03
    0.20138E-03    0.12970E+03
    0.20544E-03    0.13223E+03
    0.20959E-03    0.13482E+03
    0.21383E-03    0.13746E+03
    0.21815E-03    0.14015E+03
    0.22255E-03    0.14289E+03
    0.22705E-03    0.14568E+03
    0.23164E-03    0.14853E+03
    0.23632E-03    0.15143E+03
    0.24109E-03    0.15440E+03
    0.24596E-03    0.15741E+03
    0.25093E-03    0.16049E+03
    0.25600E-03    0.16363E+03
    0.26117E-03    0.16683E+03
    0.26645E-03    0.17009E+03
    0.27183E-03    0.17341E+03
    0.27732E-03    0.17680E+03
    0.28292E-03    0.18026E+03
    0.28864E-03    0.18378E+03
    0.29447E-03    0.18737E+03
    0.30042E-03    0.19103E+03
    0.30649E-03    0.19476E+03
    0.31268E-03    0.19856E+03
    0.31899E-03    0.20244E+03
    0.32544E-03    0.20639E+03
    0.33201E-03    0.21042E+03
    0.33872E-03    0.21453E+03
    0.34556E-03    0.21872E+03
    0.35254E-03    0.22298E+03
    0.35966E-03    0.22733E+03
    0.36693E-03    0.23177E+03
    0.37434E-03    0.23629E+03
    0.38190E-03    0.24090E+03
    0.38962E-03    0.24559E+03
    0.39749E-03    0.25038E+03
    0.40552E-03    0.25526E+03
    0.41371E-03    0.26024E+03
    0.42207E-03    0.26531E+03
    0.43060E-03    0.27047E+03
    0.43929E-03    0.27574E+03
    0.44817E-03    0.28111E+03
    0.45722E-03    0.28658E+03
    0.46646E-03    0.29216E+03
    0.47588E-03    0.29784E+03
    0.48550E-03    0.30363E+03
    0.49530E-03    0.30954E+03
    0.50531E-03    0.31555E+03
    0.51552E-03    0.32168E+03
    0.52593E-03    0.32793E+03
    0.53656E-03    0.33430E+03
    0.54739E-03    0.34079E+03
    0.55845E-03    0.34740E+03
    0.56973E-03    0.35414E+03
    0.58124E-03    0.36101E+03
    0.59299E-03    0.36801E+03
    0.60496E-03    0.37514E+03
    0.61719E-03    0.38240E+03
    0.62965E-03    0.38980E+03
    0.64237E-03    0.39735E+03
    0.65535E-03    0.40503E+03
    0.66859E-03    0.41286E+03
    0.68210E-03    0.42084E+03
    0.69588E-03    0.42896E+03
    0.70993E-03    0.43724E+03
    0.72427E-03    0.44568E+03
    0.73891E-03    0.45427E+03
    0.75383E-03    0.46302E+03
    0.76906E-03    0.47194E+03
    0.78460E-03    0.48102E+03
    0.80045E-03    0.49027E+03
    0.81662E-03    0.49969E+03
    0.83311E-03    0.50928E+03
    0.84994E-03    0.51906E+03
    0.86711E-03    0.52901E+03
