#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.527409E+06   0.527408E+06   0.702837E+06   0.702816E+06   0.558657E+06   0.527928E+06   0.527409E+06   0.534444E+06  -0.602752E+00   0.525593E+06   0.525593E+06   0.159700E+01
   0.798228E-04   0.527406E+06   0.527405E+06   0.702740E+06   0.702714E+06   0.558615E+06   0.527925E+06   0.527406E+06   0.534440E+06  -0.602747E+00   0.525590E+06   0.525590E+06   0.178466E+01
   0.892035E-04   0.527402E+06   0.527402E+06   0.702619E+06   0.702586E+06   0.558561E+06   0.527920E+06   0.527402E+06   0.534434E+06  -0.602740E+00   0.525586E+06   0.525586E+06   0.199437E+01
   0.996866E-04   0.527398E+06   0.527397E+06   0.702468E+06   0.702427E+06   0.558494E+06   0.527915E+06   0.527398E+06   0.534427E+06  -0.602732E+00   0.525582E+06   0.525581E+06   0.222871E+01
   0.111402E-03   0.527393E+06   0.527391E+06   0.702280E+06   0.702228E+06   0.558411E+06   0.527908E+06   0.527392E+06   0.534419E+06  -0.602722E+00   0.525576E+06   0.525576E+06   0.249058E+01
   0.124493E-03   0.527386E+06   0.527384E+06   0.702044E+06   0.701980E+06   0.558307E+06   0.527900E+06   0.527386E+06   0.534408E+06  -0.602709E+00   0.525569E+06   0.525568E+06   0.278320E+01
   0.139124E-03   0.527377E+06   0.527375E+06   0.701750E+06   0.701670E+06   0.558177E+06   0.527889E+06   0.527377E+06   0.534395E+06  -0.602693E+00   0.525560E+06   0.525559E+06   0.311018E+01
   0.155474E-03   0.527367E+06   0.527364E+06   0.701383E+06   0.701284E+06   0.558015E+06   0.527876E+06   0.527366E+06   0.534378E+06  -0.602674E+00   0.525548E+06   0.525548E+06   0.347555E+01
   0.173745E-03   0.527353E+06   0.527350E+06   0.700925E+06   0.700801E+06   0.557812E+06   0.527859E+06   0.527353E+06   0.534357E+06  -0.602649E+00   0.525534E+06   0.525534E+06   0.388381E+01
   0.194163E-03   0.527337E+06   0.527333E+06   0.700353E+06   0.700198E+06   0.557560E+06   0.527838E+06   0.527336E+06   0.534331E+06  -0.602618E+00   0.525517E+06   0.525516E+06   0.433996E+01
   0.216981E-03   0.527316E+06   0.527311E+06   0.699640E+06   0.699446E+06   0.557244E+06   0.527813E+06   0.527315E+06   0.534299E+06  -0.602579E+00   0.525495E+06   0.525494E+06   0.484962E+01
   0.242480E-03   0.527290E+06   0.527284E+06   0.698750E+06   0.698508E+06   0.556850E+06   0.527780E+06   0.527289E+06   0.534258E+06  -0.602531E+00   0.525467E+06   0.525466E+06   0.541903E+01
   0.270976E-03   0.527258E+06   0.527250E+06   0.697640E+06   0.697339E+06   0.556359E+06   0.527740E+06   0.527256E+06   0.534208E+06  -0.602471E+00   0.525433E+06   0.525432E+06   0.605515E+01
   0.302821E-03   0.527218E+06   0.527208E+06   0.696255E+06   0.695881E+06   0.555746E+06   0.527690E+06   0.527216E+06   0.534145E+06  -0.602396E+00   0.525390E+06   0.525389E+06   0.676575E+01
   0.338408E-03   0.527167E+06   0.527155E+06   0.694530E+06   0.694064E+06   0.554982E+06   0.527628E+06   0.527165E+06   0.534066E+06  -0.602302E+00   0.525337E+06   0.525335E+06   0.755946E+01
   0.378178E-03   0.527104E+06   0.527089E+06   0.692381E+06   0.691800E+06   0.554029E+06   0.527550E+06   0.527102E+06   0.533968E+06  -0.602185E+00   0.525271E+06   0.525268E+06   0.844589E+01
   0.422621E-03   0.527026E+06   0.527007E+06   0.689705E+06   0.688983E+06   0.552842E+06   0.527452E+06   0.527023E+06   0.533846E+06  -0.602039E+00   0.525188E+06   0.525185E+06   0.943573E+01
   0.472287E-03   0.526928E+06   0.526904E+06   0.686376E+06   0.685480E+06   0.551364E+06   0.527330E+06   0.526924E+06   0.533694E+06  -0.601857E+00   0.525084E+06   0.525080E+06   0.105408E+02
   0.527790E-03   0.526806E+06   0.526776E+06   0.682239E+06   0.681128E+06   0.549524E+06   0.527179E+06   0.526801E+06   0.533504E+06  -0.601631E+00   0.524955E+06   0.524950E+06   0.117743E+02
