#           k/h    P           
    0.10000E-03    0.90993E-01
    0.10202E-03    0.92775E-01
    0.10408E-03    0.94592E-01
    0.10618E-03    0.96444E-01
    0.10833E-03    0.98333E-01
    0.11052E-03    0.10026E+00
    0.11275E-03    0.10222E+00
    0.11503E-03    0.10422E+00
    0.11735E-03    0.10627E+00
    0.11972E-03    0.10835E+00
    0.12214E-03    0.11047E+00
    0.12461E-03    0.11263E+00
    0.12712E-03    0.11484E+00
    0.12969E-03    0.11709E+00
    0.13231E-03    0.11938E+00
    0.13499E-03    0.12172E+00
    0.13771E-03    0.12410E+00
    0.14049E-03    0.12653E+00
    0.14333E-03    0.12901E+00
    0.14623E-03    0.13154E+00
    0.14918E-03    0.13411E+00
    0.15220E-03    0.13674E+00
    0.15527E-03    0.13942E+00
    0.15841E-03    0.14215E+00
    0.16161E-03    0.14493E+00
    0.16487E-03    0.14777E+00
    0.16820E-03    0.15066E+00
    0.17160E-03    0.15361E+00
    0.17507E-03    0.15662E+00
    0.17860E-03    0.15968E+00
    0.18221E-03    0.16281E+00
    0.18589E-03    0.16600E+00
    0.18965E-03    0.16925E+00
    0.19348E-03    0.17256E+00
    0.19739E-03    0.17594E+00
    0.20138E-03    0.17938E+00
    0.20544E-03    0.18289E+00
    0.20959E-03    0.18647E+00
    0.21383E-03    0.19012E+00
    0.21815E-03    0.19385E+00
    0.22255E-03    0.19764E+00
    0.22705E-03    0.20151E+00
    0.23164E-03    0.20545E+00
    0.23632E-03    0.20947E+00
    0.24109E-03    0.21357E+00
    0.24596E-03    0.21775E+00
    0.25093E-03    0.22201E+00
    0.25600E-03    0.22636E+00
    0.26117E-03    0.23079E+00
    0.26645E-03    0.23530E+00
    0.27183E-03    0.23991E+00
    0.27732E-03    0.24460E+00
    0.28292E-03    0.24938E+00
    0.28864E-03    0.25426E+00
    0.29447E-03    0.25924E+00
    0.30042E-03    0.26431E+00
    0.30649E-03    0.26948E+00
    0.31268E-03    0.27475E+00
    0.31899E-03    0.28012E+00
    0.32544E-03    0.28560E+00
    0.33201E-03    0.29118E+00
    0.33872E-03    0.29687E+00
    0.34556E-03    0.30268E+00
    0.35254E-03    0.30859E+00
    0.35966E-03    0.31463E+00
    0.36693E-03    0.32078E+00
    0.37434E-03    0.32704E+00
    0.38190E-03    0.33344E+00
    0.38962E-03    0.33995E+00
    0.39749E-03    0.34659E+00
    0.40552E-03    0.35336E+00
    0.41371E-03    0.36026E+00
    0.42207E-03    0.36730E+00
    0.43060E-03    0.37447E+00
    0.43929E-03    0.38178E+00
    0.44817E-03    0.38924E+00
    0.45722E-03    0.39684E+00
    0.46646E-03    0.40458E+00
    0.47588E-03    0.41248E+00
    0.48550E-03    0.42052E+00
    0.49530E-03    0.42873E+00
    0.50531E-03    0.43709E+00
    0.51552E-03    0.44561E+00
    0.52593E-03    0.45430E+00
    0.53656E-03    0.46316E+00
    0.54739E-03    0.47219E+00
    0.55845E-03    0.48139E+00
    0.56973E-03    0.49077E+00
    0.58124E-03    0.50032E+00
    0.59299E-03    0.51007E+00
    0.60496E-03    0.52000E+00
    0.61719E-03    0.53012E+00
    0.62965E-03    0.54043E+00
    0.64237E-03    0.55095E+00
    0.65535E-03    0.56166E+00
    0.66859E-03    0.57258E+00
    0.68210E-03    0.58371E+00
    0.69588E-03    0.59505E+00
    0.70993E-03    0.60661E+00
    0.72427E-03    0.61839E+00
    0.73891E-03    0.63039E+00
    0.75383E-03    0.64262E+00
    0.76906E-03    0.65508E+00
    0.78460E-03    0.66778E+00
    0.80045E-03    0.68072E+00
    0.81662E-03    0.69391E+00
    0.83311E-03    0.70734E+00
    0.84994E-03    0.72103E+00
    0.86711E-03    0.73498E+00
    0.88463E-03    0.74919E+00
    0.90250E-03    0.76366E+00
    0.92073E-03    0.77841E+00
    0.93933E-03    0.79343E+00
    0.95831E-03    0.80874E+00
    0.97767E-03    0.82433E+00
    0.99742E-03    0.84021E+00
    0.10176E-02    0.85638E+00
    0.10381E-02    0.87286E+00
    0.10591E-02    0.88964E+00
    0.10805E-02    0.90672E+00
    0.11023E-02    0.92413E+00
    0.11246E-02    0.94185E+00
    0.11473E-02    0.95989E+00
    0.11705E-02    0.97827E+00
    0.11941E-02    0.99698E+00
    0.12182E-02    0.10160E+01
    0.12429E-02    0.10354E+01
    0.12680E-02    0.10552E+01
    0.12936E-02    0.10753E+01
    0.13197E-02    0.10957E+01
    0.13464E-02    0.11165E+01
    0.13736E-02    0.11377E+01
    0.14013E-02    0.11593E+01
    0.14296E-02    0.11812E+01
    0.14585E-02    0.12036E+01
    0.14880E-02    0.12263E+01
    0.15180E-02    0.12494E+01
    0.15487E-02    0.12729E+01
    0.15800E-02    0.12969E+01
    0.16119E-02    0.13212E+01
    0.16445E-02    0.13459E+01
    0.16777E-02    0.13711E+01
    0.17116E-02    0.13967E+01
    0.17462E-02    0.14227E+01
    0.17814E-02    0.14491E+01
    0.18174E-02    0.14760E+01
    0.18541E-02    0.15033E+01
    0.18916E-02    0.15311E+01
    0.19298E-02    0.15593E+01
    0.19688E-02    0.15879E+01
    0.20086E-02    0.16170E+01
    0.20491E-02    0.16466E+01
    0.20905E-02    0.16766E+01
    0.21328E-02    0.17071E+01
    0.21758E-02    0.17380E+01
    0.22198E-02    0.17694E+01
    0.22646E-02    0.18013E+01
    0.23104E-02    0.18336E+01
    0.23571E-02    0.18664E+01
    0.24047E-02    0.18997E+01
    0.24533E-02    0.19335E+01
    0.25028E-02    0.19677E+01
    0.25534E-02    0.20024E+01
    0.26050E-02    0.20375E+01
    0.26576E-02    0.20731E+01
    0.27113E-02    0.21092E+01
    0.27660E-02    0.21457E+01
    0.28219E-02    0.21827E+01
    0.28789E-02    0.22202E+01
    0.29371E-02    0.22581E+01
    0.29964E-02    0.22964E+01
    0.30569E-02    0.23352E+01
    0.31187E-02    0.23744E+01
    0.31817E-02    0.24141E+01
    0.32460E-02    0.24542E+01
    0.33115E-02    0.24946E+01
    0.33784E-02    0.25355E+01
    0.34467E-02    0.25768E+01
    0.35163E-02    0.26185E+01
    0.35874E-02    0.26605E+01
    0.36598E-02    0.27029E+01
    0.37338E-02    0.27456E+01
    0.38092E-02    0.27887E+01
    0.38861E-02    0.28321E+01
    0.39646E-02    0.28759E+01
    0.40447E-02    0.29199E+01
    0.41264E-02    0.29642E+01
    0.42098E-02    0.30087E+01
    0.42948E-02    0.30535E+01
    0.43816E-02    0.30986E+01
    0.44701E-02    0.31438E+01
    0.45604E-02    0.31892E+01
    0.46525E-02    0.32349E+01
    0.47465E-02    0.32806E+01
    0.48424E-02    0.33265E+01
    0.49402E-02    0.33725E+01
    0.50400E-02    0.34186E+01
    0.51419E-02    0.34648E+01
    0.52457E-02    0.35110E+01
    0.53517E-02    0.35572E+01
    0.54598E-02    0.36034E+01
    0.55701E-02    0.36496E+01
    0.56826E-02    0.36957E+01
    0.57974E-02    0.37418E+01
    0.59145E-02    0.37878E+01
    0.60340E-02    0.38336E+01
    0.61559E-02    0.38793E+01
    0.62803E-02    0.39247E+01
    0.64072E-02    0.39700E+01
    0.65366E-02    0.40150E+01
    0.66686E-02    0.40598E+01
    0.68033E-02    0.41043E+01
    0.69408E-02    0.41484E+01
    0.70810E-02    0.41921E+01
    0.72240E-02    0.42355E+01
    0.73700E-02    0.42784E+01
    0.75189E-02    0.43208E+01
    0.76708E-02    0.43627E+01
    0.78257E-02    0.44041E+01
    0.79838E-02    0.44449E+01
    0.81451E-02    0.44850E+01
    0.83096E-02    0.45244E+01
    0.84775E-02    0.45631E+01
    0.86488E-02    0.46011E+01
    0.88235E-02    0.46381E+01
    0.90017E-02    0.46743E+01
    0.91836E-02    0.47096E+01
    0.93691E-02    0.47438E+01
    0.95583E-02    0.47770E+01
    0.97514E-02    0.48090E+01
    0.99484E-02    0.48399E+01
    0.10149E-01    0.48695E+01
    0.10354E-01    0.48978E+01
    0.10564E-01    0.49248E+01
    0.10777E-01    0.49503E+01
    0.10995E-01    0.49743E+01
    0.11217E-01    0.49968E+01
    0.11443E-01    0.50177E+01
    0.11675E-01    0.50370E+01
    0.11910E-01    0.50545E+01
    0.12151E-01    0.50703E+01
    0.12397E-01    0.50843E+01
    0.12647E-01    0.50964E+01
    0.12902E-01    0.51067E+01
    0.13163E-01    0.51150E+01
    0.13429E-01    0.51214E+01
    0.13700E-01    0.51257E+01
    0.13977E-01    0.51280E+01
    0.14259E-01    0.51282E+01
    0.14547E-01    0.51262E+01
    0.14841E-01    0.51220E+01
    0.15141E-01    0.51157E+01
    0.15447E-01    0.51070E+01
    0.15759E-01    0.50960E+01
    0.16077E-01    0.50826E+01
    0.16402E-01    0.50667E+01
    0.16734E-01    0.50484E+01
    0.17072E-01    0.50276E+01
    0.17416E-01    0.50042E+01
    0.17768E-01    0.49782E+01
    0.18127E-01    0.49497E+01
    0.18493E-01    0.49185E+01
    0.18867E-01    0.48848E+01
    0.19248E-01    0.48485E+01
