#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.94853E+03    0.24043E-01    0.11838E-02    0.24043E-01    0.11034E-05   -0.15464E-07    0.11838E-02   -0.15464E-07    0.69688E-08
     3    0.90336E+03    0.54907E-01    0.82200E-03    0.54907E-01    0.52125E-05   -0.18600E-07    0.82200E-03   -0.18600E-07    0.42292E-08
     4    0.86409E+03    0.93919E-01    0.61448E-03    0.93919E-01    0.15007E-04   -0.20240E-07    0.61448E-03   -0.20240E-07    0.29192E-08
     5    0.83650E+03    0.14030E+00    0.48106E-03    0.14030E+00    0.33843E-04   -0.21271E-07    0.48106E-03   -0.21271E-07    0.21652E-08
     6    0.81868E+03    0.19340E+00    0.38894E-03    0.19340E+00    0.65697E-04   -0.21940E-07    0.38894E-03   -0.21940E-07    0.16819E-08
     7    0.80816E+03    0.25261E+00    0.32206E-03    0.25261E+00    0.11512E-03   -0.22399E-07    0.32206E-03   -0.22399E-07    0.13499E-08
     8    0.80266E+03    0.31715E+00    0.27165E-03    0.31715E+00    0.18712E-03   -0.22748E-07    0.27165E-03   -0.22748E-07    0.11103E-08
     9    0.80116E+03    0.38649E+00    0.23251E-03    0.38649E+00    0.28733E-03   -0.23040E-07    0.23251E-03   -0.23040E-07    0.93076E-09
    10    0.80270E+03    0.45983E+00    0.20140E-03    0.45983E+00    0.42149E-03   -0.23254E-07    0.20140E-03   -0.23254E-07    0.79220E-09
    11    0.80654E+03    0.53664E+00    0.17629E-03    0.53664E+00    0.59624E-03   -0.23401E-07    0.17629E-03   -0.23401E-07    0.68288E-09
    12    0.81273E+03    0.61673E+00    0.15560E-03    0.61673E+00    0.81815E-03   -0.23462E-07    0.15560E-03   -0.23462E-07    0.59468E-09
    13    0.82027E+03    0.69861E+00    0.13848E-03    0.69861E+00    0.10942E-02   -0.23498E-07    0.13848E-03   -0.23498E-07    0.52264E-09
    14    0.82903E+03    0.78189E+00    0.12401E-03    0.78189E+00    0.14312E-02   -0.23510E-07    0.12401E-03   -0.23510E-07    0.46277E-09
