#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.453624E+06   0.453623E+06   0.604552E+06   0.604535E+06   0.493103E+06   0.454084E+06   0.453624E+06   0.458892E+06  -0.602448E+00   0.452201E+06   0.452201E+06   0.134892E+01
   0.798228E-04   0.453622E+06   0.453621E+06   0.604479E+06   0.604459E+06   0.493064E+06   0.454081E+06   0.453622E+06   0.458889E+06  -0.602444E+00   0.452199E+06   0.452199E+06   0.150743E+01
   0.892035E-04   0.453620E+06   0.453619E+06   0.604389E+06   0.604363E+06   0.493016E+06   0.454078E+06   0.453619E+06   0.458885E+06  -0.602438E+00   0.452197E+06   0.452196E+06   0.168456E+01
   0.996866E-04   0.453616E+06   0.453616E+06   0.604277E+06   0.604244E+06   0.492955E+06   0.454075E+06   0.453616E+06   0.458880E+06  -0.602432E+00   0.452193E+06   0.452193E+06   0.188251E+01
   0.111402E-03   0.453613E+06   0.453612E+06   0.604136E+06   0.604095E+06   0.492880E+06   0.454070E+06   0.453613E+06   0.458875E+06  -0.602424E+00   0.452190E+06   0.452189E+06   0.210370E+01
   0.124493E-03   0.453608E+06   0.453607E+06   0.603960E+06   0.603910E+06   0.492785E+06   0.454064E+06   0.453608E+06   0.458868E+06  -0.602414E+00   0.452185E+06   0.452184E+06   0.235088E+01
   0.139124E-03   0.453602E+06   0.453601E+06   0.603741E+06   0.603678E+06   0.492668E+06   0.454057E+06   0.453602E+06   0.458859E+06  -0.602402E+00   0.452179E+06   0.452178E+06   0.262708E+01
   0.155474E-03   0.453595E+06   0.453593E+06   0.603467E+06   0.603389E+06   0.492520E+06   0.454048E+06   0.453595E+06   0.458847E+06  -0.602386E+00   0.452171E+06   0.452171E+06   0.293572E+01
   0.173745E-03   0.453586E+06   0.453583E+06   0.603126E+06   0.603027E+06   0.492337E+06   0.454037E+06   0.453586E+06   0.458834E+06  -0.602367E+00   0.452162E+06   0.452161E+06   0.328059E+01
   0.194163E-03   0.453575E+06   0.453571E+06   0.602699E+06   0.602577E+06   0.492107E+06   0.454023E+06   0.453574E+06   0.458816E+06  -0.602343E+00   0.452150E+06   0.452149E+06   0.366593E+01
   0.216981E-03   0.453560E+06   0.453556E+06   0.602167E+06   0.602014E+06   0.491821E+06   0.454006E+06   0.453560E+06   0.458794E+06  -0.602313E+00   0.452135E+06   0.452134E+06   0.409649E+01
