#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.10211E+04    0.30932E-01    0.11401E-02    0.30932E-01    0.14082E-05   -0.19372E-07    0.11401E-02   -0.19372E-07    0.96981E-08
     3    0.10004E+04    0.69732E-01    0.81016E-03    0.69732E-01    0.66767E-05   -0.23233E-07    0.81016E-03   -0.23233E-07    0.58919E-08
     4    0.97632E+03    0.11889E+00    0.61480E-03    0.11889E+00    0.19272E-04   -0.25260E-07    0.61480E-03   -0.25260E-07    0.40739E-08
     5    0.95911E+03    0.17752E+00    0.48677E-03    0.17752E+00    0.43550E-04   -0.26544E-07    0.48677E-03   -0.26544E-07    0.30281E-08
     6    0.94895E+03    0.24487E+00    0.39720E-03    0.24487E+00    0.84682E-04   -0.27383E-07    0.39720E-03   -0.27383E-07    0.23575E-08
     7    0.94445E+03    0.32020E+00    0.33148E-03    0.32020E+00    0.14859E-03   -0.27963E-07    0.33148E-03   -0.27963E-07    0.18966E-08
     8    0.94379E+03    0.40253E+00    0.28151E-03    0.40253E+00    0.24185E-03   -0.28411E-07    0.28151E-03   -0.28411E-07    0.15636E-08
     9    0.94645E+03    0.49128E+00    0.24239E-03    0.49128E+00    0.37177E-03   -0.28792E-07    0.24239E-03   -0.28792E-07    0.13140E-08
    10    0.95153E+03    0.58539E+00    0.21109E-03    0.58539E+00    0.54590E-03   -0.29079E-07    0.21109E-03   -0.29079E-07    0.11210E-08
    11    0.95853E+03    0.68429E+00    0.18568E-03    0.68429E+00    0.77291E-03   -0.29278E-07    0.18568E-03   -0.29278E-07    0.96864E-09
    12    0.96769E+03    0.78771E+00    0.16463E-03    0.78771E+00    0.10614E-02   -0.29366E-07    0.16463E-03   -0.29366E-07    0.84554E-09
    13    0.97784E+03    0.89382E+00    0.14714E-03    0.89382E+00    0.14205E-02   -0.29428E-07    0.14714E-03   -0.29428E-07    0.74485E-09
    14    0.98896E+03    0.10021E+01    0.13228E-03    0.10021E+01    0.18593E-02   -0.29464E-07    0.13228E-03   -0.29464E-07    0.66107E-09
    15    0.10009E+04    0.11117E+01    0.11961E-03    0.11117E+01    0.23883E-02   -0.29507E-07    0.11961E-03   -0.29507E-07    0.59074E-09
    16    0.10139E+04    0.12230E+01    0.10864E-03    0.12230E+01    0.30180E-02   -0.29531E-07    0.10864E-03   -0.29531E-07    0.53100E-09
    17    0.10276E+04    0.13343E+01    0.99131E-04    0.13343E+01    0.37594E-02   -0.29532E-07    0.99131E-04   -0.29532E-07    0.47971E-09
    18    0.10415E+04    0.14443E+01    0.90823E-04    0.14443E+01    0.46207E-02   -0.29510E-07    0.90823E-04   -0.29510E-07    0.43546E-09
    19    0.10568E+04    0.15539E+01    0.83548E-04    0.15539E+01    0.56183E-02   -0.29491E-07    0.83548E-04   -0.29491E-07    0.39695E-09
    20    0.10722E+04    0.16614E+01    0.77082E-04    0.16614E+01    0.67573E-02   -0.29439E-07    0.77082E-04   -0.29439E-07    0.36319E-09
    21    0.10880E+04    0.17657E+01    0.71342E-04    0.17657E+01    0.80506E-02   -0.29371E-07    0.71342E-04   -0.29371E-07    0.33344E-09
    22    0.11042E+04    0.18667E+01    0.66218E-04    0.18667E+01    0.95098E-02   -0.29295E-07    0.66218E-04   -0.29295E-07    0.30711E-09
    23    0.11207E+04    0.19637E+01    0.61620E-04    0.19637E+01    0.11146E-01   -0.29215E-07    0.61620E-04   -0.29215E-07    0.28368E-09
    24    0.11375E+04    0.20548E+01    0.57498E-04    0.20548E+01    0.12971E-01   -0.29120E-07    0.57498E-04   -0.29120E-07    0.26272E-09
    25    0.11546E+04    0.21404E+01    0.53776E-04    0.21404E+01    0.14994E-01   -0.29022E-07    0.53776E-04   -0.29022E-07    0.24392E-09
    26    0.11720E+04    0.22204E+01    0.50393E-04    0.22204E+01    0.17228E-01   -0.28915E-07    0.50393E-04   -0.28915E-07    0.22698E-09
    27    0.11898E+04    0.22939E+01    0.47315E-04    0.22939E+01    0.19684E-01   -0.28805E-07    0.47315E-04   -0.28805E-07    0.21166E-09
    28    0.12076E+04    0.23593E+01    0.44514E-04    0.23593E+01    0.22372E-01   -0.28691E-07    0.44514E-04   -0.28691E-07    0.19777E-09
    29    0.12258E+04    0.24160E+01    0.41960E-04    0.24160E+01    0.25302E-01   -0.28570E-07    0.41960E-04   -0.28570E-07    0.18513E-09
    30    0.12442E+04    0.24649E+01    0.39614E-04    0.24649E+01    0.28486E-01   -0.28442E-07    0.39614E-04   -0.28442E-07    0.17360E-09
    31    0.12628E+04    0.25049E+01    0.37452E-04    0.25049E+01    0.31932E-01   -0.28310E-07    0.37452E-04   -0.28310E-07    0.16305E-09
