# L    TT    EE    BB    TE
2 9.47004E+02 3.83595E-06 2.61726E-06 2.68986E-02
3 9.19843E+02 1.10057E-05 5.23521E-06 6.08891E-02
4 8.92079E+02 2.53664E-05 8.72678E-06 1.03909E-01
5 8.72419E+02 5.06646E-05 1.30932E-05 1.55170E-01
6 8.60236E+02 9.13462E-05 1.83356E-05 2.13983E-01
7 8.53950E+02 1.52505E-04 2.44541E-05 2.79686E-01
8 8.51682E+02 2.39773E-04 3.14521E-05 3.51425E-01
9 8.52777E+02 3.59444E-04 3.93296E-05 4.28656E-01
10 8.56390E+02 5.17976E-04 4.80883E-05 5.10492E-01
11 8.61934E+02 7.22820E-04 5.77316E-05 5.96389E-01
12 8.69574E+02 9.81407E-04 6.82596E-05 6.86131E-01
13 8.78369E+02 1.30147E-03 7.96749E-05 7.78098E-01
14 8.88112E+02 1.69078E-03 9.19843E-05 8.71902E-01
15 8.98632E+02 2.15854E-03 1.05177E-04 9.66663E-01
16 9.10358E+02 2.71366E-03 1.19266E-04 1.06280E+00
17 9.22688E+02 3.36551E-03 1.34252E-04 1.15877E+00
18 9.35277E+02 4.12119E-03 1.50134E-04 1.25353E+00
19 9.49245E+02 4.99481E-03 1.66922E-04 1.34777E+00
20 9.63386E+02 5.99079E-03 1.84607E-04 1.44012E+00
21 9.77958E+02 7.12007E-03 2.03197E-04 1.52962E+00
22 9.92789E+02 8.39283E-03 2.22683E-04 1.61602E+00
23 1.00805E+03 9.81924E-03 2.43093E-04 1.69879E+00
24 1.02366E+03 1.14066E-02 2.64399E-04 1.77640E+00
25 1.03952E+03 1.31673E-02 2.86619E-04 1.84908E+00
26 1.05573E+03 1.51091E-02 3.09761E-04 1.91686E+00
27 1.07220E+03 1.72423E-02 3.33809E-04 1.97868E+00
28 1.08884E+03 1.95755E-02 3.58771E-04 2.03343E+00
29 1.10583E+03 2.21192E-02 3.84656E-04 2.08042E+00
30 1.12307E+03 2.48809E-02 4.11455E-04 2.12069E+00
31 1.14041E+03 2.78703E-02 4.39167E-04 2.15294E+00
32 1.15799E+03 3.10960E-02 4.67811E-04 2.17656E+00
33 1.17576E+03 3.45674E-02 4.97369E-04 2.19002E+00
34 1.19378E+03 3.82897E-02 5.27849E-04 2.19459E+00
35 1.21197E+03 4.22733E-02 5.59252E-04 2.18976E+00
36 1.23025E+03 4.65250E-02 5.91578E-04 2.17441E+00
37 1.24879E+03 5.10535E-02 6.24834E-04 2.14785E+00
38 1.26750E+03 5.58648E-02 6.59005E-04 2.11043E+00
39 1.28638E+03 6.09624E-02 6.94098E-04 2.06163E+00
40 1.30535E+03 6.63541E-02 7.30123E-04 2.00049E+00
41 1.32467E+03 7.20483E-02 7.67062E-04 1.92651E+00
42 1.34407E+03 7.80504E-02 8.04931E-04 1.84046E+00
43 1.36364E+03 8.43638E-02 8.43724E-04 1.74294E+00
44 1.38330E+03 9.09841E-02 8.83456E-04 1.63214E+00
45 1.40322E+03 9.79338E-02 9.24068E-04 1.50686E+00
46 1.42339E+03 1.05202E-01 9.65628E-04 1.36795E+00
47 1.44357E+03 1.12799E-01 1.00814E-03 1.21646E+00
48 1.46401E+03 1.20723E-01 1.05151E-03 1.05099E+00
49 1.48453E+03 1.28975E-01 1.09583E-03 8.70436E-01
50 1.50548E+03 1.37571E-01 1.14109E-03 6.75474E-01
51 1.52635E+03 1.46504E-01 1.18722E-03 4.67104E-01
52 1.54756E+03 1.55756E-01 1.23430E-03 2.44205E-01
53 1.56903E+03 1.65353E-01 1.28233E-03 5.55536E-03
54 1.59058E+03 1.75277E-01 1.33122E-03 -2.47852E-01
55 1.61223E+03 1.85529E-01 1.38106E-03 -5.15071E-01
56 1.63421E+03 1.96118E-01 1.43184E-03 -7.97068E-01
57 1.65646E+03 2.07042E-01 1.48349E-03 -1.09488E+00
58 1.67888E+03 2.18295E-01 1.53600E-03 -1.40787E+00
59 1.70147E+03 2.29874E-01 1.58955E-03 -1.73501E+00
60 1.72414E+03 2.41756E-01 1.64396E-03 -2.07551E+00
61 1.74743E+03 2.53940E-01 1.69923E-03 -2.42894E+00
62 1.77071E+03 2.66416E-01 1.75544E-03 -2.79635E+00
63 1.79407E+03 2.79195E-01 1.81261E-03 -3.17918E+00
64 1.81787E+03 2.92310E-01 1.87064E-03 -3.57901E+00
65 1.84175E+03 3.05761E-01 1.92962E-03 -3.99668E+00
66 1.86590E+03 3.19505E-01 1.98946E-03 -4.43108E+00
67 1.89021E+03 3.33542E-01 2.05025E-03 -4.88005E+00
68 1.91487E+03 3.47864E-01 2.11190E-03 -5.34238E+00
69 1.93971E+03 3.62436E-01 2.17450E-03 -5.81541E+00
70 1.96497E+03 3.77249E-01 2.23804E-03 -6.29956E+00
71 1.99032E+03 3.92278E-01 2.30245E-03 -6.79570E+00
72 2.01601E+03 4.07506E-01 2.36781E-03 -7.30502E+00
73 2.04180E+03 4.22922E-01 2.43403E-03 -7.82798E+00
74 2.06784E+03 4.38529E-01 2.50120E-03 -8.36395E+00
75 2.09422E+03 4.54351E-01 2.56923E-03 -8.91216E+00
76 2.12069E+03 4.70389E-01 2.63821E-03 -9.47176E+00
77 2.14751E+03 4.86634E-01 2.70814E-03 -1.00434E+01
78 2.17467E+03 5.03094E-01 2.77893E-03 -1.06272E+01
79 2.20200E+03 5.19718E-01 2.85067E-03 -1.12213E+01
80 2.22968E+03 5.36489E-01 2.92335E-03 -1.18248E+01
81 2.25762E+03 5.53346E-01 2.99690E-03 -1.24396E+01
82 2.28581E+03 5.70323E-01 3.07140E-03 -1.30639E+01
83 2.31427E+03 5.87387E-01 3.14685E-03 -1.36985E+01
84 2.34298E+03 6.04528E-01 3.22316E-03 -1.43409E+01
85 2.37195E+03 6.21722E-01 3.30050E-03 -1.49927E+01
86 2.40109E+03 6.38984E-01 3.37871E-03 -1.56523E+01
87 2.43075E+03 6.56280E-01 3.45786E-03 -1.63197E+01
88 2.46042E+03 6.73612E-01 3.53796E-03 -1.69940E+01
89 2.49042E+03 6.90969E-01 3.61901E-03 -1.76760E+01
