# L    TT    EE    BB    TE
2 6.68552E+02 2.39862E-06 1.50534E-06 1.98378E-02
3 6.54326E+02 7.24380E-06 3.01113E-06 4.47454E-02
4 6.38068E+02 1.72323E-05 5.01942E-06 7.62884E-02
5 6.26439E+02 3.51208E-05 7.53069E-06 1.13898E-01
6 6.19486E+02 6.41841E-05 1.05459E-05 1.57086E-01
7 6.16287E+02 1.08175E-04 1.40646E-05 2.05368E-01
8 6.15622E+02 1.71230E-04 1.80890E-05 2.58125E-01
9 6.17153E+02 2.58016E-04 2.26192E-05 3.14974E-01
10 6.20306E+02 3.73281E-04 2.76561E-05 3.75249E-01
11 6.24717E+02 5.22520E-04 3.32007E-05 4.38569E-01
12 6.30558E+02 7.11193E-04 3.92546E-05 5.04777E-01
13 6.37084E+02 9.45049E-04 4.58180E-05 5.72707E-01
14 6.44247E+02 1.22984E-03 5.28927E-05 6.42023E-01
15 6.51938E+02 1.57232E-03 6.04795E-05 7.12195E-01
16 6.60405E+02 1.97904E-03 6.85794E-05 7.83452E-01
17 6.69272E+02 2.45704E-03 7.71933E-05 8.54673E-01
18 6.78257E+02 3.01140E-03 8.63230E-05 9.25091E-01
19 6.88209E+02 3.65261E-03 9.59722E-05 9.95355E-01
20 6.98270E+02 4.38405E-03 1.06134E-04 1.06416E+00
21 7.08568E+02 5.21363E-03 1.16814E-04 1.13114E+00
22 7.19094E+02 6.14893E-03 1.28015E-04 1.19585E+00
23 7.29839E+02 7.19723E-03 1.39743E-04 1.25818E+00
24 7.40775E+02 8.36483E-03 1.51992E-04 1.31669E+00
25 7.51920E+02 9.65919E-03 1.64759E-04 1.37173E+00
26 7.63257E+02 1.10882E-02 1.78047E-04 1.42332E+00
27 7.74776E+02 1.26575E-02 1.91862E-04 1.47080E+00
28 7.86378E+02 1.43753E-02 2.06207E-04 1.51308E+00
29 7.98207E+02 1.62472E-02 2.21070E-04 1.54990E+00
30 8.10163E+02 1.82804E-02 2.36463E-04 1.58189E+00
31 8.22193E+02 2.04812E-02 2.52384E-04 1.60822E+00
32 8.34396E+02 2.28571E-02 2.68824E-04 1.62827E+00
33 8.46699E+02 2.54134E-02 2.85802E-04 1.64112E+00
34 8.59147E+02 2.81546E-02 3.03300E-04 1.64741E+00
35 8.71696E+02 3.10882E-02 3.21335E-04 1.64705E+00
36 8.84309E+02 3.42204E-02 3.39899E-04 1.63921E+00
37 8.97077E+02 3.75568E-02 3.58982E-04 1.62326E+00
38 9.09972E+02 4.11019E-02 3.78603E-04 1.59948E+00
39 9.22995E+02 4.48584E-02 3.98743E-04 1.56740E+00
40 9.36027E+02 4.88300E-02 4.19421E-04 1.52648E+00
41 9.49242E+02 5.30257E-02 4.40628E-04 1.47635E+00
42 9.62547E+02 5.74484E-02 4.62354E-04 1.41748E+00
43 9.76035E+02 6.21017E-02 4.84618E-04 1.35032E+00
44 9.89431E+02 6.69819E-02 5.07410E-04 1.27358E+00
45 1.00310E+03 7.20981E-02 5.30731E-04 1.18646E+00
46 1.01686E+03 7.74603E-02 5.54572E-04 1.08940E+00
47 1.03071E+03 8.30577E-02 5.78941E-04 9.83234E-01
48 1.04466E+03 8.88975E-02 6.03847E-04 8.66939E-01
49 1.05869E+03 9.49788E-02 6.29273E-04 7.39854E-01
50 1.07300E+03 1.01313E-01 6.55228E-04 6.02335E-01
51 1.08722E+03 1.07901E-01 6.81702E-04 4.54991E-01
52 1.10180E+03 1.14709E-01 7.08705E-04 2.97148E-01
53 1.11638E+03 1.21790E-01 7.36236E-04 1.28005E-01
54 1.13105E+03 1.29099E-01 7.64287E-04 -5.18237E-02
55 1.14591E+03 1.36654E-01 7.92866E-04 -2.41767E-01
56 1.16094E+03 1.44464E-01 8.21965E-04 -4.42369E-01
57 1.17607E+03 1.52502E-01 8.51583E-04 -6.54290E-01
58 1.19138E+03 1.60795E-01 8.81730E-04 -8.77319E-01
59 1.20678E+03 1.69334E-01 9.12424E-04 -1.11082E+00
60 1.22228E+03 1.78083E-01 9.43591E-04 -1.35378E+00
61 1.23832E+03 1.87051E-01 9.75306E-04 -1.60531E+00
62 1.25417E+03 1.96237E-01 1.00757E-03 -1.86659E+00
63 1.27012E+03 2.05633E-01 1.04028E-03 -2.13907E+00
64 1.28643E+03 2.15293E-01 1.07355E-03 -2.42459E+00
65 1.30275E+03 2.25208E-01 1.10736E-03 -2.72424E+00
66 1.31924E+03 2.35342E-01 1.14162E-03 -3.03673E+00
67 1.33574E+03 2.45695E-01 1.17644E-03 -3.35998E+00
68 1.35260E+03 2.56275E-01 1.21180E-03 -3.69271E+00
69 1.36955E+03 2.67011E-01 1.24770E-03 -4.03227E+00
70 1.38686E+03 2.77937E-01 1.28406E-03 -4.37912E+00
71 1.40427E+03 2.89001E-01 1.32097E-03 -4.73436E+00
72 1.42177E+03 3.00210E-01 1.35843E-03 -5.09917E+00
73 1.43945E+03 3.11538E-01 1.39634E-03 -5.47427E+00
74 1.45731E+03 3.23003E-01 1.43480E-03 -5.85903E+00
75 1.47535E+03 3.34622E-01 1.47380E-03 -6.25236E+00
76 1.49358E+03 3.46415E-01 1.51335E-03 -6.65453E+00
77 1.51190E+03 3.58362E-01 1.55336E-03 -7.06527E+00
78 1.53058E+03 3.70483E-01 1.59392E-03 -7.48585E+00
79 1.54935E+03 3.82731E-01 1.63502E-03 -7.91262E+00
80 1.56831E+03 3.95080E-01 1.67657E-03 -8.34669E+00
81 1.58754E+03 4.07483E-01 1.71877E-03 -8.78841E+00
82 1.60695E+03 4.19977E-01 1.76142E-03 -9.23724E+00
83 1.62645E+03 4.32517E-01 1.80462E-03 -9.69382E+00
84 1.64632E+03 4.45121E-01 1.84827E-03 -1.01559E+01
85 1.66618E+03 4.57761E-01 1.89256E-03 -1.06252E+01
86 1.68623E+03 4.70447E-01 1.93731E-03 -1.11000E+01
87 1.70665E+03 4.83160E-01 1.98269E-03 -1.15803E+01
88 1.72706E+03 4.95891E-01 2.02853E-03 -1.20660E+01
89 1.74784E+03 5.08650E-01 2.07492E-03 -1.25581E+01
90 1.76871E+03 5.21390E-01 2.12185E-03 -1.30530E+01
91 1.78976E+03 5.34112E-01 2.16924E-03 -1.35515E+01
92 1.81100E+03 5.46789E-01 2.21727E-03 -1.40545E+01
93 1.83250E+03 5.59429E-01 2.26584E-03 -1.45603E+01
94 1.85401E+03 5.71996E-01 2.31496E-03 -1.50688E+01
95 1.87588E+03 5.84500E-01 2.36463E-03 -1.55801E+01
96 1.89757E+03 5.96912E-01 2.41484E-03 -1.60941E+01
97 1.91972E+03 6.09224E-01 2.46560E-03 -1.66099E+01
98 1.94204E+03 6.21436E-01 2.51691E-03 -1.71257E+01
99 1.96437E+03 6.33520E-01 2.56886E-03 -1.76434E+01
100 1.98697E+03 6.45468E-01 2.62126E-03 -1.81610E+01
101 2.00967E+03 6.57333E-01 2.67430E-03 -1.86786E+01
102 2.03281E+03 6.68980E-01 2.72788E-03 -1.91963E+01
103 2.05587E+03 6.80490E-01 2.78211E-03 -1.97139E+01
104 2.07911E+03 6.91845E-01 2.83688E-03 -2.02288E+01
105 2.10244E+03 7.03000E-01 2.89220E-03 -2.07428E+01
106 2.12604E+03 7.14000E-01 2.94815E-03 -2.12559E+01
107 2.14946E+03 7.24726E-01 3.00466E-03 -2.17644E+01
108 2.17316E+03 7.35243E-01 3.06170E-03 -2.22720E+01
109 2.19703E+03 7.45477E-01 3.11948E-03 -2.27751E+01
110 2.22091E+03 7.55447E-01 3.17772E-03 -2.32736E+01
111 2.24497E+03 7.65198E-01 3.23668E-03 -2.37684E+01
112 2.26912E+03 7.74676E-01 3.29619E-03 -2.42596E+01
113 2.29345E+03 7.83872E-01 3.35634E-03 -2.47444E+01
114 2.31779E+03 7.92739E-01 3.41712E-03 -2.52238E+01
115 2.34239E+03 8.01396E-01 3.47846E-03 -2.56977E+01
116 2.36691E+03 8.09644E-01 3.54052E-03 -2.61643E+01
117 2.39169E+03 8.17545E-01 3.60313E-03 -2.66236E+01
118 2.41657E+03 8.25255E-01 3.66637E-03 -2.70765E+01
119 2.44145E+03 8.32628E-01 3.73035E-03 -2.75203E+01
120 2.46652E+03 8.39536E-01 3.79487E-03 -2.79560E+01
121 2.49149E+03 8.46243E-01 3.86003E-03 -2.83834E+01
122 2.51655E+03 8.52476E-01 3.92592E-03 -2.88008E+01
123 2.54170E+03 8.58327E-01 3.99245E-03 -2.92090E+01
124 2.56685E+03 8.63841E-01 4.05961E-03 -2.96064E+01
125 2.59201E+03 8.68962E-01 4.12741E-03 -2.99928E+01
126 2.61716E+03 8.73756E-01 4.19595E-03 -3.03701E+01
127 2.64240E+03 8.78094E-01 4.26512E-03 -3.07355E+01
128 2.66755E+03 8.82104E-01 4.33502E-03 -3.10891E+01
129 2.69280E+03 8.85667E-01 4.40555E-03 -3.14300E+01
130 2.71804E+03 8.88766E-01 4.47682E-03 -3.17580E+01
131 2.74320E+03 8.91554E-01 4.54872E-03 -3.20743E+01
132 2.76853E+03 8.93887E-01 4.62136E-03 -3.23768E+01
133 2.79368E+03 8.95838E-01 4.69463E-03 -3.26666E+01
134 2.81893E+03 8.97405E-01 4.76872E-03 -3.29400E+01
135 2.84408E+03 8.98526E-01 4.84345E-03 -3.32007E+01
136 2.86914E+03 8.99200E-01 4.91881E-03 -3.34440E+01
137 2.89420E+03 8.99501E-01 4.99500E-03 -3.36727E+01
138 2.91917E+03 8.99346E-01 5.07192E-03 -3.38860E+01
139 2.94396E+03 8.98891E-01 5.14947E-03 -3.40828E+01
140 2.96884E+03 8.97915E-01 5.22785E-03 -3.42642E+01
141 2.99345E+03 8.96503E-01 5.30686E-03 -3.44273E+01
142 3.01814E+03 8.94717E-01 5.38669E-03 -3.45740E+01
143 3.04275E+03 8.92557E-01 5.46716E-03 -3.47044E+01
