#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.11022E+04    0.26665E-01    0.13914E-02    0.26665E-01    0.12152E-05   -0.17258E-07    0.13914E-02   -0.17258E-07    0.77285E-08
     3    0.10437E+04    0.61049E-01    0.96422E-03    0.61049E-01    0.57340E-05   -0.20766E-07    0.96422E-03   -0.20766E-07    0.46952E-08
     4    0.99443E+03    0.10448E+00    0.72039E-03    0.10448E+00    0.16496E-04   -0.22598E-07    0.72039E-03   -0.22598E-07    0.32436E-08
     5    0.95988E+03    0.15606E+00    0.56410E-03    0.15606E+00    0.37178E-04   -0.23747E-07    0.56410E-03   -0.23747E-07    0.24077E-08
     6    0.93737E+03    0.21508E+00    0.45639E-03    0.21508E+00    0.72138E-04   -0.24490E-07    0.45639E-03   -0.24490E-07    0.18717E-08
     7    0.92375E+03    0.28082E+00    0.37828E-03    0.28082E+00    0.12635E-03   -0.24998E-07    0.37828E-03   -0.24998E-07    0.15033E-08
     8    0.91626E+03    0.35242E+00    0.31945E-03    0.35242E+00    0.20532E-03   -0.25382E-07    0.31945E-03   -0.25382E-07    0.12373E-08
     9    0.91360E+03    0.42929E+00    0.27379E-03    0.42929E+00    0.31519E-03   -0.25703E-07    0.27379E-03   -0.25703E-07    0.10380E-08
    10    0.91465E+03    0.51055E+00    0.23748E-03    0.51055E+00    0.46226E-03   -0.25936E-07    0.23748E-03   -0.25936E-07    0.88415E-09
    11    0.91847E+03    0.59558E+00    0.20817E-03    0.59558E+00    0.65377E-03   -0.26093E-07    0.20817E-03   -0.26093E-07    0.76269E-09
    12    0.92509E+03    0.68419E+00    0.18401E-03    0.68419E+00    0.89694E-03   -0.26156E-07    0.18401E-03   -0.26156E-07    0.66467E-09
    13    0.93338E+03    0.77473E+00    0.16400E-03    0.77473E+00    0.11994E-02   -0.26191E-07    0.16400E-03   -0.26191E-07    0.58456E-09
    14    0.94315E+03    0.86678E+00    0.14707E-03    0.86678E+00    0.15686E-02   -0.26200E-07    0.14707E-03   -0.26200E-07    0.51798E-09
    15    0.95413E+03    0.95953E+00    0.13267E-03    0.95953E+00    0.20134E-02   -0.26213E-07    0.13267E-03   -0.26213E-07    0.46213E-09
    16    0.96658E+03    0.10533E+01    0.12026E-03    0.10533E+01    0.25428E-02   -0.26215E-07    0.12026E-03   -0.26215E-07    0.41474E-09
    17    0.97993E+03    0.11465E+01    0.10952E-03    0.11465E+01    0.31655E-02   -0.26197E-07    0.10952E-03   -0.26197E-07    0.37409E-09
    18    0.99375E+03    0.12380E+01    0.10016E-03    0.12380E+01    0.38888E-02   -0.26159E-07    0.10016E-03   -0.26159E-07    0.33906E-09
    19    0.10093E+04    0.13287E+01    0.91975E-04    0.13287E+01    0.47261E-02   -0.26119E-07    0.91975E-04   -0.26119E-07    0.30860E-09
    20    0.10252E+04    0.14172E+01    0.84714E-04    0.14172E+01    0.56820E-02   -0.26050E-07    0.84714E-04   -0.26050E-07    0.28192E-09
    21    0.10417E+04    0.15024E+01    0.78275E-04    0.15024E+01    0.67671E-02   -0.25969E-07    0.78275E-04   -0.25969E-07    0.25844E-09
    22    0.10587E+04    0.15841E+01    0.72536E-04    0.15841E+01    0.79911E-02   -0.25884E-07    0.72536E-04   -0.25884E-07    0.23768E-09
    23    0.10762E+04    0.16616E+01    0.67398E-04    0.16616E+01    0.93637E-02   -0.25797E-07    0.67398E-04   -0.25797E-07    0.21922E-09
    24    0.10943E+04    0.17336E+01    0.62787E-04    0.17336E+01    0.10893E-01   -0.25694E-07    0.62787E-04   -0.25694E-07    0.20272E-09
    25    0.11128E+04    0.18004E+01    0.58626E-04    0.18004E+01    0.12590E-01   -0.25588E-07    0.58626E-04   -0.25588E-07    0.18793E-09
    26    0.11317E+04    0.18617E+01    0.54850E-04    0.18617E+01    0.14463E-01   -0.25476E-07    0.54850E-04   -0.25476E-07    0.17462E-09
    27    0.11510E+04    0.19166E+01    0.51419E-04    0.19166E+01    0.16522E-01   -0.25362E-07    0.51419E-04   -0.25362E-07    0.16260E-09
    28    0.11707E+04    0.19639E+01    0.48298E-04    0.19639E+01    0.18776E-01   -0.25245E-07    0.48298E-04   -0.25245E-07    0.15171E-09
    29    0.11908E+04    0.20031E+01    0.45452E-04    0.20031E+01    0.21234E-01   -0.25121E-07    0.45452E-04   -0.25121E-07    0.14181E-09
    30    0.12112E+04    0.20351E+01    0.42837E-04    0.20351E+01    0.23904E-01   -0.24992E-07    0.42837E-04   -0.24992E-07    0.13279E-09
    31    0.12318E+04    0.20587E+01    0.40432E-04    0.20587E+01    0.26795E-01   -0.24861E-07    0.40432E-04   -0.24861E-07    0.12454E-09
    32    0.12528E+04    0.20730E+01    0.38222E-04    0.20730E+01    0.29917E-01   -0.24730E-07    0.38222E-04   -0.24730E-07    0.11698E-09
    33    0.12741E+04    0.20765E+01    0.36191E-04    0.20765E+01    0.33278E-01   -0.24598E-07    0.36191E-04   -0.24598E-07    0.11005E-09
    34    0.12957E+04    0.20711E+01    0.34307E-04    0.20711E+01    0.36883E-01   -0.24459E-07    0.34307E-04   -0.24459E-07    0.10367E-09
    35    0.13175E+04    0.20557E+01    0.32560E-04    0.20557E+01    0.40743E-01   -0.24318E-07    0.32560E-04   -0.24318E-07    0.97780E-10
    36    0.13396E+04    0.20291E+01    0.30941E-04    0.20291E+01    0.44865E-01   -0.24179E-07    0.30941E-04   -0.24179E-07    0.92343E-10
    37    0.13620E+04    0.19906E+01    0.29439E-04    0.19906E+01    0.49257E-01   -0.24039E-07    0.29439E-04   -0.24039E-07    0.87311E-10
    38    0.13847E+04    0.19409E+01    0.28039E-04    0.19409E+01    0.53926E-01   -0.23896E-07    0.28039E-04   -0.23896E-07    0.82644E-10
    39    0.14075E+04    0.18796E+01    0.26731E-04    0.18796E+01    0.58874E-01   -0.23750E-07    0.26731E-04   -0.23750E-07    0.78310E-10
