#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.506745E+06   0.506744E+06   0.675314E+06   0.675294E+06   0.602058E+06   0.507588E+06   0.506745E+06   0.513607E+06  -0.602727E+00   0.504970E+06   0.504970E+06   0.152167E+01
   0.798228E-04   0.506742E+06   0.506742E+06   0.675224E+06   0.675200E+06   0.601990E+06   0.507585E+06   0.506742E+06   0.513603E+06  -0.602722E+00   0.504967E+06   0.504967E+06   0.170048E+01
   0.892035E-04   0.506739E+06   0.506738E+06   0.675112E+06   0.675082E+06   0.601905E+06   0.507581E+06   0.506739E+06   0.513598E+06  -0.602716E+00   0.504964E+06   0.504964E+06   0.190029E+01
   0.996866E-04   0.506735E+06   0.506734E+06   0.674973E+06   0.674934E+06   0.601799E+06   0.507576E+06   0.506735E+06   0.513592E+06  -0.602709E+00   0.504960E+06   0.504960E+06   0.212358E+01
   0.111402E-03   0.506730E+06   0.506729E+06   0.674799E+06   0.674751E+06   0.601667E+06   0.507570E+06   0.506730E+06   0.513584E+06  -0.602699E+00   0.504955E+06   0.504955E+06   0.237310E+01
   0.124493E-03   0.506724E+06   0.506722E+06   0.674581E+06   0.674521E+06   0.601502E+06   0.507562E+06   0.506723E+06   0.513574E+06  -0.602687E+00   0.504949E+06   0.504948E+06   0.265192E+01
   0.139124E-03   0.506716E+06   0.506714E+06   0.674309E+06   0.674235E+06   0.601296E+06   0.507553E+06   0.506715E+06   0.513562E+06  -0.602672E+00   0.504941E+06   0.504940E+06   0.296348E+01
   0.155474E-03   0.506706E+06   0.506703E+06   0.673970E+06   0.673877E+06   0.601039E+06   0.507540E+06   0.506705E+06   0.513547E+06  -0.602653E+00   0.504931E+06   0.504930E+06   0.331162E+01
   0.173745E-03   0.506694E+06   0.506691E+06   0.673547E+06   0.673431E+06   0.600718E+06   0.507525E+06   0.506693E+06   0.513528E+06  -0.602629E+00   0.504919E+06   0.504918E+06   0.370063E+01
   0.194163E-03   0.506678E+06   0.506674E+06   0.673019E+06   0.672874E+06   0.600318E+06   0.507507E+06   0.506678E+06   0.513505E+06  -0.602600E+00   0.504903E+06   0.504902E+06   0.413528E+01
   0.216981E-03   0.506659E+06   0.506654E+06   0.672360E+06   0.672179E+06   0.599818E+06   0.507483E+06   0.506658E+06   0.513475E+06  -0.602564E+00   0.504884E+06   0.504883E+06   0.462092E+01
   0.242480E-03   0.506635E+06   0.506629E+06   0.671537E+06   0.671311E+06   0.599194E+06   0.507454E+06   0.506634E+06   0.513439E+06  -0.602518E+00   0.504860E+06   0.504859E+06   0.516350E+01
   0.270976E-03   0.506605E+06   0.506598E+06   0.670512E+06   0.670230E+06   0.598416E+06   0.507417E+06   0.506604E+06   0.513393E+06  -0.602461E+00   0.504830E+06   0.504829E+06   0.576966E+01
   0.302821E-03   0.506568E+06   0.506559E+06   0.669232E+06   0.668882E+06   0.597446E+06   0.507371E+06   0.506567E+06   0.513336E+06  -0.602390E+00   0.504792E+06   0.504791E+06   0.644680E+01
   0.338408E-03   0.506522E+06   0.506510E+06   0.667638E+06   0.667201E+06   0.596237E+06   0.507314E+06   0.506520E+06   0.513264E+06  -0.602301E+00   0.504746E+06   0.504744E+06   0.720315E+01
   0.378178E-03   0.506464E+06   0.506449E+06   0.665652E+06   0.665108E+06   0.594730E+06   0.507243E+06   0.506461E+06   0.513175E+06  -0.602190E+00   0.504687E+06   0.504685E+06   0.804789E+01
   0.422621E-03   0.506391E+06   0.506373E+06   0.663178E+06   0.662502E+06   0.592854E+06   0.507154E+06   0.506388E+06   0.513064E+06  -0.602052E+00   0.504614E+06   0.504611E+06   0.899121E+01
   0.472287E-03   0.506301E+06   0.506279E+06   0.660101E+06   0.659261E+06   0.590519E+06   0.507043E+06   0.506297E+06   0.512926E+06  -0.601880E+00   0.504524E+06   0.504520E+06   0.100444E+02
   0.527790E-03   0.506188E+06   0.506160E+06   0.656276E+06   0.655234E+06   0.587617E+06   0.506905E+06   0.506184E+06   0.512754E+06  -0.601665E+00   0.504410E+06   0.504405E+06   0.112200E+02
   0.589815E-03   0.506048E+06   0.506013E+06   0.651526E+06   0.650236E+06   0.584013E+06   0.506732E+06   0.506042E+06   0.512539E+06  -0.601398E+00   0.504269E+06   0.504263E+06   0.125319E+02
   0.659130E-03   0.505873E+06   0.505829E+06   0.645638E+06   0.644044E+06   0.579543E+06   0.506518E+06   0.505866E+06   0.512272E+06  -0.601065E+00   0.504092E+06   0.504085E+06   0.139954E+02
   0.736590E-03   0.505654E+06   0.505600E+06   0.638351E+06   0.636386E+06   0.574011E+06   0.506251E+06   0.505645E+06   0.511940E+06  -0.600652E+00   0.503872E+06   0.503863E+06   0.156273E+02
   0.823153E-03   0.505382E+06   0.505315E+06   0.629354E+06   0.626940E+06   0.567177E+06   0.505919E+06   0.505372E+06   0.511528E+06  -0.600138E+00   0.503598E+06   0.503587E+06   0.174458E+02
   0.919889E-03   0.505044E+06   0.504960E+06   0.618276E+06   0.615324E+06   0.558762E+06   0.505506E+06   0.505031E+06   0.511017E+06  -0.599500E+00   0.503258E+06   0.503244E+06   0.194712E+02
   0.102799E-02   0.504624E+06   0.504518E+06   0.604687E+06   0.601094E+06   0.548431E+06   0.504995E+06   0.504607E+06   0.510384E+06  -0.598710E+00   0.502834E+06   0.502816E+06   0.217249E+02
   0.114880E-02   0.504101E+06   0.503970E+06   0.588090E+06   0.583748E+06   0.535806E+06   0.504361E+06   0.504080E+06   0.509602E+06  -0.597733E+00   0.502306E+06   0.502284E+06   0.242302E+02
   0.128381E-02   0.503453E+06   0.503289E+06   0.567935E+06   0.562732E+06   0.520459E+06   0.503578E+06   0.503427E+06   0.508639E+06  -0.596528E+00   0.501651E+06   0.501624E+06   0.270118E+02
   0.143468E-02   0.502651E+06   0.502446E+06   0.543633E+06   0.537465E+06   0.501932E+06   0.502612E+06   0.502618E+06   0.507457E+06  -0.595047E+00   0.500840E+06   0.500805E+06   0.300953E+02
   0.160328E-02   0.501660E+06   0.501403E+06   0.514593E+06   0.507382E+06   0.479759E+06   0.501425E+06   0.501618E+06   0.506011E+06  -0.593231E+00   0.499835E+06   0.499792E+06   0.335072E+02
   0.179170E-02   0.500437E+06   0.500118E+06   0.480287E+06   0.472004E+06   0.453507E+06   0.499971E+06   0.500386E+06   0.504251E+06  -0.591017E+00   0.498594E+06   0.498541E+06   0.372740E+02
   0.200226E-02   0.498936E+06   0.498537E+06   0.440340E+06   0.431047E+06   0.422851E+06   0.498198E+06   0.498871E+06   0.502122E+06  -0.588333E+00   0.497066E+06   0.497000E+06   0.414217E+02
   0.223756E-02   0.497097E+06   0.496600E+06   0.394680E+06   0.384570E+06   0.387668E+06   0.496048E+06   0.497016E+06   0.499566E+06  -0.585099E+00   0.495190E+06   0.495109E+06   0.459745E+02
   0.250052E-02   0.494856E+06   0.494237E+06   0.343719E+06   0.333168E+06   0.348172E+06   0.493458E+06   0.494756E+06   0.496522E+06  -0.581237E+00   0.492898E+06   0.492797E+06   0.509537E+02
   0.279438E-02   0.492141E+06   0.491370E+06   0.288573E+06   0.278182E+06   0.305070E+06   0.490361E+06   0.492016E+06   0.492933E+06  -0.576669E+00   0.490111E+06   0.489986E+06   0.563773E+02
   0.312277E-02   0.488873E+06   0.487913E+06   0.231274E+06   0.221877E+06   0.259711E+06   0.486690E+06   0.488717E+06   0.488751E+06  -0.571328E+00   0.486743E+06   0.486589E+06   0.622583E+02
   0.348976E-02   0.484969E+06   0.483775E+06   0.174884E+06   0.167479E+06   0.214168E+06   0.482380E+06   0.484776E+06   0.483939E+06  -0.565166E+00   0.482704E+06   0.482514E+06   0.686055E+02
   0.389987E-02   0.480350E+06   0.478865E+06   0.123372E+06   0.118926E+06   0.171154E+06   0.477374E+06   0.480109E+06   0.478474E+06  -0.558162E+00   0.477906E+06   0.477673E+06   0.754242E+02
