# L    TT    EE    TE    PP    TP
2 7.69785E+02 9.09385E-07 1.98531E-02 7.23279E+05 2.17974E+04
3 7.35331E+02 4.29745E-06 4.52778E-02 1.11139E+06 2.55946E+04
4 7.04851E+02 1.23757E-05 7.74226E-02 1.45520E+06 2.72529E+04
5 6.83398E+02 2.79144E-05 1.15652E-01 1.75744E+06 2.78158E+04
6 6.69601E+02 5.41962E-05 1.59435E-01 2.02287E+06 2.77884E+04
7 6.61561E+02 9.49760E-05 2.08271E-01 2.25676E+06 2.74320E+04
8 6.57477E+02 1.54410E-04 2.61511E-01 2.46389E+06 2.68893E+04
9 6.56563E+02 2.37116E-04 3.18725E-01 2.64800E+06 2.62388E+04
10 6.58062E+02 3.47871E-04 3.79273E-01 2.81173E+06 2.55288E+04
11 6.61369E+02 4.92139E-04 4.42691E-01 2.95837E+06 2.48052E+04
12 6.66568E+02 6.75366E-04 5.08841E-01 3.08875E+06 2.40697E+04
13 6.72826E+02 9.03300E-04 5.76498E-01 3.20616E+06 2.33616E+04
14 6.80054E+02 1.18156E-03 6.45343E-01 3.31068E+06 2.26608E+04
15 6.88048E+02 1.51697E-03 7.14773E-01 3.40488E+06 2.19856E+04
16 6.97057E+02 1.91606E-03 7.85043E-01 3.48940E+06 2.13278E+04
17 7.06641E+02 2.38568E-03 8.54939E-01 3.56450E+06 2.06955E+04
18 7.16518E+02 2.93105E-03 9.23720E-01 3.63211E+06 2.00907E+04
19 7.27574E+02 3.56258E-03 9.91971E-01 3.69260E+06 1.95178E+04
20 7.38857E+02 4.28347E-03 1.05849E+00 3.74614E+06 1.89614E+04
21 7.50525E+02 5.10175E-03 1.12281E+00 3.79374E+06 1.84315E+04
22 7.62540E+02 6.02492E-03 1.18448E+00 3.83613E+06 1.79244E+04
23 7.74893E+02 7.06011E-03 1.24314E+00 3.87359E+06 1.74401E+04
24 7.87583E+02 8.21371E-03 1.29778E+00 3.90612E+06 1.69806E+04
25 8.00585E+02 9.49303E-03 1.34849E+00 3.93472E+06 1.65402E+04
26 8.13870E+02 1.09056E-02 1.39527E+00 3.95939E+06 1.61171E+04
27 8.27438E+02 1.24588E-02 1.43739E+00 3.98049E+06 1.57124E+04
28 8.41188E+02 1.41582E-02 1.47384E+00 3.99831E+06 1.53259E+04
29 8.55295E+02 1.60112E-02 1.50436E+00 4.01311E+06 1.49586E+04
30 8.69576E+02 1.80240E-02 1.52957E+00 4.02517E+06 1.46041E+04
31 8.84040E+02 2.02031E-02 1.54849E+00 4.03440E+06 1.42624E+04
32 8.98750E+02 2.25567E-02 1.56064E+00 4.04144E+06 1.39362E+04
33 9.13661E+02 2.50894E-02 1.56493E+00 4.04628E+06 1.36265E+04
34 9.28745E+02 2.78057E-02 1.56238E+00 4.04902E+06 1.33268E+04
35 9.44095E+02 3.07139E-02 1.55260E+00 4.04975E+06 1.30372E+04
36 9.59536E+02 3.38195E-02 1.53451E+00 4.04884E+06 1.27603E+04
37 9.75160E+02 3.71279E-02 1.50765E+00 4.04628E+06 1.24944E+04
38 9.91058E+02 4.06437E-02 1.47256E+00 4.04217E+06 1.22386E+04
39 1.00714E+03 4.43696E-02 1.42871E+00 4.03659E+06 1.19919E+04
40 1.02322E+03 4.83103E-02 1.37544E+00 4.02974E+06 1.17544E+04
