#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.11099E+04    0.13329E-05    0.00000E+00    0.29306E-01    0.52669E-07    0.33322E-02   -0.45864E-07
     3    0.10654E+04    0.63012E-05    0.00000E+00    0.66691E-01    0.64012E-07    0.32929E-02   -0.77947E-07
     4    0.10248E+04    0.18152E-04    0.00000E+00    0.11397E+00    0.73747E-07    0.31936E-02   -0.10947E-06
     5    0.99618E+03    0.40953E-04    0.00000E+00    0.17022E+00    0.82178E-07    0.30754E-02   -0.14089E-06
     6    0.97789E+03    0.79528E-04    0.00000E+00    0.23467E+00    0.89513E-07    0.29538E-02   -0.17195E-06
     7    0.96747E+03    0.13940E-03    0.00000E+00    0.30658E+00    0.95949E-07    0.28350E-02   -0.20271E-06
     8    0.96247E+03    0.22666E-03    0.00000E+00    0.38502E+00    0.10163E-06    0.27212E-02   -0.23344E-06
     9    0.96184E+03    0.34814E-03    0.00000E+00    0.46934E+00    0.10668E-06    0.26130E-02   -0.26437E-06
    10    0.96454E+03    0.51083E-03    0.00000E+00    0.55861E+00    0.11116E-06    0.25105E-02   -0.29502E-06
    11    0.96975E+03    0.72277E-03    0.00000E+00    0.65217E+00    0.11517E-06    0.24149E-02   -0.32525E-06
    12    0.97762E+03    0.99199E-03    0.00000E+00    0.74980E+00    0.11873E-06    0.23243E-02   -0.35454E-06
    13    0.98693E+03    0.13269E-02    0.00000E+00    0.84972E+00    0.12193E-06    0.22409E-02   -0.38358E-06
    14    0.99758E+03    0.17360E-02    0.00000E+00    0.95145E+00    0.12478E-06    0.21617E-02   -0.41230E-06
    15    0.10093E+04    0.22289E-02    0.00000E+00    0.10542E+01    0.12735E-06    0.20876E-02   -0.44114E-06
    16    0.10225E+04    0.28156E-02    0.00000E+00    0.11582E+01    0.12965E-06    0.20172E-02   -0.46981E-06
    17    0.10364E+04    0.35061E-02    0.00000E+00    0.12617E+01    0.13168E-06    0.19509E-02   -0.49814E-06
    18    0.10507E+04    0.43080E-02    0.00000E+00    0.13637E+01    0.13350E-06    0.18884E-02   -0.52603E-06
    19    0.10667E+04    0.52366E-02    0.00000E+00    0.14651E+01    0.13513E-06    0.18300E-02   -0.55381E-06
    20    0.10830E+04    0.62968E-02    0.00000E+00    0.15642E+01    0.13656E-06    0.17740E-02   -0.58088E-06
    21    0.10999E+04    0.75004E-02    0.00000E+00    0.16599E+01    0.13783E-06    0.17211E-02   -0.60752E-06
    22    0.11172E+04    0.88583E-02    0.00000E+00    0.17521E+01    0.13895E-06    0.16710E-02   -0.63390E-06
    23    0.11349E+04    0.10381E-01    0.00000E+00    0.18399E+01    0.13993E-06    0.16233E-02   -0.66004E-06
    24    0.11531E+04    0.12078E-01    0.00000E+00    0.19219E+01    0.14077E-06    0.15783E-02   -0.68560E-06
    25    0.11718E+04    0.13961E-01    0.00000E+00    0.19984E+01    0.14150E-06    0.15355E-02   -0.71087E-06
    26    0.11908E+04    0.16039E-01    0.00000E+00    0.20692E+01    0.14212E-06    0.14945E-02   -0.73574E-06
    27    0.12102E+04    0.18324E-01    0.00000E+00    0.21332E+01    0.14264E-06    0.14554E-02   -0.76029E-06
    28    0.12298E+04    0.20825E-01    0.00000E+00    0.21893E+01    0.14306E-06    0.14182E-02   -0.78450E-06
    29    0.12499E+04    0.23552E-01    0.00000E+00    0.22367E+01    0.14340E-06    0.13829E-02   -0.80828E-06
    30    0.12703E+04    0.26514E-01    0.00000E+00    0.22764E+01    0.14365E-06    0.13489E-02   -0.83162E-06
    31    0.12908E+04    0.29722E-01    0.00000E+00    0.23072E+01    0.14383E-06    0.13162E-02   -0.85461E-06
    32    0.13117E+04    0.33186E-01    0.00000E+00    0.23281E+01    0.14394E-06    0.12850E-02   -0.87734E-06
    33    0.13329E+04    0.36914E-01    0.00000E+00    0.23377E+01    0.14399E-06    0.12553E-02   -0.89975E-06
    34    0.13543E+04    0.40913E-01    0.00000E+00    0.23374E+01    0.14398E-06    0.12267E-02   -0.92160E-06
    35    0.13760E+04    0.45195E-01    0.00000E+00    0.23266E+01    0.14391E-06    0.11992E-02   -0.94307E-06
    36    0.13978E+04    0.49767E-01    0.00000E+00    0.23039E+01    0.14379E-06    0.11727E-02   -0.96430E-06
    37    0.14199E+04    0.54637E-01    0.00000E+00    0.22686E+01    0.14363E-06    0.11475E-02   -0.98524E-06
    38    0.14423E+04    0.59814E-01    0.00000E+00    0.22212E+01    0.14342E-06    0.11231E-02   -0.10057E-05
    39    0.14649E+04    0.65301E-01    0.00000E+00    0.21612E+01    0.14317E-06    0.10996E-02   -0.10257E-05
    40    0.14877E+04    0.71104E-01    0.00000E+00    0.20875E+01    0.14288E-06    0.10770E-02   -0.10454E-05
    41    0.15108E+04    0.77236E-01    0.00000E+00    0.19993E+01    0.14255E-06    0.10554E-02   -0.10649E-05
    42    0.15341E+04    0.83702E-01    0.00000E+00    0.18976E+01    0.14219E-06    0.10345E-02   -0.10840E-05
    43    0.15576E+04    0.90505E-01    0.00000E+00    0.17831E+01    0.14180E-06    0.10141E-02   -0.11026E-05
    44    0.15812E+04    0.97644E-01    0.00000E+00    0.16539E+01    0.14138E-06    0.99451E-03   -0.11209E-05
    45    0.16051E+04    0.10513E+00    0.00000E+00    0.15083E+01    0.14094E-06    0.97572E-03   -0.11389E-05
    46    0.16293E+04    0.11297E+00    0.00000E+00    0.13476E+01    0.14047E-06    0.95758E-03   -0.11566E-05
    47    0.16537E+04    0.12117E+00    0.00000E+00    0.11731E+01    0.13997E-06    0.93991E-03   -0.11738E-05
    48    0.16781E+04    0.12972E+00    0.00000E+00    0.98294E+00    0.13946E-06    0.92281E-03   -0.11906E-05
    49    0.17029E+04    0.13862E+00    0.00000E+00    0.77570E+00    0.13892E-06    0.90637E-03   -0.12072E-05
    50    0.17281E+04    0.14790E+00    0.00000E+00    0.55244E+00    0.13837E-06    0.89047E-03   -0.12235E-05
    51    0.17532E+04    0.15755E+00    0.00000E+00    0.31450E+00    0.13780E-06    0.87499E-03   -0.12393E-05
    52    0.17787E+04    0.16754E+00    0.00000E+00    0.60370E-01    0.13722E-06    0.85998E-03   -0.12548E-05
    53    0.18046E+04    0.17791E+00    0.00000E+00   -0.21159E+00    0.13662E-06    0.84553E-03   -0.12701E-05
    54    0.18305E+04    0.18863E+00    0.00000E+00   -0.50003E+00    0.13600E-06    0.83151E-03   -0.12850E-05
    55    0.18566E+04    0.19972E+00    0.00000E+00   -0.80362E+00    0.13538E-06    0.81782E-03   -0.12994E-05
    56    0.18830E+04    0.21117E+00    0.00000E+00   -0.11237E+01    0.13474E-06    0.80454E-03   -0.13135E-05
    57    0.19098E+04    0.22299E+00    0.00000E+00   -0.14617E+01    0.13410E-06    0.79173E-03   -0.13274E-05
    58    0.19368E+04    0.23516E+00    0.00000E+00   -0.18166E+01    0.13344E-06    0.77930E-03   -0.13410E-05
    59    0.19639E+04    0.24770E+00    0.00000E+00   -0.21870E+01    0.13278E-06    0.76714E-03   -0.13541E-05
    60    0.19912E+04    0.26055E+00    0.00000E+00   -0.25722E+01    0.13210E-06    0.75527E-03   -0.13669E-05
    61    0.20192E+04    0.27374E+00    0.00000E+00   -0.29716E+01    0.13142E-06    0.74376E-03   -0.13793E-05
    62    0.20471E+04    0.28726E+00    0.00000E+00   -0.33868E+01    0.13074E-06    0.73259E-03   -0.13914E-05
    63    0.20753E+04    0.30111E+00    0.00000E+00   -0.38193E+01    0.13005E-06    0.72174E-03   -0.14033E-05
    64    0.21039E+04    0.31532E+00    0.00000E+00   -0.42708E+01    0.12935E-06    0.71120E-03   -0.14148E-05
    65    0.21326E+04    0.32990E+00    0.00000E+00   -0.47426E+01    0.12865E-06    0.70095E-03   -0.14260E-05
    66    0.21616E+04    0.34481E+00    0.00000E+00   -0.52331E+01    0.12795E-06    0.69097E-03   -0.14369E-05
    67    0.21908E+04    0.36004E+00    0.00000E+00   -0.57401E+01    0.12724E-06    0.68125E-03   -0.14475E-05
    68    0.22204E+04    0.37560E+00    0.00000E+00   -0.62618E+01    0.12653E-06    0.67177E-03   -0.14577E-05
    69    0.22502E+04    0.39142E+00    0.00000E+00   -0.67955E+01    0.12582E-06    0.66251E-03   -0.14676E-05
    70    0.22804E+04    0.40751E+00    0.00000E+00   -0.73414E+01    0.12510E-06    0.65348E-03   -0.14772E-05
    71    0.23109E+04    0.42384E+00    0.00000E+00   -0.79008E+01    0.12439E-06    0.64466E-03   -0.14865E-05
