#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.594023E+06   0.594023E+06   0.791559E+06   0.791534E+06   0.606362E+06   0.594422E+06   0.594023E+06   0.602700E+06  -0.602846E+00   0.591978E+06   0.591978E+06   0.183137E+01
   0.798228E-04   0.594020E+06   0.594019E+06   0.791437E+06   0.791405E+06   0.606331E+06   0.594418E+06   0.594020E+06   0.602694E+06  -0.602840E+00   0.591974E+06   0.591974E+06   0.204657E+01
   0.892035E-04   0.594015E+06   0.594014E+06   0.791284E+06   0.791244E+06   0.606292E+06   0.594412E+06   0.594015E+06   0.602687E+06  -0.602832E+00   0.591969E+06   0.591968E+06   0.228705E+01
   0.996866E-04   0.594009E+06   0.594008E+06   0.791093E+06   0.791044E+06   0.606244E+06   0.594405E+06   0.594009E+06   0.602677E+06  -0.602823E+00   0.591962E+06   0.591962E+06   0.255577E+01
   0.111402E-03   0.594002E+06   0.594000E+06   0.790855E+06   0.790793E+06   0.606184E+06   0.594396E+06   0.594002E+06   0.602666E+06  -0.602811E+00   0.591955E+06   0.591954E+06   0.285606E+01
   0.124493E-03   0.593993E+06   0.593991E+06   0.790558E+06   0.790480E+06   0.606108E+06   0.594385E+06   0.593993E+06   0.602652E+06  -0.602796E+00   0.591945E+06   0.591944E+06   0.319161E+01
   0.139124E-03   0.593982E+06   0.593979E+06   0.790186E+06   0.790090E+06   0.606015E+06   0.594371E+06   0.593981E+06   0.602634E+06  -0.602777E+00   0.591932E+06   0.591932E+06   0.356656E+01
   0.155474E-03   0.593968E+06   0.593965E+06   0.789723E+06   0.789603E+06   0.605897E+06   0.594353E+06   0.593967E+06   0.602611E+06  -0.602754E+00   0.591917E+06   0.591917E+06   0.398551E+01
   0.173745E-03   0.593950E+06   0.593946E+06   0.789144E+06   0.788994E+06   0.605751E+06   0.594331E+06   0.593950E+06   0.602584E+06  -0.602724E+00   0.591898E+06   0.591897E+06   0.445364E+01
   0.194163E-03   0.593928E+06   0.593924E+06   0.788423E+06   0.788235E+06   0.605568E+06   0.594304E+06   0.593928E+06   0.602549E+06  -0.602688E+00   0.591874E+06   0.591873E+06   0.497668E+01
   0.216981E-03   0.593901E+06   0.593895E+06   0.787522E+06   0.787288E+06   0.605340E+06   0.594270E+06   0.593900E+06   0.602505E+06  -0.602642E+00   0.591844E+06   0.591843E+06   0.556104E+01
   0.242480E-03   0.593867E+06   0.593860E+06   0.786398E+06   0.786107E+06   0.605055E+06   0.594228E+06   0.593866E+06   0.602451E+06  -0.602585E+00   0.591807E+06   0.591806E+06   0.621389E+01
