#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.14615E+04    0.33959E-01    0.18613E-02    0.33959E-01    0.15714E-05   -0.22139E-07    0.18613E-02   -0.22139E-07    0.94049E-08
     3    0.13715E+04    0.78058E-01    0.12806E-02    0.78058E-01    0.74102E-05   -0.26665E-07    0.12806E-02   -0.26665E-07    0.57007E-08
     4    0.12982E+04    0.13374E+00    0.95082E-03    0.13374E+00    0.21307E-04   -0.29029E-07    0.95082E-03   -0.29029E-07    0.39284E-08
     5    0.12472E+04    0.19982E+00    0.74014E-03    0.19982E+00    0.48002E-04   -0.30509E-07    0.74014E-03   -0.30509E-07    0.29085E-08
     6    0.12137E+04    0.27537E+00    0.59537E-03    0.27537E+00    0.93102E-04   -0.31466E-07    0.59537E-03   -0.31466E-07    0.22549E-08
     7    0.11930E+04    0.35947E+00    0.49071E-03    0.35947E+00    0.16302E-03   -0.32120E-07    0.49071E-03   -0.32120E-07    0.18062E-08
     8    0.11811E+04    0.45102E+00    0.41211E-03    0.45102E+00    0.26482E-03   -0.32613E-07    0.41211E-03   -0.32613E-07    0.14825E-08
     9    0.11761E+04    0.54920E+00    0.35130E-03    0.54920E+00    0.40640E-03   -0.33024E-07    0.35130E-03   -0.33024E-07    0.12402E-08
    10    0.11763E+04    0.65293E+00    0.30312E-03    0.65293E+00    0.59586E-03   -0.33321E-07    0.30312E-03   -0.33321E-07    0.10534E-08
    11    0.11804E+04    0.76137E+00    0.26436E-03    0.76137E+00    0.84250E-03   -0.33522E-07    0.26436E-03   -0.33522E-07    0.90618E-09
    12    0.11884E+04    0.87425E+00    0.23252E-03    0.87425E+00    0.11556E-02   -0.33600E-07    0.23252E-03   -0.33600E-07    0.78752E-09
    13    0.11988E+04    0.98945E+00    0.20624E-03    0.98945E+00    0.15449E-02   -0.33643E-07    0.20624E-03   -0.33643E-07    0.69069E-09
    14    0.12113E+04    0.11064E+01    0.18410E-03    0.11064E+01    0.20200E-02   -0.33651E-07    0.18410E-03   -0.33651E-07    0.61034E-09
    15    0.12255E+04    0.12241E+01    0.16535E-03    0.12241E+01    0.25923E-02   -0.33664E-07    0.16535E-03   -0.33664E-07    0.54304E-09
    16    0.12417E+04    0.13429E+01    0.14925E-03    0.13429E+01    0.32732E-02   -0.33663E-07    0.14925E-03   -0.33663E-07    0.48603E-09
    17    0.12592E+04    0.14606E+01    0.13538E-03    0.14606E+01    0.40742E-02   -0.33636E-07    0.13538E-03   -0.33636E-07    0.43722E-09
    18    0.12774E+04    0.15760E+01    0.12333E-03    0.15760E+01    0.50041E-02   -0.33583E-07    0.12333E-03   -0.33583E-07    0.39522E-09
    19    0.12979E+04    0.16902E+01    0.11284E-03    0.16902E+01    0.60805E-02   -0.33527E-07    0.11284E-03   -0.33527E-07    0.35877E-09
