#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.566754E+06   0.566754E+06   0.755243E+06   0.755219E+06   0.602793E+06   0.567375E+06   0.566754E+06   0.574912E+06  -0.602942E+00   0.564679E+06   0.564679E+06   0.172625E+01
   0.798228E-04   0.566751E+06   0.566750E+06   0.755131E+06   0.755102E+06   0.602742E+06   0.567371E+06   0.566751E+06   0.574907E+06  -0.602936E+00   0.564676E+06   0.564676E+06   0.192910E+01
   0.892035E-04   0.566746E+06   0.566746E+06   0.754992E+06   0.754955E+06   0.602678E+06   0.567366E+06   0.566746E+06   0.574900E+06  -0.602929E+00   0.564671E+06   0.564671E+06   0.215577E+01
   0.996866E-04   0.566741E+06   0.566740E+06   0.754818E+06   0.754773E+06   0.602599E+06   0.567359E+06   0.566741E+06   0.574892E+06  -0.602920E+00   0.564666E+06   0.564665E+06   0.240908E+01
   0.111402E-03   0.566735E+06   0.566733E+06   0.754602E+06   0.754544E+06   0.602500E+06   0.567351E+06   0.566734E+06   0.574881E+06  -0.602908E+00   0.564659E+06   0.564658E+06   0.269213E+01
   0.124493E-03   0.566726E+06   0.566725E+06   0.754331E+06   0.754260E+06   0.602376E+06   0.567341E+06   0.566726E+06   0.574868E+06  -0.602894E+00   0.564650E+06   0.564650E+06   0.300842E+01
   0.139124E-03   0.566716E+06   0.566714E+06   0.753993E+06   0.753904E+06   0.602221E+06   0.567328E+06   0.566716E+06   0.574852E+06  -0.602876E+00   0.564639E+06   0.564639E+06   0.336186E+01
   0.155474E-03   0.566703E+06   0.566700E+06   0.753571E+06   0.753460E+06   0.602028E+06   0.567312E+06   0.566703E+06   0.574832E+06  -0.602853E+00   0.564626E+06   0.564625E+06   0.375678E+01
   0.173745E-03   0.566687E+06   0.566684E+06   0.753044E+06   0.752906E+06   0.601787E+06   0.567292E+06   0.566687E+06   0.574807E+06  -0.602825E+00   0.564609E+06   0.564608E+06   0.419805E+01
   0.194163E-03   0.566667E+06   0.566663E+06   0.752387E+06   0.752214E+06   0.601486E+06   0.567267E+06   0.566667E+06   0.574775E+06  -0.602790E+00   0.564588E+06   0.564587E+06   0.469109E+01
