#           k/h    P           
    0.10000E-03    0.30087E+00
    0.10202E-03    0.30677E+00
    0.10408E-03    0.31277E+00
    0.10618E-03    0.31890E+00
    0.10833E-03    0.32515E+00
    0.11052E-03    0.33151E+00
    0.11275E-03    0.33801E+00
    0.11503E-03    0.34463E+00
    0.11735E-03    0.35138E+00
    0.11972E-03    0.35826E+00
    0.12214E-03    0.36527E+00
    0.12461E-03    0.37243E+00
    0.12712E-03    0.37972E+00
    0.12969E-03    0.38716E+00
    0.13231E-03    0.39474E+00
    0.13499E-03    0.40247E+00
    0.13771E-03    0.41035E+00
    0.14049E-03    0.41839E+00
    0.14333E-03    0.42658E+00
    0.14623E-03    0.43493E+00
    0.14918E-03    0.44345E+00
    0.15220E-03    0.45213E+00
    0.15527E-03    0.46098E+00
    0.15841E-03    0.47001E+00
    0.16161E-03    0.47921E+00
    0.16487E-03    0.48860E+00
    0.16820E-03    0.49816E+00
    0.17160E-03    0.50791E+00
    0.17507E-03    0.51786E+00
    0.17860E-03    0.52800E+00
    0.18221E-03    0.53833E+00
    0.18589E-03    0.54887E+00
    0.18965E-03    0.55962E+00
    0.19348E-03    0.57057E+00
    0.19739E-03    0.58174E+00
    0.20138E-03    0.59313E+00
    0.20544E-03    0.60474E+00
    0.20959E-03    0.61658E+00
    0.21383E-03    0.62864E+00
    0.21815E-03    0.64095E+00
    0.22255E-03    0.65349E+00
    0.22705E-03    0.66628E+00
    0.23164E-03    0.67932E+00
    0.23632E-03    0.69261E+00
    0.24109E-03    0.70617E+00
    0.24596E-03    0.71999E+00
    0.25093E-03    0.73407E+00
    0.25600E-03    0.74844E+00
    0.26117E-03    0.76308E+00
    0.26645E-03    0.77801E+00
    0.27183E-03    0.79323E+00
    0.27732E-03    0.80874E+00
    0.28292E-03    0.82456E+00
    0.28864E-03    0.84069E+00
    0.29447E-03    0.85713E+00
    0.30042E-03    0.87390E+00
    0.30649E-03    0.89098E+00
    0.31268E-03    0.90841E+00
    0.31899E-03    0.92617E+00
    0.32544E-03    0.94428E+00
    0.33201E-03    0.96274E+00
    0.33872E-03    0.98156E+00
    0.34556E-03    0.10007E+01
    0.35254E-03    0.10203E+01
    0.35966E-03    0.10402E+01
    0.36693E-03    0.10606E+01
    0.37434E-03    0.10813E+01
    0.38190E-03    0.11024E+01
    0.38962E-03    0.11239E+01
    0.39749E-03    0.11459E+01
    0.40552E-03    0.11683E+01
    0.41371E-03    0.11911E+01
    0.42207E-03    0.12143E+01
    0.43060E-03    0.12381E+01
    0.43929E-03    0.12622E+01
    0.44817E-03    0.12869E+01
    0.45722E-03    0.13120E+01
    0.46646E-03    0.13376E+01
    0.47588E-03    0.13637E+01
    0.48550E-03    0.13903E+01
    0.49530E-03    0.14174E+01
    0.50531E-03    0.14450E+01
    0.51552E-03    0.14732E+01
    0.52593E-03    0.15019E+01
    0.53656E-03    0.15311E+01
    0.54739E-03    0.15610E+01
    0.55845E-03    0.15914E+01
    0.56973E-03    0.16224E+01
    0.58124E-03    0.16539E+01
    0.59299E-03    0.16861E+01
    0.60496E-03    0.17189E+01
    0.61719E-03    0.17524E+01
    0.62965E-03    0.17865E+01
    0.64237E-03    0.18212E+01
    0.65535E-03    0.18566E+01
    0.66859E-03    0.18926E+01
    0.68210E-03    0.19294E+01
    0.69588E-03    0.19669E+01
    0.70993E-03    0.20050E+01
    0.72427E-03    0.20439E+01
    0.73891E-03    0.20836E+01
    0.75383E-03    0.21240E+01
    0.76906E-03    0.21651E+01
    0.78460E-03    0.22070E+01
    0.80045E-03    0.22498E+01
    0.81662E-03    0.22933E+01
    0.83311E-03    0.23377E+01
    0.84994E-03    0.23828E+01
    0.86711E-03    0.24289E+01
    0.88463E-03    0.24758E+01
    0.90250E-03    0.25236E+01
    0.92073E-03    0.25722E+01
    0.93933E-03    0.26218E+01
    0.95831E-03    0.26723E+01
    0.97767E-03    0.27237E+01
    0.99742E-03    0.27761E+01
    0.10176E-02    0.28295E+01
    0.10381E-02    0.28838E+01
    0.10591E-02    0.29392E+01
    0.10805E-02    0.29955E+01
    0.11023E-02    0.30529E+01
    0.11246E-02    0.31113E+01
    0.11473E-02    0.31708E+01
    0.11705E-02    0.32314E+01
    0.11941E-02    0.32931E+01
    0.12182E-02    0.33558E+01
    0.12429E-02    0.34198E+01
    0.12680E-02    0.34848E+01
    0.12936E-02    0.35510E+01
    0.13197E-02    0.36184E+01
    0.13464E-02    0.36870E+01
    0.13736E-02    0.37568E+01
    0.14013E-02    0.38278E+01
    0.14296E-02    0.39000E+01
    0.14585E-02    0.39735E+01
    0.14880E-02    0.40483E+01
    0.15180E-02    0.41243E+01
    0.15487E-02    0.42017E+01
    0.15800E-02    0.42803E+01
    0.16119E-02    0.43603E+01
    0.16445E-02    0.44417E+01
    0.16777E-02    0.45244E+01
    0.17116E-02    0.46084E+01
    0.17462E-02    0.46939E+01
    0.17814E-02    0.47807E+01
    0.18174E-02    0.48690E+01
    0.18541E-02    0.49587E+01
    0.18916E-02    0.50498E+01
    0.19298E-02    0.51423E+01
    0.19688E-02    0.52363E+01
    0.20086E-02    0.53317E+01
    0.20491E-02    0.54287E+01
    0.20905E-02    0.55270E+01
    0.21328E-02    0.56269E+01
    0.21758E-02    0.57283E+01
    0.22198E-02    0.58311E+01
    0.22646E-02    0.59355E+01
    0.23104E-02    0.60413E+01
    0.23571E-02    0.61486E+01
    0.24047E-02    0.62575E+01
    0.24533E-02    0.63678E+01
    0.25028E-02    0.64796E+01
    0.25534E-02    0.65929E+01
    0.26050E-02    0.67077E+01
    0.26576E-02    0.68240E+01
    0.27113E-02    0.69417E+01
    0.27660E-02    0.70609E+01
    0.28219E-02    0.71816E+01
    0.28789E-02    0.73037E+01
    0.29371E-02    0.74272E+01
    0.29964E-02    0.75521E+01
    0.30569E-02    0.76784E+01
    0.31187E-02    0.78060E+01
    0.31817E-02    0.79350E+01
    0.32460E-02    0.80654E+01
    0.33115E-02    0.81970E+01
    0.33784E-02    0.83299E+01
    0.34467E-02    0.84640E+01
    0.35163E-02    0.85993E+01
    0.35874E-02    0.87358E+01
    0.36598E-02    0.88734E+01
    0.37338E-02    0.90122E+01
    0.38092E-02    0.91519E+01
    0.38861E-02    0.92928E+01
    0.39646E-02    0.94345E+01
    0.40447E-02    0.95772E+01
    0.41264E-02    0.97208E+01
    0.42098E-02    0.98653E+01
    0.42948E-02    0.10010E+02
    0.43816E-02    0.10156E+02
    0.44701E-02    0.10303E+02
