# L    TT    EE    BB    TE
2 8.33874E+02 2.05389E-06 1.12745E-06 2.03417E-02
3 7.90788E+02 6.62746E-06 2.25525E-06 4.65453E-02
4 7.54174E+02 1.63389E-05 3.75953E-06 7.96452E-02
5 7.28496E+02 3.39964E-05 5.64082E-06 1.18965E-01
6 7.11791E+02 6.29224E-05 7.89963E-06 1.63953E-01
7 7.01732E+02 1.06916E-04 1.05370E-05 2.14076E-01
8 6.96250E+02 1.70182E-04 1.35530E-05 2.68681E-01
9 6.94391E+02 2.57405E-04 1.69487E-05 3.27307E-01
10 6.95304E+02 3.73399E-04 2.07248E-05 3.89296E-01
11 6.98283E+02 5.23688E-04 2.48832E-05 4.54169E-01
12 7.03382E+02 7.13789E-04 2.94237E-05 5.21777E-01
13 7.09732E+02 9.49547E-04 3.43482E-05 5.90872E-01
14 7.17185E+02 1.23656E-03 3.96567E-05 6.61130E-01
15 7.25533E+02 1.58177E-03 4.53517E-05 7.31944E-01
16 7.35002E+02 1.99178E-03 5.14333E-05 8.03558E-01
17 7.45148E+02 2.47355E-03 5.79032E-05 8.74667E-01
18 7.55624E+02 3.03245E-03 6.47622E-05 9.44596E-01
19 7.67421E+02 3.67875E-03 7.20113E-05 1.01400E+00
20 7.79478E+02 4.41599E-03 7.96521E-05 1.08159E+00
21 7.91978E+02 5.25217E-03 8.76839E-05 1.14674E+00
22 8.04869E+02 6.19486E-03 9.61100E-05 1.20928E+00
23 8.18125E+02 7.25143E-03 1.04936E-04 1.26852E+00
24 8.31781E+02 8.42813E-03 1.14152E-04 1.32377E+00
25 8.45784E+02 9.73262E-03 1.23760E-04 1.37485E+00
26 8.60091E+02 1.11729E-02 1.33776E-04 1.42193E+00
27 8.74667E+02 1.27547E-02 1.44182E-04 1.46406E+00
28 8.89522E+02 1.44860E-02 1.54989E-04 1.50046E+00
29 9.04723E+02 1.63728E-02 1.66195E-04 1.53078E+00
30 9.20186E+02 1.84220E-02 1.77800E-04 1.55553E+00
31 9.35735E+02 2.06414E-02 1.89814E-04 1.57395E+00
32 9.51632E+02 2.30364E-02 2.02218E-04 1.58524E+00
33 9.67702E+02 2.56146E-02 2.15031E-04 1.58837E+00
34 9.84033E+02 2.83796E-02 2.28253E-04 1.58472E+00
35 1.00045E+03 3.13391E-02 2.41865E-04 1.57352E+00
36 1.01713E+03 3.45002E-02 2.55894E-04 1.55371E+00
37 1.03407E+03 3.78663E-02 2.70314E-04 1.52487E+00
38 1.05118E+03 4.14453E-02 2.85151E-04 1.48752E+00
39 1.06838E+03 4.52370E-02 3.00387E-04 1.44139E+00
40 1.08584E+03 4.92477E-02 3.16023E-04 1.38553E+00
41 1.10348E+03 5.34860E-02 3.32068E-04 1.31925E+00
42 1.12128E+03 5.79544E-02 3.48520E-04 1.24342E+00
43 1.13927E+03 6.26583E-02 3.65373E-04 1.15855E+00
44 1.15733E+03 6.75923E-02 3.82633E-04 1.06317E+00
45 1.17566E+03 7.27670E-02 4.00293E-04 9.56149E-01
46 1.19425E+03 7.81910E-02 4.18362E-04 8.38496E-01
