#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.95499E+03    0.26965E-01    0.11272E-02    0.26965E-01    0.12245E-05   -0.17059E-07    0.11272E-02   -0.17059E-07    0.82913E-08
     3    0.92635E+03    0.61076E-01    0.79379E-03    0.61076E-01    0.57967E-05   -0.20479E-07    0.79379E-03   -0.20479E-07    0.50393E-08
     4    0.89761E+03    0.10425E+00    0.59924E-03    0.10425E+00    0.16715E-04   -0.22272E-07    0.59924E-03   -0.22272E-07    0.34848E-08
     5    0.87719E+03    0.15568E+00    0.47283E-03    0.15568E+00    0.37739E-04   -0.23404E-07    0.47283E-03   -0.23404E-07    0.25902E-08
     6    0.86452E+03    0.21469E+00    0.38489E-03    0.21469E+00    0.73334E-04   -0.24141E-07    0.38489E-03   -0.24141E-07    0.20165E-08
     7    0.85789E+03    0.28060E+00    0.32065E-03    0.28060E+00    0.12861E-03   -0.24650E-07    0.32065E-03   -0.24650E-07    0.16221E-08
     8    0.85539E+03    0.35256E+00    0.27196E-03    0.35256E+00    0.20922E-03   -0.25040E-07    0.27196E-03   -0.25040E-07    0.13372E-08
     9    0.85631E+03    0.43003E+00    0.23396E-03    0.43003E+00    0.32148E-03   -0.25369E-07    0.23396E-03   -0.25369E-07    0.11236E-08
    10    0.85980E+03    0.51210E+00    0.20362E-03    0.51210E+00    0.47188E-03   -0.25613E-07    0.20362E-03   -0.25613E-07    0.95850E-09
    11    0.86528E+03    0.59824E+00    0.17904E-03    0.59824E+00    0.66788E-03   -0.25782E-07    0.17904E-03   -0.25782E-07    0.82813E-09
    12    0.87292E+03    0.68822E+00    0.15870E-03    0.68822E+00    0.91691E-03   -0.25857E-07    0.15870E-03   -0.25857E-07    0.72282E-09
    13    0.88164E+03    0.78042E+00    0.14181E-03    0.78042E+00    0.12268E-02   -0.25906E-07    0.14181E-03   -0.25906E-07    0.63669E-09
    14    0.89140E+03    0.87441E+00    0.12748E-03    0.87441E+00    0.16054E-02   -0.25929E-07    0.12748E-03   -0.25929E-07    0.56503E-09
    15    0.90198E+03    0.96941E+00    0.11527E-03    0.96941E+00    0.20617E-02   -0.25957E-07    0.11527E-03   -0.25957E-07    0.50488E-09
    16    0.91373E+03    0.10658E+01    0.10472E-03    0.10658E+01    0.26049E-02   -0.25972E-07    0.10472E-03   -0.25972E-07    0.45379E-09
    17    0.92612E+03    0.11619E+01    0.95565E-04    0.11619E+01    0.32442E-02   -0.25969E-07    0.95565E-04   -0.25969E-07    0.40993E-09
    18    0.93874E+03    0.12567E+01    0.87571E-04    0.12567E+01    0.39869E-02   -0.25945E-07    0.87571E-04   -0.25945E-07    0.37209E-09
    19    0.95278E+03    0.13511E+01    0.80570E-04    0.13511E+01    0.48470E-02   -0.25920E-07    0.80570E-04   -0.25920E-07    0.33917E-09
    20    0.96702E+03    0.14435E+01    0.74349E-04    0.14435E+01    0.58290E-02   -0.25866E-07    0.74349E-04   -0.25866E-07    0.31030E-09
    21    0.98166E+03    0.15331E+01    0.68828E-04    0.15331E+01    0.69440E-02   -0.25798E-07    0.68828E-04   -0.25798E-07    0.28487E-09
    22    0.99667E+03    0.16195E+01    0.63898E-04    0.16195E+01    0.82020E-02   -0.25726E-07    0.63898E-04   -0.25726E-07    0.26237E-09
    23    0.10120E+04    0.17022E+01    0.59476E-04    0.17022E+01    0.96129E-02   -0.25652E-07    0.59476E-04   -0.25652E-07    0.24234E-09
    24    0.10277E+04    0.17796E+01    0.55506E-04    0.17796E+01    0.11185E-01   -0.25564E-07    0.55506E-04   -0.25564E-07    0.22442E-09
    25    0.10438E+04    0.18522E+01    0.51920E-04    0.18522E+01    0.12930E-01   -0.25472E-07    0.51920E-04   -0.25472E-07    0.20835E-09
    26    0.10601E+04    0.19197E+01    0.48659E-04    0.19197E+01    0.14855E-01   -0.25372E-07    0.48659E-04   -0.25372E-07    0.19387E-09
    27    0.10767E+04    0.19812E+01    0.45693E-04    0.19812E+01    0.16972E-01   -0.25269E-07    0.45693E-04   -0.25269E-07    0.18078E-09
    28    0.10935E+04    0.20356E+01    0.42993E-04    0.20356E+01    0.19290E-01   -0.25163E-07    0.42993E-04   -0.25163E-07    0.16891E-09
    29    0.11107E+04    0.20822E+01    0.40529E-04    0.20822E+01    0.21817E-01   -0.25052E-07    0.40529E-04   -0.25052E-07    0.15810E-09
    30    0.11281E+04    0.21220E+01    0.38263E-04    0.21220E+01    0.24561E-01   -0.24935E-07    0.38263E-04   -0.24935E-07    0.14825E-09
    31    0.11456E+04    0.21537E+01    0.36175E-04    0.21537E+01    0.27534E-01   -0.24815E-07    0.36175E-04   -0.24815E-07    0.13923E-09
    32    0.11634E+04    0.21767E+01    0.34254E-04    0.21767E+01    0.30743E-01   -0.24695E-07    0.34254E-04   -0.24695E-07    0.13097E-09
    33    0.11814E+04    0.21894E+01    0.32487E-04    0.21894E+01    0.34197E-01   -0.24574E-07    0.32487E-04   -0.24574E-07    0.12337E-09
    34    0.11996E+04    0.21932E+01    0.30849E-04    0.21932E+01    0.37902E-01   -0.24445E-07    0.30849E-04   -0.24445E-07    0.11638E-09
    35    0.12180E+04    0.21875E+01    0.29327E-04    0.21875E+01    0.41868E-01   -0.24314E-07    0.29327E-04   -0.24314E-07    0.10992E-09
    36    0.12365E+04    0.21712E+01    0.27913E-04    0.21712E+01    0.46103E-01   -0.24183E-07    0.27913E-04   -0.24183E-07    0.10395E-09
    37    0.12553E+04    0.21436E+01    0.26601E-04    0.21436E+01    0.50614E-01   -0.24054E-07    0.26601E-04   -0.24054E-07    0.98419E-10
    38    0.12743E+04    0.21050E+01    0.25377E-04    0.21050E+01    0.55409E-01   -0.23919E-07    0.25377E-04   -0.23919E-07    0.93284E-10
    39    0.12934E+04    0.20550E+01    0.24235E-04    0.20550E+01    0.60489E-01   -0.23781E-07    0.24235E-04   -0.23781E-07    0.88511E-10
    40    0.13127E+04    0.19926E+01    0.23168E-04    0.19926E+01    0.65863E-01   -0.23643E-07    0.23168E-04   -0.23643E-07    0.84069E-10
    41    0.13323E+04    0.19171E+01    0.22171E-04    0.19171E+01    0.71540E-01   -0.23506E-07    0.22171E-04   -0.23506E-07    0.79926E-10
