# L    TT    EE    TE    PP    TP
2 9.26581E+02 9.52956E-07 2.08570E-02 7.30761E+05 2.70263E+04
3 8.67507E+02 4.48917E-06 4.79946E-02 1.12316E+06 3.13995E+04
4 8.19951E+02 1.28999E-05 8.22387E-02 1.47004E+06 3.32102E+04
5 7.86841E+02 2.90477E-05 1.22847E-01 1.77431E+06 3.37349E+04
6 7.65057E+02 5.63204E-05 1.69254E-01 2.04070E+06 3.35816E+04
7 7.51477E+02 9.85901E-05 2.20872E-01 2.27488E+06 3.30587E+04
8 7.43565E+02 1.60119E-04 2.77034E-01 2.48159E+06 3.23322E+04
9 7.40051E+02 2.45677E-04 3.37231E-01 2.66475E+06 3.14944E+04
10 7.39914E+02 3.60156E-04 4.00822E-01 2.82729E+06 3.05973E+04
11 7.42278E+02 5.09168E-04 4.67251E-01 2.97231E+06 2.96929E+04
12 7.47124E+02 6.98317E-04 5.36391E-01 3.10080E+06 2.87831E+04
13 7.53512E+02 9.33517E-04 6.06937E-01 3.21607E+06 2.79106E+04
14 7.61251E+02 1.22054E-03 6.78559E-01 3.31837E+06 2.70509E+04
15 7.70085E+02 1.56623E-03 7.50610E-01 3.41018E+06 2.62259E+04
16 7.80224E+02 1.97755E-03 8.23355E-01 3.49213E+06 2.54237E+04
17 7.91167E+02 2.46142E-03 8.95433E-01 3.56450E+06 2.46544E+04
18 8.02574E+02 3.02323E-03 9.66097E-01 3.62939E+06 2.39197E+04
19 8.15470E+02 3.67356E-03 1.03600E+00 3.68707E+06 2.32225E+04
20 8.28721E+02 4.41579E-03 1.10399E+00 3.73781E+06 2.25471E+04
21 8.42520E+02 5.25832E-03 1.16934E+00 3.78253E+06 2.19019E+04
22 8.56784E+02 6.20872E-03 1.23167E+00 3.82186E+06 2.12859E+04
23 8.71514E+02 7.27439E-03 1.29053E+00 3.85636E+06 2.06973E+04
24 8.86727E+02 8.46188E-03 1.34502E+00 3.88593E+06 2.01369E+04
25 9.02360E+02 9.77870E-03 1.39521E+00 3.91148E+06 1.96003E+04
26 9.18367E+02 1.12334E-02 1.44093E+00 3.93311E+06 1.90838E+04
27 9.34703E+02 1.28314E-02 1.48145E+00 3.95118E+06 1.85891E+04
28 9.51404E+02 1.45809E-02 1.51577E+00 3.96605E+06 1.81173E+04
29 9.68470E+02 1.64883E-02 1.54369E+00 3.97774E+06 1.76665E+04
30 9.85810E+02 1.85608E-02 1.56578E+00 3.98677E+06 1.72311E+04
31 1.00342E+03 2.08059E-02 1.58102E+00 3.99298E+06 1.68122E+04
32 1.02131E+03 2.32289E-02 1.58878E+00 3.99699E+06 1.64116E+04
33 1.03956E+03 2.58380E-02 1.58786E+00 3.99882E+06 1.60301E+04
34 1.05800E+03 2.86370E-02 1.57992E+00 3.99854E+06 1.56605E+04
35 1.07662E+03 3.16341E-02 1.56386E+00 3.99635E+06 1.53037E+04
36 1.09551E+03 3.48346E-02 1.53886E+00 3.99243E+06 1.49605E+04
37 1.11476E+03 3.82451E-02 1.50409E+00 3.98695E+06 1.46329E+04
38 1.13411E+03 4.18709E-02 1.46055E+00 3.97993E+06 1.43162E+04
39 1.15373E+03 4.57139E-02 1.40780E+00 3.97153E+06 1.40096E+04
40 1.17354E+03 4.97806E-02 1.34483E+00 3.96177E+06 1.37148E+04
41 1.19361E+03 5.40772E-02 1.27091E+00 3.95091E+06 1.34328E+04
42 1.21387E+03 5.86092E-02 1.18686E+00 3.93895E+06 1.31590E+04
43 1.23432E+03 6.33813E-02 1.09332E+00 3.92599E+06 1.28935E+04
44 1.25485E+03 6.83879E-02 9.88730E-01 3.91203E+06 1.26370E+04
45 1.27584E+03 7.36401E-02 8.71933E-01 3.89715E+06 1.23915E+04
46 1.29701E+03 7.91468E-02 7.43948E-01 3.88146E+06 1.21533E+04
47 1.31819E+03 8.48999E-02 6.05841E-01 3.86512E+06 1.19215E+04
48 1.33954E+03 9.09059E-02 4.56035E-01 3.84796E+06 1.16970E+04
49 1.36126E+03 9.71664E-02 2.93242E-01 3.83026E+06 1.14816E+04
50 1.38325E+03 1.03692E-01 1.18567E-01 3.81191E+06 1.12727E+04
51 1.40516E+03 1.10472E-01 -6.66768E-02 3.79311E+06 1.10691E+04
52 1.42743E+03 1.17500E-01 -2.63966E-01 3.77386E+06 1.08720E+04
53 1.45006E+03 1.24800E-01 -4.74862E-01 3.75405E+06 1.06822E+04
54 1.47269E+03 1.32348E-01 -6.98061E-01 3.73388E+06 1.04978E+04
55 1.49542E+03 1.40160E-01 -9.32239E-01 3.71326E+06 1.03181E+04
56 1.51850E+03 1.48237E-01 -1.17874E+00 3.69236E+06 1.01437E+04
57 1.54187E+03 1.56560E-01 -1.43874E+00 3.67110E+06 9.97491E+03
58 1.56550E+03 1.65156E-01 -1.71143E+00 3.64965E+06 9.81247E+03
59 1.58914E+03 1.74009E-01 -1.99553E+00 3.62793E+06 9.65185E+03
60 1.61287E+03 1.83089E-01 -2.29012E+00 3.60594E+06 9.49579E+03
61 1.63715E+03 1.92407E-01 -2.59512E+00 3.58376E+06 9.34429E+03
62 1.66151E+03 2.01962E-01 -2.91171E+00 3.56140E+06 9.19736E+03
63 1.68597E+03 2.11746E-01 -3.24134E+00 3.53895E+06 9.05463E+03
